Gene = GeneID_692629
index = 67
Annotated 5SS: [  99  324  825 1905 2519 3838]
Annotated 3SS: [ 218  588 1706 2308 3498 4168]
SMsplice 5SS: [  99  324  825 1905 2519 3838]
SMsplice 3SS: [ 218  677 1706 2308 3498 4168]
Partition function (log Z): 21.691012316351355

Sorted 5' Splice Sites (High to Low Probability):
Position 1905: 0.9995462618552762
Position 825: 0.9945251157292548
Position 2519: 0.9867595450848282
Position 324: 0.9662773727991818
Position 3838: 0.9453972804540048
Position 99: 0.6469509655336251
Position 2229: 0.060383848683516775
Position 3632: 0.027815533122646265
Position 146: 0.017798161724188025
Position 631: 0.014984882107490263
Position 4236: 0.008714501232126973
Position 1642: 0.007706167127057411
Position 2566: 0.006892543124974052
Position 2544: 0.006137856908525834
Position 3016: 0.005804987368417885
Position 3058: 0.005221231956683538
Position 3309: 0.003831047337297887
Position 3141: 0.003740246012135234
Position 1091: 0.0032333358024807402
Position 589: 0.0031017431470061405
Position 4381: 0.0029686243022236584
Position 2710: 0.0026721754962116748
Position 4249: 0.0023795038000034054
Position 3842: 0.0023634777291087726
Position 614: 0.0021861119203839805
Position 3601: 0.002105981225597656
Position 3296: 0.002007753460562686
Position 2965: 0.0019884073552152597
Position 4245: 0.001822761962186949
Position 103: 0.0018125822769030366
Position 3301: 0.001662839198695967
Position 337: 0.0016259935112493999
Position 875: 0.0012201998589528543
Position 246: 0.001184715493701885
Position 4207: 0.0011449449855651637
Position 3622: 0.0008158236125824426
Position 3627: 0.0007789105143047782
Position 2833: 0.0006702988308938215
Position 4332: 0.0006411765821718852
Position 4449: 0.00062302198286211
Position 3605: 0.0005613323928564278
Position 3694: 0.0004819187588473656
Position 3132: 0.00046033980248153254
Position 3361: 0.00044898249120921204
Position 729: 0.00043821228937455654
Position 1612: 0.0004206534569005629
Position 1290: 0.0004185836336570152
Position 1220: 0.0004071587491374094
Position 3972: 0.00040414562523126597
Position 391: 0.0003314488627381561
Position 4506: 0.000328751645655386
Position 2749: 0.0003287050341095036
Position 1195: 0.0003284966015657015
Position 658: 0.0003131093930171625
Position 3030: 0.00027409554863652854
Position 531: 0.0002690002504200794
Position 1227: 0.00024750475020638563
Position 3108: 0.00022670896488631492
Position 88: 0.0002074311744671745
Position 1626: 0.0002066040523877506
Position 3042: 0.00019059379255066542
Position 378: 0.00018528411355412877
Position 3135: 0.00018186324471310911
Position 1577: 0.0001805850360957629
Position 2798: 0.00017843995489725092
Position 2244: 0.00017755721881165245
Position 3073: 0.0001529861244327222
Position 3898: 0.00013926984584609507
Position 2191: 0.00013130723138387923
Position 71: 0.00010300615345580055
Position 1278: 9.982294016394592e-05
