Gene = AT4G12380
index = 718
Annotated 5SS: [ 24 552]
Annotated 3SS: [335 715]
SMsplice 5SS: [552]
SMsplice 3SS: [715]
Partition function (log Z): -8.751587501931452

Sorted 5' Splice Sites (High to Low Probability):
Position 552: 0.9600761874907565
Position 463: 0.019464733092129267
Position 257: 0.014274356582449561
Position 78: 0.012154712326383639
Position 82: 0.010515084285066166
Position 944: 0.010406777304022551
Position 576: 0.0028955180204780287
Position 24: 0.002428178089133047
Position 510: 0.002018054818205382
Position 275: 0.001966088389227513
Position 161: 0.0014971210261257757
Position 823: 0.0012045690432397102
Position 97: 0.0010208200926662167
Position 1012: 0.0006543340707232298
Position 976: 0.00028092811514375223
Position 716: 0.00020243719457733935
Position 592: 0.0001561106089376332
Position 320: 0.00013647552058296955
Position 326: 0.0001266322833628243
Position 514: 0.00010452537917201728
Position 484: 0.00010116945456365289
Position 890: 8.895828797478784e-05
Position 941: 7.606038585455717e-05
Position 968: 4.837235745411564e-05
Position 958: 4.1528056702793346e-05
Position 300: 3.9091232430001483e-05
Position 948: 3.836142087683664e-05
Position 731: 3.393170390451077e-05
Position 785: 2.5278537488208737e-05
Position 932: 2.481667521609116e-05
Position 758: 2.3002984915560697e-05
Position 827: 1.7147696342469906e-05
Position 449: 1.1886665840381547e-05
Position 489: 1.13503191381067e-05
Position 831: 1.0851340910727536e-05
Position 48: 1.0311952059297847e-05
Position 28: 9.695376064575293e-06
Position 314: 9.061843216296913e-06
Position 228: 7.995938171632893e-06
Position 390: 7.926718956526414e-06
Position 897: 7.824676140963644e-06
Position 1018: 5.984037143287911e-06
Position 608: 2.932737743408104e-06
Position 1029: 2.8975458332810133e-06
Position 871: 1.3858400175179701e-06
Position 803: 1.355555633449178e-06
Position 702: 8.341594709381836e-07
Position 852: 7.791509811361069e-07
Position 705: 5.260436154083979e-07
Position 708: 3.996763060434924e-07
Position 921: 3.271456428721171e-07
Position 901: 2.9208628447757865e-07
Position 625: 2.854700904503947e-07
Position 806: 2.2228529949766696e-07
Position 846: 1.6679426584857207e-07
Position 1027: 7.942298704451277e-08
Position 686: 3.6230459827454315e-08
Position 882: 2.463025456086127e-08
Position 863: 1.5602840751558457e-08
Position 644: 1.329362547227734e-08
Position 660: 7.693936531561006e-09
Position 658: 1.727635468142214e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 715: 0.6006972311035659
Position 668: 0.2638651008684735
Position 859: 0.03798110697016403
Position 852: 0.037422693840612496
Position 1094: 0.0153849042879259
Position 812: 0.013073958923051457
Position 335: 0.012228735358363892
Position 870: 0.010732595640975158
Position 368: 0.01018848453864216
Position 785: 0.008446079564538274
Position 697: 0.006098893861617967
Position 402: 0.005101087309321759
Position 291: 0.004639223857714736
Position 207: 0.003156906191149758
Position 256: 0.002438984949375665
Position 909: 0.0017778190784999925
Position 243: 0.0017478124956035975
Position 917: 0.0015609537327244349
Position 769: 0.0010846323606334
Position 897: 0.0009247004135755319
Position 1102: 0.000726630983697691
Position 228: 0.0007191622720246715
Position 300: 0.0004510915642579641
Position 349: 0.000275009503868841
Position 161: 0.0002467474271668719
Position 385: 0.00024381701800048659
Position 380: 0.00019808304125332085
Position 404: 0.00017353631931177853
Position 929: 0.00014734331132605622
Position 878: 0.00013199009267456075
Position 214: 9.061740440289135e-05
Position 344: 7.57727636593406e-05
Position 432: 4.85974974338169e-05
Position 937: 3.676998817109945e-05
Position 1108: 3.501719725711502e-05
Position 890: 2.8273817224769527e-05
Position 462: 2.1940771563463507e-05
Position 958: 1.3130294261309799e-05
Position 429: 5.880801464906433e-06
Position 964: 5.8315522081511315e-06
Position 435: 5.547842915739274e-06
Position 416: 2.9693113996427956e-06
Position 449: 2.443829871357206e-06
Position 437: 1.551068687558951e-06
Position 414: 1.4455967541805979e-06
Position 579: 1.3419390368775036e-06
Position 267: 1.0365935160446388e-06
Position 86: 6.515459269993549e-07
Position 944: 5.451124732595082e-07
Position 514: 4.0747809556725767e-07
Position 467: 3.98154043186864e-07
Position 576: 3.37353490342946e-07
Position 474: 2.9759809613314505e-07
Position 948: 2.9618130100941917e-07
Position 442: 2.4878934551164496e-07
Position 471: 8.502058323579304e-08
Position 556: 7.860891807413463e-08
Position 478: 1.9395869808116537e-09
