Gene = AT2G24970
index = 249
Annotated 5SS: [183 353 675 924]
Annotated 3SS: [ 256  551  883 1018]
SMsplice 5SS: [183 353 675 924]
SMsplice 3SS: [ 256  551  747 1018]
Partition function (log Z): 5.154393841890162

Sorted 5' Splice Sites (High to Low Probability):
Position 675: 0.9880666694273779
Position 924: 0.9684071453612934
Position 353: 0.8953964655897779
Position 183: 0.8649737359685629
Position 1139: 0.21370006645548992
Position 170: 0.10478550355299136
Position 452: 0.09396459460611926
Position 1111: 0.06777203066339049
Position 1154: 0.0514144733398968
Position 935: 0.020946481895166916
Position 1104: 0.01890727019140993
Position 1116: 0.008833553957142906
Position 405: 0.005347719616709764
Position 697: 0.003605619970864599
Position 1186: 0.002152631638863533
Position 1079: 0.002078596922615116
Position 908: 0.0012140751034085467
Position 1453: 0.001031574618697042
Position 357: 0.0009154905584892385
Position 378: 0.0007662808625759346
Position 1408: 0.0006606142818414767
Position 1320: 0.0004350953606031449
Position 158: 0.0002597468126475894
Position 466: 0.00024699446392182213
Position 947: 0.00017365130515314639
Position 305: 0.00016526890661751914
Position 473: 0.00012802871957312147
Position 340: 0.00011359955825389288
Position 1346: 0.00011299935626730807
Position 21: 7.33448456842779e-05
Position 693: 4.9328671210500164e-05
Position 933: 4.4265514310997115e-05
Position 954: 4.017932240871234e-05
Position 679: 3.409500062991792e-05
Position 1279: 3.2085386088229254e-05
Position 102: 2.2632639739058002e-05
Position 1614: 2.033994820737362e-05
Position 531: 1.6847866266060772e-05
Position 464: 1.6713139494315686e-05
Position 730: 1.5061520008313084e-05
Position 8: 1.3430720828433103e-05
Position 592: 1.1914860921905824e-05
Position 132: 9.113995400629077e-06
Position 224: 8.50952980980291e-06
Position 509: 7.73598730289314e-06
Position 515: 7.366906046421493e-06
Position 710: 5.756593631648561e-06
Position 292: 4.838587096205387e-06
Position 1624: 4.051752517974607e-06
Position 135: 3.893734325287484e-06
Position 1585: 2.724882799225527e-06
Position 84: 2.570033979952077e-06
Position 1609: 2.231828869543742e-06
Position 865: 2.0887446567261336e-06
Position 1476: 1.6685268949871162e-06
Position 1210: 1.6122766284569615e-06
Position 895: 1.5487250661093036e-06
Position 535: 1.1884056435262954e-06
Position 763: 9.537328553003453e-07
Position 872: 9.22476227279071e-07
Position 1590: 6.461856619625696e-07
Position 1481: 5.481504695271806e-07
Position 541: 4.650964700848939e-07
Position 969: 4.0758487500942256e-07
Position 742: 3.209329325863906e-07
Position 1577: 2.89298308725323e-07
Position 1538: 1.6788810350303998e-07
Position 966: 1.5740535420223066e-07
Position 974: 1.4212047053082384e-07
Position 533: 1.1888552570081882e-07
Position 1226: 8.071364675189984e-08
Position 734: 6.247851346391265e-08
Position 1213: 5.9384199793175454e-08
Position 1245: 4.7873578863962436e-08
Position 1526: 4.487088874620235e-08
Position 582: 4.0955801132600704e-08
Position 1018: 3.5114403848483305e-08
Position 747: 3.272879569719573e-08
Position 979: 1.1848202669474405e-08
Position 972: 8.34355002515235e-09
Position 1505: 5.511473696006002e-09
Position 1006: 3.746661950374704e-09
Position 977: 2.68646610843383e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1018: 0.9622526927003537
Position 256: 0.9561198808098503
Position 551: 0.9292815341808696
Position 747: 0.6688561417615754
Position 1262: 0.3752933886630946
Position 759: 0.1761933261668988
Position 883: 0.06323629075102087
Position 763: 0.06317031695316716
Position 624: 0.026235837212413918
Position 572: 0.020610733640891523
Position 1030: 0.016766434488303027
Position 605: 0.016499278177272352
Position 791: 0.010669404971194636
Position 280: 0.006323328105959669
Position 420: 0.00401450476706309
Position 1271: 0.0036311173717385892
Position 1515: 0.0035174826732164858
Position 843: 0.0030846654729113493
Position 566: 0.0028261349833847336
Position 271: 0.0014819109170518183
Position 1412: 0.0010587702973818673
Position 1024: 0.0008412179374555011
Position 485: 0.0007354552177863563
Position 298: 0.0005480090080758109
Position 352: 0.0004938518965309865
Position 521: 0.00042054438260324744
Position 444: 0.0004010586915437207
Position 1147: 0.0003116758955686423
Position 1374: 0.00023852074300187803
Position 1283: 0.0002339829537127458
Position 447: 0.0002230788284667809
Position 1517: 0.00014326203778123724
Position 798: 0.0001425734710563093
Position 1032: 0.00013786600970005892
Position 1072: 0.00011472407591921205
Position 627: 9.041952895607752e-05
Position 972: 8.91184102148146e-05
Position 1308: 6.805480172809271e-05
Position 1434: 6.23556464221672e-05
Position 1039: 6.103002539677292e-05
Position 1547: 5.1220819139146223e-05
Position 674: 4.914846445970501e-05
Position 1289: 4.844603769661104e-05
Position 292: 3.772761353980574e-05
Position 495: 3.3303668270981605e-05
Position 1327: 3.0418598712234926e-05
Position 1162: 2.9576969386021412e-05
Position 112: 2.8307762838521038e-05
Position 1392: 2.2278380522820392e-05
Position 289: 2.0333834024939453e-05
Position 1336: 2.0104344065918246e-05
Position 451: 1.835089460058093e-05
Position 1702: 1.660644616809167e-05
Position 1716: 1.5618122897354025e-05
Position 912: 1.4953981249093483e-05
Position 908: 1.414163238879924e-05
Position 302: 9.438928395704852e-06
Position 1744: 8.6520782741607e-06
Position 1418: 7.945540604986335e-06
Position 1704: 7.876315912125912e-06
Position 1059: 7.008941262426277e-06
Position 471: 6.980302600473247e-06
Position 1121: 6.5731012853836756e-06
Position 1674: 6.2869140211893795e-06
Position 1296: 5.687249222188093e-06
Position 1389: 5.161464121704707e-06
Position 1395: 4.922011102937132e-06
Position 473: 3.9426299583879544e-06
Position 114: 3.4934162026968286e-06
Position 1469: 3.3136755652584665e-06
Position 367: 2.7315886622436617e-06
Position 383: 2.530442879924487e-06
Position 1342: 2.395285215921898e-06
Position 146: 2.2102168445791255e-06
Position 1382: 2.1900151180973345e-06
Position 372: 1.559832815763906e-06
Position 1624: 1.5191647827249733e-06
Position 918: 1.0941514202406694e-06
Position 1577: 9.163021732649472e-07
Position 1045: 6.657047453169935e-07
Position 81: 5.914059974188996e-07
Position 895: 5.902134220236213e-07
Position 217: 5.543619171795468e-07
Position 1453: 4.484971840485531e-07
Position 923: 2.4419289764656163e-07
Position 710: 2.0163161820279322e-07
Position 1048: 1.52262000650567e-07
Position 167: 1.2876449622803673e-07
Position 164: 7.462843924188933e-08
Position 187: 5.0578869135776616e-08
Position 155: 3.7543887822800164e-08
Position 158: 1.3474213391486977e-08
