Gene = AT4G24040
index = 899
Annotated 5SS: [ 915 1187 1394 1578 1774 1929 2183 2350 2529 2838]
Annotated 3SS: [1066 1277 1476 1663 1855 2020 2261 2428 2623 2936]
SMsplice 5SS: [ 915 1187 1394 1578 1774 1929 2183 2350 2529 2838]
SMsplice 3SS: [1066 1277 1476 1663 1855 2020 2261 2428 2623 2936]
top_k =  500
Partition function (log Z): 42.14273645783477

Sorted 5' Splice Sites (High to Low Probability):
Position 1774: 0.9991843938632381
Position 1394: 0.9970341494067796
Position 2350: 0.995620735400447
Position 1578: 0.9948161963634964
Position 915: 0.9912755683181325
Position 2529: 0.9907870798822959
Position 2838: 0.9882615573807622
Position 1929: 0.9844717437449856
Position 2183: 0.9760391385262446
Position 1187: 0.9552303485033063
Position 158: 0.02260752763977609
Position 2178: 0.02238094591197826
Position 2545: 0.006409131315582775
Position 1914: 0.005095974315102358
Position 2355: 0.004021263360014039
Position 2803: 0.003277165086281868
Position 1896: 0.0026419921898333102
Position 760: 0.002517120296932618
Position 1582: 0.002459300395172587
Position 866: 0.002327096619817323
Position 2551: 0.0021172068278220687
Position 1374: 0.0019208366822930532
Position 458: 0.0015711869679450878
Position 2812: 0.001510853152397542
Position 1572: 0.0014913000328583633
Position 416: 0.0014534590629983865
Position 2688: 0.001122190176527278
Position 1144: 0.000921512158939357
Position 1105: 0.000782823656628767
Position 2815: 0.0007695013516453861
Position 1902: 0.0007620533448195971
Position 1159: 0.0006356918325576124
Position 135: 0.0004941916507385481
Position 9: 0.00037704730286691025
Position 1589: 0.0003227221883393391
Position 907: 0.0003099362013080743
Position 919: 0.0002730815518101314
Position 2790: 0.00027030726069453406
Position 110: 0.000270168960576628
Position 180: 0.00020804789467587133
Position 853: 0.00020600536546749922
Position 925: 0.00018570245480701943
Position 2764: 0.0001851905800144812
Position 3041: 0.00018294014341241956
Position 460: 0.00017437331580920734
Position 805: 0.00017164355253443145
Position 3030: 0.00014835153250822557
Position 1380: 0.00011961532956972238
Position 548: 0.00011356080102934254
Position 883: 0.0001050809268863714
Position 1398: 9.115129848106161e-05
Position 630: 9.003795292632034e-05
Position 1406: 7.817026101850938e-05
Position 2309: 6.301688285269176e-05
Position 332: 6.097622431604279e-05
Position 1243: 4.1761767111697205e-05
Position 1203: 4.0282162395942625e-05
Position 98: 3.3738876900146634e-05
Position 3083: 3.301382020572361e-05
Position 1893: 3.0869681956400244e-05
Position 162: 3.000931961124317e-05
Position 2051: 2.904566851140914e-05
Position 24: 2.7656813345532398e-05
Position 2301: 2.6769849869373465e-05
Position 1544: 2.2459025262390886e-05
Position 2751: 2.1595851346191758e-05
Position 2175: 2.1564919086280144e-05
Position 954: 2.1065364421398168e-05
Position 1531: 2.075476938152944e-05
Position 1131: 2.0427725206715412e-05
Position 442: 1.4499791448092337e-05
Position 767: 1.3410163828394876e-05
Position 339: 1.2014971675911978e-05
Position 118: 1.0500097612233085e-05
Position 755: 1.0317498293076563e-05
Position 1967: 1.0146903762580677e-05
Position 2373: 8.537365094451693e-06
Position 591: 7.775412042924197e-06
Position 3122: 7.0536128391124735e-06
Position 539: 6.577747612779005e-06
Position 2190: 6.1504106698900555e-06
Position 1605: 5.631612962513225e-06
Position 1124: 5.379857280562712e-06
Position 424: 5.274943527977487e-06
Position 3130: 5.164838383398999e-06
Position 1521: 4.655806419081702e-06
Position 2686: 4.159139203383866e-06
Position 739: 3.914559042171597e-06
Position 2125: 3.370230302111821e-06
Position 1711: 3.3359080386058846e-06
Position 1414: 3.17900170904362e-06
Position 3165: 3.158920429556425e-06
Position 3147: 3.053815502463893e-06
Position 3095: 3.0187370309285496e-06
Position 1510: 2.959226532702939e-06
Position 1110: 1.8659183631938249e-06
Position 3115: 1.8593874945844926e-06
Position 685: 1.7576243855844004e-06
Position 1088: 1.7455452478028671e-06
Position 2951: 1.7400552887778599e-06
Position 793: 1.5899184674433934e-06
Position 2070: 1.5121159056491657e-06
Position 1342: 1.4373128962200276e-06
Position 1220: 1.433387547938876e-06
Position 58: 1.3438150348223905e-06
Position 2367: 1.3279710784563552e-06
Position 653: 1.1535083932795436e-06
Position 840: 1.104504641887374e-06
Position 1800: 1.0750018404730033e-06
Position 961: 1.0686213494226718e-06
Position 1802: 1.0419373771874455e-06
Position 1811: 1.0353308908469397e-06
Position 1986: 9.926224095107472e-07
Position 3068: 9.87357145587139e-07
Position 421: 9.487267675021381e-07
Position 3138: 8.56179689171546e-07
Position 1261: 8.355421010749756e-07
Position 387: 8.251658796507331e-07
Position 968: 8.039223879931255e-07
Position 613: 6.276442059972196e-07
Position 2113: 5.80103997121944e-07
Position 2003: 5.190946014132916e-07
Position 2961: 3.860082521107081e-07
Position 813: 3.8248416366561144e-07
Position 1805: 3.204984839534608e-07
Position 365: 3.089811591174945e-07
Position 2123: 2.692813341869721e-07
Position 2084: 2.59004933262222e-07
Position 2092: 2.2755205322293955e-07
Position 3180: 1.7119315833279422e-07
Position 1696: 1.2726015088303108e-07
Position 1491: 1.065850986656259e-07
Position 3098: 7.345958521593136e-08
Position 2079: 6.351484895620024e-08
Position 2449: 5.553571574228965e-08
Position 1684: 3.371259242080746e-08
Position 2388: 2.4530986744660144e-08
Position 1419: 2.3152344600717975e-08
Position 1488: 1.8546869493731106e-08
Position 1303: 1.46857722264751e-08
Position 1820: 1.3588253843931113e-08
Position 2398: 6.583021054481486e-09
Position 2248: 4.158810548701154e-09
Position 1633: 3.786138183616793e-09
Position 1321: 3.288597378582293e-09
Position 2440: 2.043395049646086e-09
Position 1081: 1.2204060213773976e-09
Position 2246: 9.804777358667613e-10
Position 634: 6.893344412954234e-10
Position 1433: 4.984003004232036e-10
Position 2452: 2.83181740691761e-10
Position 2425: 9.450213398684885e-11
Position 1027: 6.931251195955889e-11
Position 724: 6.167431483648964e-11
Position 2408: 4.2715842390261725e-11
Position 2885: 5.847028444420615e-12
Position 2664: 3.847727321265421e-12
Position 2897: 2.4301913230095915e-12
Position 2904: 2.4241186703193925e-12
Position 2876: 1.4246316036798324e-12
Position 1428: 1.2874819479377277e-15
Position 2254: 4.285750766760371e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1476: 0.9986509576486473
Position 2623: 0.998273496884469
Position 2261: 0.9976182388101682
Position 1855: 0.9965565017276555
Position 2936: 0.9953122202546756
Position 1663: 0.9849400464541908
Position 2428: 0.9749470730477213
Position 2020: 0.9583129389461745
Position 1066: 0.8695469156763215
Position 1277: 0.8059326013732283
Position 1330: 0.14502081293109303
Position 1027: 0.06403459824843004
Position 1015: 0.05171434725938313
Position 2050: 0.016897062538283953
Position 1682: 0.012558758980594225
Position 2445: 0.012376026175487923
Position 658: 0.011883751817992018
Position 2036: 0.009529528715197702
Position 403: 0.009069999511107757
Position 1295: 0.008020379505524259
Position 2449: 0.006908115282984653
Position 1989: 0.005961764662963648
Position 1068: 0.005694027000852346
Position 2458: 0.0048170780898441875
Position 2075: 0.004356803575993994
Position 548: 0.0026260399891495584
Position 327: 0.002184230287125996
Position 1336: 0.0021475524569139924
Position 1104: 0.0019180393954525722
Position 1670: 0.001345305080727733
Position 1488: 0.0010882179276625952
Position 2670: 0.0008139973597908485
