Gene = GeneID_100187570GR-A30
index = 10
Annotated 5SS: [  260 34126 38252 39014 46851 48907 51045 57670 65190 70289]
Annotated 3SS: [33984 38115 38909 46756 48810 50861 57573 65008 70155 71169]
SMsplice 5SS: [  260 34126 38252 39014 46851 48907 50072 51045 57670 65190 70289]
SMsplice 3SS: [33984 38115 38909 46756 48810 49764 50861 57573 65008 70155 71169]
top_k =  100
Partition function (log Z): -52.008795194303765

Sorted 5' Splice Sites (High to Low Probability):
Position 260: 0.9988747933673559
Position 500: 0.0023087341664942192
Position 858: 0.0013497158205325384
Position 77: 0.0002482198353909349
Position 448: 9.319337615171646e-05
Position 83: 3.156918083394405e-05
Position 264: 1.122544597542639e-05
Position 290: 9.163184963648976e-06
Position 646: 2.931728853372539e-06
Position 324: 1.54028092493347e-06
Position 308: 1.290376919748013e-06
Position 251: 1.134295198531696e-06
Position 533: 7.801022447422927e-07
Position 272: 1.8722003412215874e-07
Position 100: 9.313271920512673e-08
Position 51: 6.974703532907111e-08
Position 68: 2.210460211988502e-08
Position 25: 3.978510599551182e-10
Position 66: 2.21548387598347e-10
Position 305: 1.3061309655547373e-10
Position 38: 3.158180198714767e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16814: 0.9476763224143873
Position 8936: 0.015236938391003044
Position 10911: 0.012259841854904514
Position 5409: 0.005760495199058208
Position 747: 0.004978599686072054
Position 5600: 0.0035835158105715186
Position 7383: 0.0032933107873064126
Position 2408: 0.0013460288861182608
Position 6421: 0.0010326545721775241
Position 346: 0.000967853335018963
Position 398: 0.0008828650644155396
Position 6711: 0.0008661211714212295
Position 4239: 0.0008212197225897758
Position 2388: 0.0005973177920810783
Position 2459: 0.0005335837074257143
Position 4625: 0.0003581162478365418
Position 4517: 0.00024102762698186228
Position 1915: 0.0002287221286165524
Position 1078: 0.00022658109391633457
Position 2588: 0.00021616794024633518
Position 3164: 0.0001904326127735859
Position 2519: 0.00018896465851761605
Position 1553: 0.00018162406210113459
Position 1320: 0.00017863583634309812
Position 380: 0.0001678886625944592
Position 171: 0.00015159142462058253
Position 1269: 0.00014696299415412406
Position 3011: 0.00014521732774609996
Position 3253: 0.00010733375927765396
Position 1063: 0.00010422563675857122
Position 2444: 8.87161806834977e-05
Position 767: 4.4117147928937374e-05
Position 1410: 4.251448950254671e-05
Position 1381: 3.455155046825166e-05
Position 836: 2.848375127298877e-05
Position 783: 2.4968867973178675e-05
Position 424: 8.382816292927651e-07
Position 300: 1.237628393241021e-07
Position 471: 6.954854149777756e-08
Position 429: 6.59920787381061e-08
Position 181: 5.416787531341459e-08
