Gene = Emsy
index = 377
Annotated 5SS: [  306  2036  8975 10331 11613 15287 19519 26649 30314 35389 37481 41304
 43796 46113 54197 56108 59747 62028 63449]
Annotated 3SS: [ 1926  8874 10255 11570 15110 19258 26371 30058 35238 37309 41166 43621
 45913 54031 55951 59594 61466 62968 65894]
SMsplice 5SS: [  306  2036  8975  9284 10331 15287 19519 26649 30314 32214 35389 37481
 41304 43796 46113 54197 56108 57133 59747 61564 63449]
SMsplice 3SS: [ 1926  8874  9194 10255 15211 19258 26371 30058 32069 35238 37309 41166
 43621 45913 54072 55951 57027 59594 61466 63345 65894]
top_k =  100
Partition function (log Z): -12.66642082598787

Sorted 5' Splice Sites (High to Low Probability):
Position 26649: 0.9999999999999969
Position 30314: 0.9999999999999969
Position 8975: 0.9841164530311983
Position 41304: 0.9486086293162997
Position 35389: 0.9429964342393462
Position 37481: 0.9275252892989677
Position 306: 0.9179508325700548
Position 9284: 0.8676016627483123
Position 46113: 0.8324575474465983
Position 10331: 0.7708934523419186
Position 43796: 0.6700676056358789
Position 19519: 0.5790005231966598
Position 2036: 0.5647855311029556
Position 32214: 0.48149739909171824
Position 19390: 0.42099947680333627
Position 6119: 0.1864448258464616
Position 32205: 0.17690368947798873
Position 38400: 0.1424690474215055
Position 45716: 0.13225993583679285
Position 2146: 0.12409944463581236
Position 46490: 0.12144693040362263
Position 38439: 0.12123893373554741
Position 41308: 0.04524338933264692
Position 45601: 0.024527199261405605
Position 46500: 0.021136780004899942
Position 858: 0.01775113119899614
Position 196: 0.016711168255609633
Position 1830: 0.01572053134102801
Position 725: 0.01109797760234561
Position 35373: 0.009659664303575215
Position 37423: 0.008526710269143086
Position 24: 0.0071173599660886025
Position 35618: 0.006668590221179955
Position 356: 0.006458193812107851
Position 496: 0.00644242491935013
Position 37485: 0.0063998319454559235
Position 37420: 0.004576883511441766
Position 400: 0.004010634657479117
Position 479: 0.003131382063471524
Position 502: 0.002545383017539289
Position 717: 0.0023014793176139073
Position 37496: 0.0017032654689005926
Position 396: 0.0016487440701464324
Position 788: 0.0011235691223236307
Position 37466: 0.0010698271732828845
Position 1750: 0.0004298179946368902
Position 59: 1.5961583880678333e-05
Position 62: 1.2726583870761472e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8874: 0.9999999999999988
Position 30058: 0.9999999999999969
Position 19258: 0.9999999999999968
Position 26371: 0.9999999999999961
Position 41166: 0.9938520186489466
Position 45913: 0.9899651059319322
Position 35238: 0.9526560985429217
Position 37309: 0.94846842917782
Position 9194: 0.8517181157795118
Position 32069: 0.6584010885697067
Position 43621: 0.6173611419364465
Position 10255: 0.6124804076279017
Position 1926: 0.6080046559222462
Position 50530: 0.3011472307516053
Position 38243: 0.2645971117410972
Position 46346: 0.2260252965212802
Position 6006: 0.1864448258464616
Position 45423: 0.16243084916041792
Position 48821: 0.08966732188631467
Position 46611: 0.07665854719982527
Position 48579: 0.0763829564975026
Position 10072: 0.0544981071372704
Position 50498: 0.05413774089658818
Position 43525: 0.05270646369943173
Position 1804: 0.05110677021131775
Position 10023: 0.0472188493346514
Position 47830: 0.032021545078992804
Position 10226: 0.030070294569100847
Position 50513: 0.027588209665918417
Position 10266: 0.026625793672994127
Position 46249: 0.02603303225656107
Position 50004: 0.022020038179470045
Position 47542: 0.01632381257843843
Position 47229: 0.014706939230537189
Position 46373: 0.012328587112088441
Position 2063: 0.01169449626271429
Position 1953: 0.0094918030215568
Position 2000: 0.007925787410862242
Position 35520: 0.006668590221179955
Position 2082: 0.005281728763712637
Position 1754: 0.0048592501949424665
Position 1636: 0.004082797589919352
Position 37339: 0.0020334270450114277
Position 44233: 0.0015220878830402513
Position 41702: 0.0012799129831203308
Position 1854: 0.0002259309338120693
Position 1699: 0.0002169322460060575
Position 1655: 0.00020035449861339355
Position 138: 0.00014274127974097013
Position 772: 9.170951403890848e-05
Position 784: 1.7882040345117634e-05
