Gene = Mitd1
index = 679
Annotated 5SS: [  248  5193  7846  8709  9475 10848 11143]
Annotated 3SS: [ 5090  7708  8621  9358 10786 11043 15281]
SMsplice 5SS: [  248  5193  7846  9475 11170 14704 14875 15097]
SMsplice 3SS: [ 5090  7708  9358 11043 14582 14773 14952 15281]
top_k =  100
Partition function (log Z): 4.633277961250009

Sorted 5' Splice Sites (High to Low Probability):
Position 5193: 0.9999999999999993
Position 7846: 0.9967676913046158
Position 14704: 0.9938696219809898
Position 248: 0.8972189253226664
Position 14875: 0.8971279944898044
Position 9475: 0.7783309454809927
Position 11170: 0.4754123396026692
Position 11174: 0.446507436831632
Position 10848: 0.40642283100394394
Position 15097: 0.2792026471026352
Position 11439: 0.23070239358869898
Position 8673: 0.20114126037485938
Position 15018: 0.16279535736200532
Position 15196: 0.15772619650171027
Position 4914: 0.1252680186884157
Position 15084: 0.10239648314372665
Position 8709: 0.1003321495044815
Position 14988: 0.08129042939064275
Position 15007: 0.05825177746959083
Position 10277: 0.05479114795152667
Position 186: 0.05362791783684307
Position 8702: 0.047304900309985735
Position 3345: 0.04093341935273939
Position 2948: 0.03874785591439957
Position 5640: 0.03848644203329155
Position 5447: 0.034522098354995055
Position 8068: 0.032237960634166604
Position 202: 0.027417729122458802
Position 10411: 0.0268808485718807
Position 3033: 0.02056657508625045
Position 6002: 0.019068809606987876
Position 815: 0.018593918099926672
Position 3591: 0.018480013010072932
Position 5946: 0.01670680068140648
Position 148: 0.016672904994470848
Position 10909: 0.01501011545536409
Position 2194: 0.013174148994752694
Position 15377: 0.008201359020732463
Position 1034: 0.005191591197043551
Position 2130: 0.004247355733924968
Position 238: 0.0042284556473655335
Position 4010: 0.0036960430473336157
Position 2959: 0.00345425690734564
Position 15187: 0.0033381147844698676
Position 746: 0.0032655456206869492
Position 11143: 0.00222676833138452
Position 8487: 0.001095182638980572
Position 5805: 0.00027284656049198874
Position 51: 0.00018552888789492345
Position 5769: 0.0001632975415854125
Position 5841: 0.00016185036760013775
Position 47: 0.00012102136630488941
Position 75: 4.46860346388731e-05
Position 94: 3.608490859376857e-05
Position 27: 3.59861991748509e-05
Position 142: 2.7038651829314382e-05
Position 5421: 2.011988325547369e-05
Position 163: 8.04596432417796e-06
Position 373: 5.4634871327191545e-06
Position 105: 5.327978681011398e-06
Position 85: 2.2484164524081597e-06
Position 20: 7.912365122691676e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5090: 0.9983955028326181
Position 14582: 0.9938696219809902
Position 7708: 0.9748318178447837
Position 14952: 0.9423598698613732
Position 11043: 0.9241465447656861
Position 15281: 0.8812805611042661
Position 9358: 0.7783309454809927
Position 14773: 0.47432300703320146
Position 14794: 0.43495379390679384
Position 8530: 0.2661003744217535
Position 11290: 0.2307023935886989
Position 10786: 0.17797142168842092
Position 10604: 0.14368003489217954
Position 4893: 0.12676923480177435
Position 10644: 0.07788441666392544
Position 8621: 0.050054242714573746
Position 5355: 0.04249422444755161
Position 10156: 0.03919423998783128
Position 5928: 0.03577561028839435
Position 2795: 0.032506390697124396
Position 7930: 0.029716570755600847
Position 3250: 0.029431953032502896
Position 10318: 0.026036800075041458
Position 7694: 0.0219395816333369
Position 10698: 0.021897073214782174
Position 3344: 0.018480013010072932
Position 5446: 0.018349767599426622
Position 2048: 0.017421504728677664
Position 2830: 0.0174143134984488
Position 10124: 0.016440956460534648
Position 8459: 0.014598122430462122
Position 2731: 0.012847983712422479
Position 719: 0.01166797568053531
Position 3120: 0.011501466320236495
Position 8504: 0.010048343608463826
Position 15257: 0.009193040341681199
Position 15559: 0.008201359020732463
Position 674: 0.0041668334252981136
Position 5371: 0.00378654527278367
Position 8471: 0.003731207076902525
Position 3960: 0.0036960430473336157
Position 5486: 0.003611378937372029
Position 5456: 0.0035797669188657663
Position 237: 0.003280633116119485
Position 8346: 0.003167581122307779
Position 915: 0.0030243091384543033
Position 8025: 0.0025176817050608226
Position 8482: 0.0021736214538436425
Position 957: 0.002167282058589247
Position 5265: 0.0013124378638856306
Position 590: 0.0012941653702778129
Position 493: 0.0010873000708655942
Position 5717: 0.00030124406289481803
Position 4965: 0.0001032810540226444
Position 5679: 0.00010028770581766623
Position 5753: 4.021153811975523e-05
Position 5637: 2.6436820553761025e-05
Position 15287: 1.8727997268258925e-05
Position 5281: 1.4619954673438945e-05
Position 5255: 9.733619274866328e-06
