Gene = Zfp511
index = 1202
Annotated 5SS: [ 195  482 1010 1229 3034]
Annotated 3SS: [ 407  807 1103 2913 3830]
SMsplice 5SS: [ 195  482 1010 1229 3034]
SMsplice 3SS: [ 407  705 1103 2913 3830]
top_k =  100
Partition function (log Z): 2.371678420471011

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9920128620132188
Position 1229: 0.9739854057926316
Position 3034: 0.7597776252651889
Position 1010: 0.6603850872835324
Position 482: 0.6171231355361003
Position 2429: 0.2326367745285278
Position 3486: 0.19873637151018192
Position 3081: 0.1042773620120847
Position 723: 0.09086151250460703
Position 3054: 0.07932896289485764
Position 3527: 0.022308362413571668
Position 1170: 0.01425939806132734
Position 1233: 0.011755196146040871
Position 830: 0.005942954093568903
Position 591: 0.0055339460536032005
Position 1874: 0.005450597111215545
Position 669: 0.004368685090652261
Position 545: 0.003928823357861358
Position 2460: 0.0031690180609962714
Position 1014: 0.0028903642314154977
Position 2519: 0.002832277263275516
Position 162: 0.0015350947017695145
Position 579: 0.0004555314843478306
Position 456: 0.0003671961092826624
Position 328: 0.00028527692582020414
Position 199: 0.0002677365932826731
Position 220: 0.00023893240206873206
Position 39: 0.00022673779573046033
Position 458: 0.00013195064403955198
Position 258: 9.470096347461695e-05
Position 157: 4.5875401904214604e-05
Position 264: 2.6620258651745322e-05
Position 336: 1.4153745105386763e-05
Position 1030: 9.458817651685701e-06
Position 13: 8.372955245081852e-06
Position 664: 8.370780833151636e-06
Position 277: 7.85587144220998e-06
Position 44: 4.918424558432468e-06
Position 349: 3.963928894555448e-06
Position 36: 3.210076174184218e-06
Position 431: 2.2072539585389976e-06
Position 108: 2.123306690258633e-06
Position 417: 1.5734366119452367e-06
Position 292: 9.329413955720403e-07
Position 356: 5.469413172995426e-07
Position 373: 4.105316941443108e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2913: 0.9880069603828017
Position 1103: 0.9776596405168068
Position 3830: 0.6617165823040899
Position 407: 0.6388736497436927
Position 705: 0.3803955365976543
Position 2290: 0.23811950556221687
Position 3377: 0.14499315608376137
Position 3139: 0.1345834775149676
Position 807: 0.12405979078158752
Position 3450: 0.08475972822141045
Position 863: 0.07852137595494009
Position 3858: 0.06190445476275867
Position 829: 0.055270883147366556
Position 985: 0.0441181026745696
Position 3467: 0.04135214396691116
Position 3319: 0.026038672240216266
Position 440: 0.02200909146824753
Position 1123: 0.019472683863196342
Position 848: 0.014244494386342848
Position 866: 0.009098716059965706
Position 2918: 0.007428257085293712
Position 384: 0.007159563421351102
Position 656: 0.006282586348950039
Position 1729: 0.005213325371060899
Position 624: 0.004652529228871398
Position 3399: 0.004486479799112132
Position 2227: 0.0038818532893228437
Position 4039: 0.0025111294619010417
Position 306: 0.0023237646570730976
Position 3285: 0.002082859740755562
Position 1109: 0.0013998571284678362
Position 579: 0.0007897379633357775
Position 2871: 0.0007385336867371565
Position 2832: 0.00044657144708993885
Position 1669: 0.0002372717401546467
Position 352: 0.00021445267950389243
Position 346: 7.647123878088845e-05
Position 319: 5.6303245772478005e-05
Position 422: 5.005163692304721e-05
Position 373: 3.516400329284806e-05
Position 520: 2.6675709811729787e-05
Position 2769: 1.638839933700286e-05
