Gene = 2310046K23Rik
index = 35
Annotated 5SS: [38]
Annotated 3SS: [1367]
SMsplice 5SS: [38]
SMsplice 3SS: [1367]
top_k =  100
Partition function (log Z): -9.256093823776952

Sorted 5' Splice Sites (High to Low Probability):
Position 38: 0.9478228558771828
Position 107: 0.0322847098391521
Position 52: 0.011987186603979377
Position 281: 0.004618867785182907
Position 479: 0.004492866266963221
Position 1570: 0.0044818746272264915
Position 1098: 0.004282379774043757
Position 694: 0.003643073253393916
Position 1708: 0.0014089597207072738
Position 123: 3.7152629172878695e-06
Position 344: 2.673160514205762e-06
Position 81: 2.358211063180749e-06
Position 101: 9.372577942612822e-07
Position 86: 1.839960380353485e-07
Position 42: 6.135359805562458e-08
Position 120: 1.8047379571998356e-08
Position 23: 5.759141095742275e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1367: 0.573669962985862
Position 1048: 0.06461863323912097
Position 178: 0.04173737801252012
Position 782: 0.03578892455987739
Position 1560: 0.030420989314991344
Position 1518: 0.02358685626562009
Position 1497: 0.022326031016682152
Position 1536: 0.019667546090279656
Position 1479: 0.016222601603915074
Position 1557: 0.015037639653759972
Position 631: 0.013590340642382077
Position 1458: 0.012901034685359272
Position 1521: 0.01170492709052444
Position 1936: 0.011664224770354137
Position 1843: 0.01142154707036402
Position 1590: 0.010214891482795946
Position 1440: 0.010079167640083136
Position 1539: 0.008581504659956924
Position 1620: 0.008187904457180333
Position 197: 0.007254815663738975
Position 1443: 0.0072174839005397645
Position 1482: 0.006288167266863604
Position 266: 0.0049165652341771155
Position 1617: 0.00487075324470053
Position 1392: 0.004856020768828282
Position 1846: 0.00468947842219661
Position 493: 0.004561529324357029
Position 1771: 0.0032555518168719444
Position 1737: 0.0026352908399050945
Position 678: 0.0026313381955122613
Position 294: 0.0024959526828326854
Position 1712: 0.0024509001842514724
Position 1419: 0.0022068940316892485
Position 1313: 0.001979699867543556
Position 810: 0.0016562778643694417
Position 106: 0.0015335105472730447
Position 1422: 0.0013118295702460624
Position 478: 0.0013098296533897574
Position 1976: 0.001252035896802358
Position 1599: 0.0011533908812596475
Position 791: 0.0008318608883842373
Position 389: 0.0007582334144195072
Position 1869: 0.0007480662859880072
Position 370: 0.000745145108509982
