Gene = Sycn
index = 1050
Annotated 5SS: [420]
Annotated 3SS: [1188]
SMsplice 5SS: [212 420]
SMsplice 3SS: [ 312 1188]
top_k =  100
Partition function (log Z): -7.263678552478112

Sorted 5' Splice Sites (High to Low Probability):
Position 420: 0.6657610048746665
Position 212: 0.6569949651130047
Position 131: 0.2773338901166549
Position 308: 0.025736420018655455
Position 135: 0.002651770409555103
Position 723: 0.002284481753692021
Position 1014: 0.0010930599001122577
Position 877: 0.000986234227995867
Position 158: 0.000619046037685906
Position 117: 0.00015190742002204867
Position 195: 0.00012832383640409766
Position 97: 8.774455581009542e-05
Position 202: 3.7999837006328105e-05
Position 265: 5.3768392737425205e-06
Position 12: 2.1718227796531046e-06
Position 503: 1.8074690597984725e-06
Position 390: 1.4018606112044467e-06
Position 77: 2.646874786454512e-07
Position 64: 1.9440765123381961e-07
Position 36: 1.078282880412467e-07
Position 198: 1.0011177794088131e-07
Position 27: 6.042705960251352e-08
Position 193: 5.859330036555317e-08
Position 19: 4.514971853319978e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 312: 0.5973052664416426
Position 1188: 0.5603070791521734
Position 606: 0.15298975989924007
Position 268: 0.07176050987264117
Position 678: 0.04941685899438371
Position 979: 0.03361889157952338
Position 918: 0.0326285458074268
Position 948: 0.028784177485736508
Position 211: 0.01670205907932806
Position 772: 0.013079286038064564
Position 969: 0.012689466653122277
Position 639: 0.011997772797177618
Position 1123: 0.008955184624312005
Position 1222: 0.0074183013507490144
Position 1046: 0.003999107683023603
Position 1245: 0.003346896070286056
Position 361: 0.00303498167227481
Position 518: 0.0029672309107459365
Position 1291: 0.0029170460900423867
Position 559: 0.0028767388153460847
Position 276: 0.002591411651701376
Position 1090: 0.0020758602291145027
Position 321: 0.0020374336561105226
Position 815: 0.0016493813376884626
Position 614: 0.0013896249837620693
Position 1006: 0.0011162237045795114
Position 625: 0.001063037235803617
Position 1307: 0.0010297789029464586
Position 808: 0.0009551048443749936
Position 420: 0.0008694800353756554
Position 469: 0.000759443295000703
Position 330: 0.0006580619318300633
Position 1207: 0.0005446066108104103
Position 207: 0.0002264163007123328
Position 285: 5.969512789982335e-05
Position 363: 3.792509252136432e-05
Position 385: 1.4518922461663457e-05
Position 373: 3.0813301562220727e-06
Position 106: 2.1910881770550722e-06
