Gene = Nenf
index = 743
Annotated 5SS: [ 276 6735 8276]
Annotated 3SS: [ 6673  8171 11104]
SMsplice 5SS: [ 276 6735 8276]
SMsplice 3SS: [ 6673  8171 11104]
top_k =  100
Partition function (log Z): -6.003023397845357

Sorted 5' Splice Sites (High to Low Probability):
Position 6735: 0.9890157160295667
Position 276: 0.9805506946916194
Position 8276: 0.9153084589863871
Position 1649: 0.5176645775952285
Position 4791: 0.2983591654079979
Position 2860: 0.2774762847606591
Position 5301: 0.24984001989981428
Position 2059: 0.12719475886146162
Position 9757: 0.11634995569742154
Position 5272: 0.08667311512823235
Position 2685: 0.08115607173918807
Position 5001: 0.06470875867272499
Position 1416: 0.06316564056436011
Position 10846: 0.03660410116618787
Position 5257: 0.02707739986287214
Position 7061: 0.015616187595598033
Position 452: 0.013086247287473157
Position 2729: 0.004650451447979007
Position 2023: 0.004013694422417259
Position 2680: 0.003664551283261751
Position 228: 0.0036161112294049538
Position 2134: 0.002324581044173587
Position 2656: 0.0012716203379849395
Position 2823: 0.001137740666219845
Position 405: 0.000812350067207741
Position 446: 0.00044981377637970605
Position 622: 0.0003419746646844283
Position 665: 0.00023896133972989294
Position 503: 0.00023344199892018626
Position 409: 0.00022622420065298435
Position 150: 2.131628236864035e-05
Position 415: 2.100272758936058e-05
Position 344: 2.0120276160467253e-05
Position 946: 8.604518024302637e-06
Position 1098: 5.120402832871769e-06
Position 791: 4.896196218408954e-06
Position 319: 3.2426462316590134e-09
Position 357: 2.8327153205992046e-09
Position 700: 1.6939873292629508e-09
Position 304: 1.6644936595663399e-09
Position 399: 4.016499552198328e-10
Position 168: 2.6627472235635993e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6673: 0.9890157160295667
Position 8171: 0.9408075315449806
Position 11104: 0.697314181751487
Position 1341: 0.47470833007333296
Position 5083: 0.3635905348909185
Position 2572: 0.32157854211262643
Position 4585: 0.2994732997370471
Position 10980: 0.1156295902981525
Position 9580: 0.07785356634648716
Position 1468: 0.07429221254048533
Position 4890: 0.06501787372028635
Position 9661: 0.04649079104249758
Position 11068: 0.04604764822051885
Position 10776: 0.043595879774941976
Position 1904: 0.039882941002910094
Position 1910: 0.03787409852536538
Position 8730: 0.032946979828378006
Position 1907: 0.03189248111233385
Position 2794: 0.028729718810820322
Position 9605: 0.025738358599069176
Position 1571: 0.021111438218689396
Position 2761: 0.01930014895413139
Position 1901: 0.01893723310948769
Position 11151: 0.012978498270235391
Position 6833: 0.012659251749698208
Position 8700: 0.01237083706806029
Position 6919: 0.0054877726187097225
Position 10432: 0.005323014684815555
Position 10217: 0.004722345897426648
Position 1913: 0.004425620728025316
Position 1472: 0.0034921499743303173
Position 1533: 0.003468616746401496
Position 8809: 0.0020002506932996953
Position 1313: 0.0013412127345798536
Position 1601: 0.0010831311430999795
Position 1592: 0.0005989907249982388
Position 1898: 0.0005206598499301128
Position 1400: 0.0003226158695869706
Position 1421: 0.0001018143976087484
Position 762: 8.581761446635832e-05
Position 1221: 6.279634600624023e-05
Position 1357: 2.9875950953055427e-05
Position 730: 2.3696095683068764e-06
Position 905: 1.6559325828951505e-06
Position 987: 1.3460818716973301e-06
