Gene = Itln1
index = 596
Annotated 5SS: [  74  541 1929 3789 4261 4801 6174]
Annotated 3SS: [  476  1829  3540  4101  4679  6069 16900]
SMsplice 5SS: [ 141 1929 3789 4200 4801 6174]
SMsplice 3SS: [ 1829  3540  4101  4679  6069 16900]
top_k =  100
Partition function (log Z): 0.16041993571351787

Sorted 5' Splice Sites (High to Low Probability):
Position 4801: 0.9706473013645883
Position 6174: 0.9604057527637896
Position 1929: 0.945996725922259
Position 4200: 0.8298354581401012
Position 3789: 0.6149511197480909
Position 541: 0.4897584653503387
Position 141: 0.42571223010984793
Position 154: 0.19552840312083702
Position 74: 0.17293894155871048
Position 4261: 0.15831349800569536
Position 557: 0.11886060966322404
Position 3830: 0.09659670383331874
Position 3610: 0.09443587160891506
Position 10165: 0.08933876871187382
Position 3945: 0.08465416161040043
Position 1484: 0.07750052087207396
Position 1415: 0.05113924533791796
Position 100: 0.040910875021450695
Position 6937: 0.03247159455768907
Position 1467: 0.029812372766440283
Position 5243: 0.026871851412571656
Position 3669: 0.019348338675983342
Position 3419: 0.014130753008207153
Position 5416: 0.011169426814931823
Position 7865: 0.010262204386671157
Position 5948: 0.006642840232297859
Position 3775: 0.005827416960773388
Position 5578: 0.0054363234116208015
Position 3673: 0.005402771775055192
Position 4756: 0.00518074710496271
Position 5250: 0.0035912233357851243
Position 998: 0.0029289877853834216
Position 6439: 0.0028588853666852666
Position 106: 0.0023384222208419005
Position 6932: 0.002334587902440113
Position 4313: 0.0021769535493768666
Position 269: 0.001783440838849228
Position 19: 0.0016574994500931676
Position 4322: 0.001211298254546865
Position 4515: 0.0011027837378164854
Position 3232: 0.0006451046506629394
Position 61: 0.00050513935154051
Position 903: 0.00046003641763715385
Position 1038: 0.0002903987731997744
Position 114: 0.0002140911027244252
Position 112: 0.00019665243599508513
Position 1274: 0.00014075099672670338
Position 274: 0.00013533479342101433
Position 993: 0.00011576231645339265
Position 1124: 4.455437349385999e-05
Position 308: 3.4242822331559735e-05
Position 83: 2.7925470151887143e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 6069: 0.9924496775028954
Position 4679: 0.9598917328069869
Position 4101: 0.9595607677317632
Position 3540: 0.8477509530181117
Position 1829: 0.8390644190371791
Position 476: 0.4505691184020792
Position 7042: 0.26632394993437064
Position 9169: 0.18739447427241618
Position 1363: 0.1651486101549134
Position 13585: 0.1623820285569258
Position 10008: 0.10775008702161723
Position 15029: 0.10090159287045417
Position 11891: 0.08632944151158514
Position 1887: 0.047472077268048654
Position 6796: 0.04142245636518664
Position 1503: 0.032822585685129066
Position 4125: 0.03197644021795753
Position 3609: 0.03187025054315261
Position 11703: 0.031696780962677765
Position 11674: 0.031550524245678634
Position 10467: 0.03058590438232555
Position 6755: 0.021828872550900335
Position 3885: 0.02115473750031902
Position 1736: 0.019941172753421044
Position 5122: 0.01856487741438218
Position 7729: 0.01561139669186805
Position 3762: 0.015036731105103824
Position 3317: 0.014130753008207151
Position 8733: 0.009050249116055717
Position 4682: 0.008775298814586012
Position 5300: 0.0066751387730493265
Position 5809: 0.006642840232297859
Position 5448: 0.005436323411620796
Position 3936: 0.005403712045850058
Position 5111: 0.0049172809812808435
Position 5331: 0.004494288041882502
Position 4611: 0.004445595526748639
Position 5157: 0.004020999420660485
Position 7902: 0.003471742752004813
Position 865: 0.0032948536973989493
Position 5128: 0.002959916932033275
Position 6341: 0.0029133761374036636
Position 6609: 0.002750605643430285
Position 4615: 0.002692346364941408
Position 6287: 0.0025462029561307657
Position 4347: 0.0011027837378164854
Position 6284: 0.0007124302152209764
Position 3199: 0.0006451046506629386
Position 898: 0.00023603628018461958
Position 444: 0.00019959198666749144
Position 1128: 0.00014075099672670346
Position 396: 4.774871766210351e-05
Position 712: 4.0847833231472694e-05
Position 382: 3.0571129369010875e-05
Position 526: 2.309897742667636e-05
Position 4577: 2.3074956288097113e-05
Position 250: 3.972665432552314e-08
Position 205: 3.823301497495727e-08
Position 225: 2.9651772826835483e-08
Position 255: 1.5922570564976457e-08
Position 231: 1.2673308723013021e-08
Position 227: 9.745183167044639e-09
