Gene = 4930548H24Rik
index = 53
Annotated 5SS: [446]
Annotated 3SS: [1422]
SMsplice 5SS: [446]
SMsplice 3SS: [1422]
top_k =  100
Partition function (log Z): -7.561616488032448

Sorted 5' Splice Sites (High to Low Probability):
Position 446: 0.9136632402395644
Position 221: 0.24252459118434475
Position 1523: 0.0693949150217131
Position 1346: 0.03501171720498137
Position 450: 0.033368020783087336
Position 931: 0.031651049067212764
Position 159: 0.02101670067551633
Position 77: 0.01808782082174717
Position 104: 0.017399570531611494
Position 1686: 0.016973707311527954
Position 1780: 0.009126642483756563
Position 924: 0.007155725759403474
Position 1144: 0.006538461261766449
Position 6: 0.005934283394685357
Position 257: 0.005045933561216359
Position 626: 0.002516248796829264
Position 400: 0.0018539494386609324
Position 906: 0.0018293660882862553
Position 126: 0.001617903840986126
Position 108: 0.0010453976851893902
Position 25: 0.0004342986158540213
Position 111: 0.00037356590775349126
Position 261: 0.00033436323181953477
Position 1118: 0.0002519740707739691
Position 901: 0.00022126208205519636
Position 712: 3.491153459817845e-05
Position 494: 1.4380194293489549e-05
Position 480: 8.752310635205835e-06
Position 327: 1.9009047567935534e-06
Position 190: 1.4142187058710024e-08
Position 52: 2.3098026477293008e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1422: 0.6629460585037584
Position 816: 0.21680373199370617
Position 361: 0.10857510409423947
Position 295: 0.09384213300257728
Position 1226: 0.0726972565860693
Position 2338: 0.06813395366077687
Position 1888: 0.06345198649224762
Position 1258: 0.049271801929318806
Position 327: 0.04124687244386042
Position 1822: 0.02540740042591903
Position 365: 0.014083586866522857
Position 1383: 0.0073172129690426075
Position 332: 0.006074565585944513
Position 625: 0.004910553622294527
Position 1010: 0.003452352677150987
Position 1779: 0.001887366489616182
Position 1271: 0.0018787802140778603
Position 206: 0.0011023646613789837
Position 305: 0.00012633087617020894
Position 561: 3.467580933720667e-05
Position 379: 3.088767071464853e-05
Position 156: 2.303130274769879e-05
Position 400: 2.3009391354498287e-05
Position 971: 2.0327148685100904e-05
Position 392: 1.88298104732465e-05
Position 188: 1.5574992489574673e-05
Position 211: 1.5349152414847323e-05
Position 159: 1.3531528045139462e-05
Position 500: 1.3467607062111898e-05
Position 250: 1.2425341988863722e-05
Position 142: 1.4760663143062156e-07
