Gene = Ube2m
index = 1158
Annotated 5SS: [ 653 1708 1840 2062 2432]
Annotated 3SS: [1612 1800 1957 2367 2518]
SMsplice 5SS: [ 653 1708 2062 2432]
SMsplice 3SS: [1612 1800 2250 2518]
top_k =  100
Partition function (log Z): -2.651912686756508

Sorted 5' Splice Sites (High to Low Probability):
Position 1708: 0.9270933035952363
Position 2432: 0.7902734026205956
Position 2062: 0.782556787309188
Position 1840: 0.40961899085216874
Position 653: 0.3390666284972019
Position 98: 0.28609226546375166
Position 2106: 0.16264373058794512
Position 1861: 0.1476501925169036
Position 108: 0.13577892191514934
Position 2732: 0.10647850260982308
Position 1156: 0.09980687372143807
Position 679: 0.08890658196146269
Position 181: 0.0626803955687263
Position 2661: 0.03679355941033987
Position 1958: 0.02719493649108886
Position 719: 0.021122169205429336
Position 1883: 0.01970122284460512
Position 1690: 0.01716754070338608
Position 733: 0.015458144547619455
Position 2616: 0.01346171298511146
Position 1058: 0.011787064426113396
Position 443: 0.010433457204738712
Position 1714: 0.009864693337813393
Position 762: 0.006735081972593193
Position 450: 0.006134056334915811
Position 2737: 0.005618812323072544
Position 1368: 0.005242418565045511
Position 390: 0.004166907266881938
Position 340: 0.003985992347202463
Position 1697: 0.0025581081658557514
Position 1991: 0.0007486181120802241
Position 659: 9.403192677393613e-05
Position 728: 5.1419216827834005e-05
Position 1016: 4.5571220375353994e-05
Position 939: 4.039796229187223e-05
Position 1177: 2.711705160052453e-05
Position 911: 2.7084114569560646e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 1612: 0.9511678612508231
Position 1800: 0.9430103053448149
Position 2518: 0.9114396438126161
Position 1957: 0.42824981353160047
Position 2250: 0.4201928901535013
Position 2367: 0.31273813936193295
Position 2799: 0.1828261007752047
Position 1990: 0.13821338072593503
Position 2183: 0.0737689826834723
Position 570: 0.030736362225814738
Position 567: 0.0268532121145031
Position 2061: 0.02490384239252461
Position 542: 0.024646909719943075
Position 2335: 0.021419663044507525
Position 1953: 0.016266630635331743
Position 2521: 0.010336340579360366
Position 2273: 0.00758372686940848
Position 573: 0.006615164508792403
Position 1638: 0.004946769272915683
Position 1078: 0.00466681802830389
Position 1996: 0.004143239579506959
Position 2299: 0.003649879121445674
Position 979: 0.0027778887081772283
Position 1089: 0.0011114721998529912
Position 840: 0.0009019031628639833
Position 901: 0.0008706247252256573
Position 1652: 0.0008577711875049929
Position 1436: 0.0006904094572984386
Position 2092: 0.000521184461397113
Position 339: 0.000410572549743893
Position 1130: 0.0002194859519809958
Position 576: 0.00020809282860323618
Position 588: 0.00016161399101514678
