Gene = Ndufa3
index = 735
Annotated 5SS: [  35  319 2135]
Annotated 3SS: [ 243 2056 2627]
SMsplice 5SS: [ 127  319 2135]
SMsplice 3SS: [ 243 2056 2627]
top_k =  100
Partition function (log Z): -2.5030057906668435

Sorted 5' Splice Sites (High to Low Probability):
Position 2135: 0.9819502100461976
Position 319: 0.8991981419013465
Position 127: 0.4877858815881275
Position 35: 0.32682650577021605
Position 768: 0.18740604097490524
Position 967: 0.15419276934133397
Position 45: 0.07528690409842764
Position 1391: 0.029552777552282004
Position 599: 0.01939064128608429
Position 1905: 0.010964436634121912
Position 633: 0.005191724166911788
Position 67: 0.004772399765266006
Position 178: 0.0040088962677631524
Position 165: 0.0027096319538913926
Position 458: 0.0026951802006295296
Position 1342: 0.002135934309995394
Position 39: 0.0010030707872638377
Position 134: 0.0008026136010018197
Position 103: 0.0006328654159224348
Position 83: 0.00045230029102443756
Position 2091: 0.00040098770397469153
Position 95: 0.00011894581192257796
Position 156: 0.00011024944851274416
Position 109: 3.5734534920630015e-05
Position 70: 3.4086131811193645e-05
Position 198: 2.3822441252434754e-05
Position 7: 1.3001538287560997e-05
Position 191: 4.294003730618538e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2056: 0.9591786471775907
Position 243: 0.8108091670755238
Position 2627: 0.7098969136261913
Position 2579: 0.1753986617282765
Position 853: 0.13191447553289662
Position 653: 0.10249618203655508
Position 626: 0.0410249812350792
Position 2272: 0.03321762012489678
Position 487: 0.0320366014149062
Position 1987: 0.027416083818239192
Position 1215: 0.02588218696827097
Position 2440: 0.023849047951668673
Position 548: 0.018143125681147267
Position 2459: 0.014213044502181499
Position 901: 0.01420219013335554
Position 2555: 0.01225839972186518
Position 1785: 0.011426379967356619
Position 263: 0.010217818788701866
Position 2364: 0.008601773281716128
Position 1887: 0.006487790972833151
Position 1259: 0.0060418067864175355
Position 2677: 0.004518688802447027
Position 529: 0.0027374301689254443
Position 2268: 0.0023564972599425175
Position 677: 0.002281433253026032
Position 662: 0.0021588435974969713
Position 584: 0.0018796111682693147
Position 411: 0.001805185668462817
Position 2667: 0.0016158375209282514
Position 2479: 0.00088617545176243
Position 2316: 0.0007742426322821318
Position 2287: 0.000706896424786593
Position 598: 0.00026244702277981603
Position 568: 0.00024361093596117999
Position 491: 0.00018664702871528367
Position 140: 0.00012622703280276807
Position 533: 0.00012468053643949526
Position 725: 0.0001106046092529243
Position 556: 0.00010334208213371191
Position 218: 6.604741234960186e-05
Position 145: 3.7079617833283186e-05
Position 365: 1.5509376874485896e-06
Position 170: 1.1576981492092107e-06
Position 278: 1.076156473271819e-06
Position 109: 7.09732649414451e-07
Position 281: 6.244475945138357e-07
Position 210: 4.758163257160091e-07
Position 207: 1.973565474673129e-08
Position 175: 6.290321528472775e-09
