Gene = Eif2a
index = 365
Annotated 5SS: [  266  5336 11788 13826 15319 15896 19248 19552 19796 23144 26862 29831
 30818]
Annotated 3SS: [ 5265 11712 13706 15218 15812 19173 19406 19678 22571 26747 29713 30751
 31299]
SMsplice 5SS: [  266 11873 13826 15319 15896 19248 19552 19796 26862 29831 30818]
SMsplice 3SS: [11712 13706 15218 15812 19173 19406 19678 26747 29713 30751 31299]
top_k =  100
Partition function (log Z): -0.13273991112357786

Sorted 5' Splice Sites (High to Low Probability):
Position 19796: 1.0000000000000002
Position 29831: 0.9845641554830332
Position 15319: 0.9704440590737763
Position 19248: 0.9457201213727017
Position 26862: 0.9389602376271494
Position 266: 0.8923742103175666
Position 19552: 0.8756085232983756
Position 30818: 0.7692930124324977
Position 15896: 0.5896571438792249
Position 11873: 0.5345810178786601
Position 11788: 0.4654189821213399
Position 5336: 0.45073542278216394
Position 16150: 0.3969361750930491
Position 2824: 0.36177239019301854
Position 27320: 0.3606149248027712
Position 23144: 0.2877849287894791
Position 503: 0.22347967603217614
Position 29669: 0.22125697348429396
Position 5507: 0.09172557419228552
Position 22866: 0.059857082311028396
Position 31157: 0.024255980552511634
Position 18533: 0.016964443000937232
Position 302: 0.004929592356927895
Position 15557: 0.0032475214926126704
Position 30995: 0.002904777933421165
Position 3075: 0.002448816359377371
Position 30031: 0.001611239917692945
Position 182: 0.0009002698423061968
Position 406: 0.0006104554668051493
Position 214: 0.0002316419855831481
Position 83: 0.0001747050660395408
Position 171: 0.00011595636881103052
Position 354: 3.9449231854122017e-05
Position 104: 1.024931535578727e-05
Position 427: 2.0585626720549714e-06
Position 270: 1.3757984884739794e-06
Position 397: 9.23874149562881e-07
Position 358: 8.845945408401171e-07
Position 317: 8.568314720516864e-07
Position 246: 7.38862250144931e-07
Position 389: 6.928923806971327e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11712: 1.0
Position 19678: 1.0
Position 15218: 0.9704440590737761
Position 19173: 0.9457201213727018
Position 26747: 0.9389602376271493
Position 15812: 0.8927455019592955
Position 19406: 0.8756085232983756
Position 29713: 0.6453502803518041
Position 31299: 0.6151852910878508
Position 30751: 0.5890336550600539
Position 5265: 0.5424609969744495
Position 27216: 0.3616023935242558
Position 29752: 0.3369399641623921
Position 30647: 0.25616776144465714
Position 2706: 0.2491669888888104
Position 29523: 0.22473424940890796
Position 31028: 0.16324831620285724
Position 23002: 0.13661498153785342
Position 15977: 0.09384781701297851
Position 23027: 0.08071797516661415
Position 30626: 0.06326373515167778
Position 492: 0.054400351453598894
Position 22571: 0.04609997390890654
Position 29945: 0.045528011299020885
Position 31245: 0.03757714259139044
Position 397: 0.03653341459921092
Position 2735: 0.03527407411745367
Position 2453: 0.03197124097376093
Position 2652: 0.03191656903618806
Position 379: 0.03179452298547738
Position 22990: 0.029884053571149635
Position 22899: 0.025994577612465455
Position 18321: 0.016964443000937232
Position 22957: 0.014573340901396456
Position 22718: 0.013757108402121854
Position 2622: 0.01344351717680549
Position 30947: 0.012421513288393717
Position 30970: 0.008289374047991521
Position 31491: 0.0042668463663495014
Position 15397: 0.0032475214926126704
Position 2969: 0.002022753603181826
Position 30876: 0.0008925306186186484
Position 2857: 0.000426062756195545
Position 412: 0.00014544836109150555
