Gene = Retreg2
index = 897
Annotated 5SS: [ 343  690 1168 1654 1921 2318 2568 3030]
Annotated 3SS: [ 582 1136 1517 1835 2173 2472 2893 3643]
SMsplice 5SS: [ 343  690 1654 1921 2318 3030 3934]
SMsplice 3SS: [ 582 1517 1835 2173 2893 3643 4044]
top_k =  100
Partition function (log Z): 2.8342052959996753

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9468462862811875
Position 2318: 0.935073206995705
Position 3030: 0.9277285016261312
Position 690: 0.9268642510696713
Position 1921: 0.847726763927985
Position 343: 0.7580668307785767
Position 3934: 0.4945622671089184
Position 2568: 0.45115884491774677
Position 96: 0.25626128839801204
Position 1168: 0.1288988572827122
Position 1357: 0.048786027867067115
Position 4228: 0.03480277027077344
Position 1300: 0.028070531023186688
Position 1419: 0.027984793883052587
Position 159: 0.020534990654182926
Position 74: 0.019735314200375904
Position 3321: 0.019730052725716745
Position 459: 0.017406339212407636
Position 3668: 0.015149581832743128
Position 491: 0.014911061364209688
Position 2573: 0.009682369402912063
Position 2619: 0.008870225888227478
Position 3344: 0.006015789131438347
Position 3746: 0.005667674624900128
Position 3328: 0.0023720436608541664
Position 444: 0.002173674627855291
Position 792: 0.0010190847693051742
Position 311: 0.0009309837016784795
Position 885: 0.0006949798471431077
Position 406: 0.0006792965978714285
Position 90: 0.0005743082435586943
Position 284: 0.0005266428421046685
Position 257: 0.0004913337462640346
Position 716: 0.00037461987407046973
Position 111: 0.00013526272331689914
Position 583: 1.0726646468598724e-05
Position 206: 6.472565760707402e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2893: 0.9145593666404419
Position 1517: 0.9142951837558575
Position 2173: 0.8460943023774498
Position 1835: 0.8434791478161927
Position 582: 0.7563817506215629
Position 3643: 0.7511121043544046
Position 4044: 0.46394434453436373
Position 4746: 0.2611815225391212
Position 2416: 0.252688677841509
Position 2472: 0.21654558973195848
Position 1136: 0.18481612290212635
Position 624: 0.14024558047277558
Position 187: 0.10158941415344278
Position 3194: 0.032955688416621526
Position 2012: 0.02856595896227506
Position 4625: 0.028342977216596524
Position 2259: 0.02696801861873834
Position 2933: 0.025009676208858474
Position 2089: 0.019840250460460125
Position 991: 0.01568011353087869
Position 4784: 0.014182742967151711
Position 1315: 0.013003957374402462
Position 1605: 0.012202750253452313
Position 3278: 0.010321800197156618
Position 1495: 0.009377799061432896
Position 955: 0.008552974461140816
Position 1765: 0.006380691307848537
Position 274: 0.0059156658771166585
Position 2223: 0.0054879305153367865
Position 1521: 0.005389427165014119
Position 184: 0.005260264385610731
Position 2071: 0.004762290981161492
Position 3600: 0.003687309733786512
Position 1356: 0.003630856676733275
Position 1226: 0.003062397645779679
Position 253: 0.0028440628285208865
Position 1167: 0.0024635278714393504
Position 1392: 0.002264107968816529
Position 689: 0.0021706066302904213
Position 1092: 0.0016964036618415666
Position 475: 0.0015861849240366736
Position 1258: 0.0014473953907100199
Position 197: 0.001394469765506304
Position 218: 0.001387326011964118
Position 2110: 0.0011778211794346149
Position 836: 0.0010869494856294635
Position 999: 0.0010231216978011375
Position 295: 0.0009338644698285834
Position 181: 0.0008334602422944707
Position 2502: 0.0006239600415703019
Position 2474: 0.0005843607668219942
Position 206: 0.0005819638243984813
Position 202: 0.00042403249561199916
Position 458: 8.908753115298906e-05
Position 554: 8.765172795948205e-05
Position 163: 8.279967926051835e-05
Position 483: 6.691975487263363e-05
Position 1988: 4.355870479284812e-05
Position 423: 3.075426752062369e-05
Position 306: 3.066368514126684e-05
Position 784: 2.6879023362499304e-05
Position 968: 1.1425968765358898e-05
Position 292: 1.0215646804453792e-05
