Gene = Wfs1
index = 1191
Annotated 5SS: [  340  7148 12322 13735 15472 16020 17648]
Annotated 3SS: [ 6907 12238 13589 15300 15938 17495 20526]
SMsplice 5SS: [  340  7148 12322 13735 15472 15686 16020 17648]
SMsplice 3SS: [ 6907 12238 13589 15300 15612 15938 17581 20526]
top_k =  100
Partition function (log Z): 10.446217602609234

Sorted 5' Splice Sites (High to Low Probability):
Position 7148: 0.9999999999999994
Position 17648: 0.9999999999999994
Position 340: 0.999997920262575
Position 13735: 0.9916756925289953
Position 12322: 0.9734594053991207
Position 16020: 0.967366829719038
Position 15472: 0.8482211098957145
Position 15686: 0.6512613906272469
Position 1741: 0.642320079345759
Position 1441: 0.6291930965052862
Position 16292: 0.5530022421990942
Position 15174: 0.3079554045596117
Position 3408: 0.25291623972737803
Position 18003: 0.24912795343433736
Position 14950: 0.20684286023297993
Position 8489: 0.19014226942916748
Position 3719: 0.17743924744420472
Position 12696: 0.16047527499366632
Position 18147: 0.0907778376323538
Position 15459: 0.08592717138696955
Position 19683: 0.060268593077041965
Position 6604: 0.052486254393059234
Position 15423: 0.0429613321550478
Position 19520: 0.04072493463831749
Position 19394: 0.02372996494534949
Position 15725: 0.022763349366053395
Position 16573: 0.01578483280898962
Position 13356: 0.015318144547684747
Position 14064: 0.012759608881954227
Position 15530: 0.011326455579610175
Position 16024: 0.010547832233422556
Position 14029: 0.0104542225199846
Position 815: 0.007346870085687115
Position 13981: 0.007338207645048335
Position 571: 0.00172681688652493
Position 127: 9.523532792470021e-07
Position 163: 6.562445646351203e-07
Position 107: 2.5138537666482704e-07
Position 357: 1.26713919250936e-07
Position 84: 3.2687378447703044e-08
Position 244: 2.494394246394495e-08
Position 354: 1.581508717640713e-08
Position 344: 1.1780171865872644e-08
Position 292: 4.728856293143002e-09
Position 173: 3.084848384362729e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6907: 0.9999999999999992
Position 15938: 0.9900446561947075
Position 15300: 0.9884420359760959
Position 12238: 0.9734594053991213
Position 13589: 0.9701177262828908
Position 17581: 0.7633399888639228
Position 20526: 0.6780250632857951
Position 15612: 0.6517583719476854
Position 1563: 0.47493533065221694
Position 15050: 0.30795540455961157
Position 1245: 0.29314688666986294
Position 16207: 0.24524242504501853
Position 17495: 0.23212263520051835
Position 19347: 0.2128577364474918
Position 8390: 0.19014226942916748
Position 22621: 0.1883383081620403
Position 1350: 0.16469233982393494
Position 16161: 0.15920801578569657
Position 1319: 0.15780012901982776
Position 17893: 0.1557313529261713
Position 3240: 0.1468243340888208
Position 3612: 0.13419385907279524
Position 14752: 0.1264322608605624
Position 3282: 0.1060919056385573
Position 12555: 0.09344557481903668
Position 17936: 0.09321489484198422
Position 1518: 0.07809523179795985
Position 17991: 0.07785549297326465
Position 14879: 0.06099026336512532
Position 1611: 0.05731863065579741
Position 12469: 0.056877534518845564
Position 6473: 0.052486254393059276
Position 16145: 0.04830457951805299
Position 3631: 0.04324538837140942
Position 16116: 0.038775585068293636
Position 19572: 0.03380750696348231
Position 13967: 0.026061367675800834
Position 16184: 0.02296449273343803
Position 15657: 0.02228064098467618
Position 13626: 0.02155796624610476
Position 1634: 0.020780630247038995
Position 14809: 0.019420336007292226
Position 16380: 0.01578483280898962
Position 13191: 0.015318144547684747
Position 16099: 0.014586011295270963
Position 12594: 0.010152165655784025
Position 16249: 0.01014912650675342
Position 17954: 0.009160119579293614
Position 18926: 0.008608184051029755
Position 1614: 0.0076280613092281
Position 1292: 0.005990695419849149
Position 17744: 0.005009169973976061
Position 17355: 0.004537375935558501
Position 13852: 0.004490671371186326
Position 444: 0.003668897241405967
Position 1672: 0.003179054243642285
Position 717: 0.002328695280129297
Position 19682: 0.0020214545228702495
Position 15772: 0.0016217721065072443
Position 1285: 0.0015538368491206432
Position 1250: 0.0014319253362239175
Position 1141: 0.001292925763923547
Position 1391: 0.001148000324717178
Position 1253: 0.0009816791724344175
Position 587: 0.0009258319144562875
Position 806: 0.0008228561891957726
Position 1104: 0.000725999386555619
Position 675: 0.0005646277342741791
Position 1190: 0.00042867873883588125
Position 1460: 0.0003831404398757326
Position 464: 0.0003546045200249923
Position 647: 0.00031173759899509417
Position 690: 9.643649373045421e-05
