Gene = 1110004F10Rik
index = 2
Annotated 5SS: [  225  6223  8704 10020]
Annotated 3SS: [ 6138  8642  9909 10910]
SMsplice 5SS: [  87 6223 8704]
SMsplice 3SS: [ 6138  8642 10890]
top_k =  100
Partition function (log Z): -8.228476345642278

Sorted 5' Splice Sites (High to Low Probability):
Position 8704: 0.9738757229506634
Position 87: 0.7461164504156386
Position 11168: 0.43617960637514774
Position 6223: 0.4079936930374833
Position 10020: 0.1916850221329581
Position 925: 0.13777260578427447
Position 483: 0.13705498263992086
Position 623: 0.13335668541845433
Position 268: 0.04799818420119552
Position 10999: 0.03070122619122997
Position 225: 0.02792237800909541
Position 9986: 0.0218138823487874
Position 11123: 0.020751006159562737
Position 9475: 0.01593589608167844
Position 125: 0.009289985596416866
Position 11114: 0.008412392106251892
Position 718: 0.008084865499163551
Position 10933: 0.005554087946342011
Position 195: 0.0050637976219960155
Position 29: 0.005053809539404146
Position 202: 0.004626341348134256
Position 11740: 0.0029187496313921755
Position 74: 0.0015209818970863531
Position 179: 0.0008981914650788917
Position 245: 0.0008573322606831325
Position 144: 0.00039992221272908954
Position 23: 0.00018975662297931813
Position 166: 0.00017817669807493604
Position 256: 0.00011003655424122361
Position 102: 6.424908521349612e-05
Position 2769: 4.686316199343727e-05
Position 53: 4.112469501271897e-05
Position 282: 3.1363394657967105e-05
Position 100: 3.0130654852399887e-05
Position 14: 2.435409207667259e-05
Position 129: 1.928085413910852e-05
Position 127: 1.5422286287992457e-05
Position 61: 1.0895237409545963e-05
Position 107: 6.296348464455798e-06
Position 394: 4.694112390503172e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8642: 0.9738757229506627
Position 10890: 0.6250499059852759
Position 11421: 0.474683849216268
Position 6138: 0.4079936930374833
Position 10910: 0.33625398613206087
Position 9909: 0.21349890448174547
Position 347: 0.12976190922671882
Position 788: 0.1110988783902995
Position 11879: 0.03253698026208267
Position 9262: 0.019730803775297616
Position 832: 0.016129827587325594
Position 11304: 0.014468682292617299
Position 11457: 0.014344723337362492
Position 615: 0.006234796222294826
Position 660: 0.0036237356348975363
Position 11843: 0.002744092611725494
Position 9098: 0.00040834387070850316
Position 4460: 5.303168701357529e-05
Position 509: 4.8945113866890404e-05
Position 2667: 4.6863161993437126e-05
Position 1772: 1.8013365333606796e-05
Position 596: 6.490725133511097e-08
