Gene = Fkrp
index = 411
Annotated 5SS: [  33 1669]
Annotated 3SS: [1605 4755]
SMsplice 5SS: [  33 1669]
SMsplice 3SS: [1605 4755]
top_k =  100
Partition function (log Z): -10.991034914082226

Sorted 5' Splice Sites (High to Low Probability):
Position 1669: 0.8628778676367618
Position 33: 0.4959360329362586
Position 921: 0.29516334069803474
Position 561: 0.15137733512168988
Position 6870: 0.15024182553523183
Position 5625: 0.0626144125011674
Position 2516: 0.047523706119938454
Position 1090: 0.016836943115135637
Position 999: 0.014596319938345575
Position 2331: 0.013571976493848835
Position 1472: 0.009893440588688896
Position 3269: 0.009776279594397762
Position 1703: 0.006926043426107977
Position 467: 0.005945205712990056
Position 170: 0.005934915864659121
Position 4295: 0.005322712447108653
Position 210: 0.0048416170286424325
Position 1295: 0.004601935228101137
Position 4051: 0.004106067474054151
Position 2356: 0.0038283655555032435
Position 577: 8.948520493854209e-05
Position 558: 8.707193627565827e-05
Position 610: 5.5795600596041396e-05
Position 299: 5.2689303522160195e-05
Position 148: 3.508670968740913e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 1605: 0.6264496129503148
Position 4755: 0.4841545250480857
Position 7070: 0.30738864714201664
Position 1608: 0.23420143509283703
Position 6730: 0.20521066385716902
Position 5471: 0.06793678359563535
Position 2209: 0.026271189084453753
Position 2284: 0.02527979522148941
Position 2397: 0.024975598950705762
Position 6773: 0.022546436664342938
Position 3868: 0.019959785660456798
Position 7031: 0.01991663459153089
Position 3163: 0.017687030784860863
Position 7288: 0.01419340025883668
Position 749: 0.012836529800004055
Position 2011: 0.0126872564531798
Position 2907: 0.012139874881743569
Position 2266: 0.008069173011767954
Position 4157: 0.005322712447108634
Position 5111: 0.0031502892244689544
Position 5015: 0.0022594468167462987
Position 4854: 0.0020677373728604717
Position 4033: 0.0019208137888522107
Position 2400: 0.001646294834633409
Position 1066: 0.0015549188495027771
Position 3028: 0.001431211242124849
Position 2378: 0.001242502212732603
Position 862: 0.0011895694360377414
Position 701: 0.0011113842076622541
Position 125: 0.001037650198502018
Position 3343: 0.0009321478461624594
Position 991: 0.0008779333448352912
Position 905: 0.0007132001184534375
Position 2097: 0.0006754444408089435
Position 964: 0.0005409390205565143
Position 1729: 0.0004639677085896641
Position 658: 0.00042886618687333795
Position 1191: 0.00039177877368134194
Position 779: 0.00035858602196036586
Position 1652: 0.00029147092194931534
Position 103: 0.000277014804204778
Position 1152: 0.00021521548524700704
Position 613: 0.00011786584411446939
Position 1209: 0.00011313757358688019
