Gene = A630076J17Rik
index = 78
Annotated 5SS: [ 141 2067]
Annotated 3SS: [1995 2963]
SMsplice 5SS: [ 141 2067 2429]
SMsplice 3SS: [1995 2352 2963]
top_k =  100
Partition function (log Z): -3.9120696312904446

Sorted 5' Splice Sites (High to Low Probability):
Position 141: 0.9848766707910728
Position 2429: 0.8598413008892528
Position 2067: 0.8480553989076107
Position 2174: 0.040935522863677826
Position 634: 0.030990188668955296
Position 1433: 0.022120964145989692
Position 742: 0.020502782803629178
Position 115: 0.01240478651505581
Position 1724: 0.008232088113518304
Position 2098: 0.007943048330429695
Position 1862: 0.007515488342520865
Position 890: 0.006969441763962344
Position 748: 0.006838060386991332
Position 1910: 0.004741001568463668
Position 1145: 0.003419372150954348
Position 1866: 0.0027930696521684443
Position 312: 0.002484710862922351
Position 363: 0.0023265265257311845
Position 397: 1.0623792369496437e-05
Position 414: 6.623713289889678e-06
Position 145: 1.0625227068784716e-06
Position 37: 6.969416985389344e-07
Position 149: 3.3191711421077145e-08
Position 46: 1.61105578327043e-08
Position 77: 5.096951616450841e-09
Position 177: 1.5188236151336863e-09
Position 15: 5.557648421724695e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2352: 0.8632165963165248
Position 1995: 0.8183066560790917
Position 2963: 0.4838828854151394
Position 3355: 0.1374253965156267
Position 2866: 0.12042397349054108
Position 624: 0.052681767380625216
Position 2321: 0.04822035434296818
Position 1950: 0.04355316930191147
Position 3971: 0.03295698897764232
Position 3358: 0.025000953985742733
Position 1927: 0.020974303862155166
Position 3052: 0.020687924420369635
Position 1752: 0.017104265891270294
Position 2358: 0.013599174478857508
Position 1339: 0.011744363711472932
Position 1969: 0.011616875424341368
Position 4049: 0.011389981211144764
Position 1311: 0.010765746741431296
Position 2884: 0.01055087547310532
Position 2289: 0.009093295365312296
Position 549: 0.008982711666372987
Position 3834: 0.008514097330580417
Position 3244: 0.007106395990122357
Position 3695: 0.006744884195891712
Position 2914: 0.0064918865023803115
Position 1665: 0.006104643095784148
Position 1463: 0.004642908449363115
Position 246: 0.00459071917812539
Position 3450: 0.004348849872228227
Position 3791: 0.003958124837034271
Position 3670: 0.003816075304423611
Position 3743: 0.0035956872276694074
Position 1509: 0.003573753649278746
Position 2679: 0.0035054802153745386
Position 3272: 0.0028962007455601247
Position 2776: 0.002099320741745342
Position 2066: 0.0020509106666516215
Position 2480: 0.0019123761118512875
Position 2384: 0.0018432510081949447
Position 2993: 0.0017296058965801267
Position 3473: 0.0015976786701510782
Position 2966: 0.0015871644825576866
Position 2572: 0.0015519793360424241
Position 3225: 0.0014759764908073702
Position 2612: 0.00147538217662014
Position 2803: 0.0013741775553827006
Position 1640: 0.0013025307486087753
Position 3100: 0.0012868139299910134
Position 1030: 0.0012608008313597094
Position 1016: 0.0011965725812644202
Position 2662: 0.001147688563297549
Position 694: 0.0010729455019185955
Position 889: 0.000961998738330219
Position 783: 0.0008210026877812484
Position 525: 0.0007514212670861802
Position 1794: 0.000650966611222454
Position 1720: 0.000636150612691305
Position 767: 0.0005699811811421549
Position 1774: 0.0005597570565446222
Position 2173: 2.5066633494233027e-05
