Gene = Myocos
index = 728
Annotated 5SS: [ 174 1184 3762]
Annotated 3SS: [ 1050  3621 10682]
SMsplice 5SS: [ 174 1184 1401 1719]
SMsplice 3SS: [1050 1308 1563 3621]
top_k =  100
Partition function (log Z): -6.189384870429093

Sorted 5' Splice Sites (High to Low Probability):
Position 174: 0.9399841911638248
Position 1719: 0.8385672478228454
Position 1184: 0.7488327258001988
Position 1401: 0.6097777306988447
Position 1215: 0.2304315420370283
Position 1430: 0.1675248399060284
Position 502: 0.11922439165398027
Position 1388: 0.10473168132187992
Position 3678: 0.04733016550657351
Position 3766: 0.04430449870424684
Position 559: 0.030970439702457782
Position 1769: 0.028214041494330017
Position 936: 0.024656121310407245
Position 3654: 0.024054147312825694
Position 1394: 0.016900751986240598
Position 92: 0.013846970287583811
Position 3189: 0.008995967487570894
Position 352: 0.00861922269715161
Position 444: 0.004997462154541038
Position 1162: 0.004427235707256084
Position 107: 0.004364645022844629
Position 1051: 0.0036861857217062536
Position 551: 0.002855063543226212
Position 751: 0.0014371872529775663
Position 88: 0.000775051747577489
Position 1723: 0.0005551244461829461
Position 2273: 0.00013075417096664702
Position 22: 3.354715035271529e-05
Position 39: 2.5002974045633083e-05
Position 209: 1.966425172265176e-05
Position 230: 1.5219365402036856e-05
Position 43: 6.135563405387796e-06
Position 83: 3.915385105778878e-06
Position 381: 3.710225862229207e-06
Position 133: 1.170859377010051e-06
Position 189: 6.387871082863543e-07
Position 50: 3.571553385392713e-07
Position 58: 2.6395546542467003e-07
Position 135: 8.483418029381436e-08
Position 244: 7.179731317557404e-08
Position 178: 4.4546105125896913e-08
Position 185: 3.4953223187108443e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1050: 0.929274635733316
Position 1308: 0.901239205687863
Position 3621: 0.7826139386684168
Position 1563: 0.6432939761149389
Position 1602: 0.1377703989289677
Position 3886: 0.08521131267995659
Position 320: 0.0787293133535753
Position 5114: 0.05741846555643189
Position 9169: 0.05735410083158746
Position 1624: 0.0440783918526821
Position 963: 0.036729979283887396
Position 4550: 0.03545595342072509
Position 3743: 0.024840417146095497
Position 935: 0.017462203460812148
Position 6690: 0.01612273623814179
Position 836: 0.015340480249347043
Position 1888: 0.014240981534528102
Position 371: 0.013817527396814144
Position 5053: 0.012739349858940778
Position 1641: 0.01272922688969388
Position 5731: 0.012448998599198976
Position 1610: 0.012281096166104804
Position 432: 0.010099148027787977
Position 4991: 0.009357378716246346
Position 3117: 0.008995967487570894
Position 667: 0.00874793958476679
Position 1667: 0.008513802003678147
Position 448: 0.007265114621060392
Position 482: 0.006508274111289425
Position 198: 0.006287974075358854
Position 1056: 0.005136444530373886
Position 3623: 0.004215936047184424
Position 1678: 0.0036246246881556058
Position 2133: 0.002464543963805282
Position 814: 0.0022715916418397193
Position 869: 0.0021609368136200767
Position 396: 0.0013790866147606734
Position 268: 0.0010383720661287202
Position 271: 0.0006221050081791875
Position 1358: 0.00042287350936428934
Position 325: 3.845022378239023e-07
Position 1722: 6.079986819867583e-08
