Gene = Cnst
index = 278
Annotated 5SS: [  247 33399 46497 55363 58236 58698 59900 60164 64297 76533]
Annotated 3SS: [32967 46314 55331 58148 58582 59877 60066 63415 76396 78628]
SMsplice 5SS: [  247 33399 41784 46497 58236 60164 76533]
SMsplice 3SS: [33128 41643 46314 58135 60066 76396 78628]
top_k =  100
Partition function (log Z): -43.43750885957771

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.8932960560784823
Position 1166: 0.3546735984082716
Position 1981: 0.09778542734128715
Position 1415: 0.04098861785936744
Position 411: 0.037727919210207926
Position 2758: 0.01976104145808808
Position 1974: 0.011973979044106072
Position 537: 0.01058787972131159
Position 3959: 0.00925456974269951
Position 59: 0.00877795188393323
Position 2142: 0.008775207676459399
Position 1989: 0.002609257469306185
Position 218: 0.0001304260294819239
Position 2097: 3.7467584988088046e-05
Position 1170: 2.871628029479616e-05
Position 488: 2.3301305424456274e-05
Position 115: 3.4042296372974002e-06
Position 155: 2.3412686603750647e-06
Position 179: 2.279552376368404e-06
Position 80: 7.375074532551244e-07
Position 37: 6.963151823726291e-07
Position 167: 1.6799965370654264e-07
Position 3: 6.884105316590877e-08
Position 356: 6.36898496658439e-08
Position 117: 4.1813754947498546e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2625: 0.6104099224842273
Position 1023: 0.21423166259237375
Position 1891: 0.17393777345750755
Position 1275: 0.13016993850244138
Position 5776: 0.11742742552423664
Position 952: 0.05144502562752001
Position 2320: 0.03468553466455704
Position 3834: 0.024852433096660034
Position 352: 0.013189176911284649
Position 579: 0.012092105864490992
Position 869: 0.012013659965091777
Position 5996: 0.011893502581255756
Position 1591: 0.008847667730184812
Position 3414: 0.008375090847866654
Position 5125: 0.008064896772572466
Position 2514: 0.006971263903224898
Position 1124: 0.005433682556402047
Position 4498: 0.005383723333443262
Position 1091: 0.005025336893404814
Position 1310: 0.004513162832149229
Position 2045: 0.004476327125446103
Position 3365: 0.004429473827116061
Position 982: 0.004294158788134728
Position 3070: 0.004231210345673083
Position 805: 0.003430073896566981
Position 4019: 0.0031904891745561195
Position 785: 0.002426566452671932
Position 598: 0.0017927854046062154
Position 1683: 0.0017241361223724436
Position 926: 0.0017217693035858584
Position 1069: 0.001671725423057511
Position 893: 0.001340353316996883
Position 741: 0.0012989798995500224
Position 1109: 0.000544741039902798
Position 895: 0.0004635312324763705
Position 844: 0.0002802160892538541
Position 475: 4.58985432006066e-05
Position 820: 4.2541613745405767e-05
Position 878: 3.279997802760847e-05
Position 130: 2.721797455659147e-05
Position 163: 6.527729062420526e-06
Position 148: 2.893214168033914e-06
Position 183: 2.199326612072215e-06
Position 246: 1.6163490995065992e-06
