Gene = Pag1
index = 789
Annotated 5SS: [   469  46418  81267 127597 128976 131722 134455 137561]
Annotated 3SS: [ 46358  81192 127389 128923 131624 133867 137500 139549]
SMsplice 5SS: [   469  11124  23661  31257  35058  46418  70733  81267  96861 103620
 127597 128976 131722]
SMsplice 3SS: [ 11002  23553  31160  34955  46358  70646  81192  96747 103548 127389
 128923 131624 143289]
top_k =  100
Partition function (log Z): -71.32569721785711

Sorted 5' Splice Sites (High to Low Probability):
Position 469: 0.9834801230926228
Position 11124: 0.09315973940238476
Position 3361: 0.04163506215280852
Position 4086: 0.02135458896503528
Position 699: 0.015429997956793121
Position 4714: 0.011549832474825009
Position 517: 0.01033494797986454
Position 4801: 0.01020252765688784
Position 2211: 0.009786690787502066
Position 302: 0.008672665605627329
Position 135: 0.004130036793509203
Position 105: 0.0028022846810058255
Position 2388: 0.0004465559701554182
Position 2277: 0.00042185008778230186
Position 163: 0.00032127102816365195
Position 74: 0.00013959640975887724
Position 274: 0.0001393464940479342
Position 110: 0.0001178247925413187
Position 176: 6.477653252859902e-05
Position 86: 3.569949065238388e-05
Position 181: 2.6388654121100623e-05
Position 179: 8.28850709742742e-06
Position 267: 6.63449556724221e-06
Position 492: 1.3664103576795004e-06
Position 419: 7.566603893241728e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11100: 0.2372365306240552
Position 3937: 0.15502593583510724
Position 3562: 0.11477254583295565
Position 11570: 0.09315973940238476
Position 541: 0.08662737606577187
Position 4602: 0.08314509678148839
Position 5505: 0.0740886270927711
Position 3309: 0.06937740741698376
Position 2947: 0.0482108244335394
Position 564: 0.026168586710486202
Position 3940: 0.022580277796680127
Position 7826: 0.02146685754841674
Position 2874: 0.01616595366275539
Position 4667: 0.012761652100503073
Position 5690: 0.010704493576228699
Position 2096: 0.010269075076271198
Position 1289: 0.009389575939550416
Position 5838: 0.008850677295246483
Position 2472: 0.008017816376176531
Position 2210: 0.007967271484598254
Position 796: 0.007154909766546022
Position 3854: 0.007053032404667907
Position 5041: 0.006749088613608923
Position 1584: 0.0066167564033997196
Position 1430: 0.005823293853290913
Position 913: 0.0046704239772652235
Position 2475: 0.004593623345345577
Position 4575: 0.004408323240247172
Position 3573: 0.004132556289661463
Position 2762: 0.003845819223399275
Position 2665: 0.0036287697216978924
Position 1148: 0.003205735323967068
Position 279: 0.003134098036814148
Position 3286: 0.0029135199044450833
Position 2825: 0.0028714125438144365
Position 1327: 0.0028690395344455433
Position 338: 0.002829854271866363
Position 399: 0.002712386696989504
Position 1710: 0.0026219279592978348
Position 3390: 0.0025408546198545825
Position 2066: 0.002422189235977683
Position 1191: 0.0017665891359069025
Position 1770: 0.0015293777727533506
Position 1810: 0.001269594642864586
Position 547: 0.0011547233080614438
Position 195: 0.001113829627898421
Position 4713: 0.0010682740137189647
Position 879: 0.0010166041888516142
Position 1050: 0.000971728896745165
Position 831: 0.0008255278399624275
Position 229: 0.0002457091541167679
Position 2113: 0.0001591726938767624
Position 359: 0.00013921329382312087
Position 2073: 0.00011486681563735438
Position 314: 3.528363562744862e-05
Position 345: 2.114516009299873e-05
Position 224: 1.8846843787930364e-05
Position 425: 9.944201979570196e-06
Position 414: 5.73986115349343e-06
Position 203: 3.5406017644854685e-06
Position 197: 3.4722961682915558e-06
Position 237: 3.442702036884169e-06
Position 603: 1.7860281669986855e-06
Position 435: 1.6509763949837477e-06
Position 199: 1.623684833358064e-06
Position 411: 1.206046140656303e-06
Position 581: 1.0031047292424211e-06
Position 285: 7.498054826667259e-07
Position 146: 2.7073088687163404e-07
