Gene = Selenot
index = 962
Annotated 5SS: [  238  8706  9443 11898 13685]
Annotated 3SS: [ 8594  9315 11809 13530 14058]
SMsplice 5SS: [  238  8706  9443 10169 11898 13685]
SMsplice 3SS: [ 8594  9315 10027 11809 13530 14058]
top_k =  100
Partition function (log Z): -0.7217969869263716

Sorted 5' Splice Sites (High to Low Probability):
Position 8706: 0.9999988815199511
Position 238: 0.9783847732853964
Position 11898: 0.9773456234553628
Position 13685: 0.9031757675103212
Position 9443: 0.8218382413619165
Position 6507: 0.3859046186783718
Position 10169: 0.33125769259183835
Position 9723: 0.3110570829266384
Position 10126: 0.21959808557640234
Position 10134: 0.14156355925115124
Position 6446: 0.030510719520345897
Position 10194: 0.026955272003755932
Position 5337: 0.02281973846930797
Position 681: 0.021615226714603926
Position 2489: 0.021130832235756642
Position 1994: 0.02073866187408476
Position 13072: 0.020350830564317794
Position 11874: 0.005391161855132869
Position 9844: 0.005216932605974932
Position 16269: 0.004685657905054649
Position 14126: 0.0030582636858099963
Position 13689: 0.001733611172880538
Position 9686: 0.001688146028326445
Position 9826: 0.0009903617549381991

Sorted 3' Splice Sites (High to Low Probability):
Position 8594: 0.9999988815199512
Position 11809: 0.9827367853104958
Position 13530: 0.9377642635629048
Position 14058: 0.7482381981728974
Position 9315: 0.7023865995358899
Position 10027: 0.6985548216642328
Position 6358: 0.22192749017958238
Position 9590: 0.20713090199390993
Position 6380: 0.1346069637623388
Position 14892: 0.07922693212394324
Position 6299: 0.059880884256796496
Position 9636: 0.0538363554765841
Position 9338: 0.053432865781266964
Position 15132: 0.05313842232222355
Position 9659: 0.051287362589173234
Position 9359: 0.026379348884102365
Position 5203: 0.02281973846930797
Position 9267: 0.02187991260130496
Position 12974: 0.020350830564317794
Position 9380: 0.017127155139195528
Position 2346: 0.014351689559991752
Position 10042: 0.014337370325389844
Position 15345: 0.01291806775967631
Position 1926: 0.012018532733270007
Position 14154: 0.01072910267982229
Position 16168: 0.010051513252891973
Position 14423: 0.009187432253317817
Position 16052: 0.008783238514426318
Position 16401: 0.00791360785319901
Position 15742: 0.0071541276449755345
Position 13986: 0.006607609420325944
Position 10023: 0.006482417433525434
Position 9722: 0.0062072943609131305
Position 12516: 0.005621262292188815
Position 1817: 0.005480554710039822
Position 14956: 0.004713766809302372
Position 2253: 0.004029028507150486
Position 1766: 0.0032395744307749225
Position 2249: 0.0027501141686144055
Position 12309: 0.0024723675756981424
Position 13852: 0.0024364416965670186
Position 14534: 0.0023704732316112303
Position 13808: 0.002368115605770796
Position 13923: 0.0006500640449172771
Position 8884: 0.0004483007235038485
Position 9183: 0.0003906342893109536
Position 12374: 0.00030829345740655763
Position 9105: 0.00028403330263949544
