Gene = Eif3c
index = 368
Annotated 5SS: [   64   333  1709  1996  2785  3169  3408  3846  7559  7777  8728  9040
  9239  9702 10129 14437 18649 18806 18977 19227]
Annotated 3SS: [  191  1642  1805  2658  3113  3300  3720  7398  7672  8585  8913  9144
  9510  9903 14072 18488 18739 18888 19063 19330]
SMsplice 5SS: [  263  1559  1709  1996  2785  3169  3408  3854  7559  7777  8728  9040
  9239  9702 10129 18649 18806 18977 19227]
SMsplice 3SS: [ 1473  1642  1805  2658  3113  3300  3720  7398  7655  8585  8913  9144
  9510  9903 18488 18739 18888 19063 19330]
top_k =  100
Partition function (log Z): 44.12935208942086

Sorted 5' Splice Sites (High to Low Probability):
Position 3169: 0.9928819501287622
Position 18806: 0.9912053305715094
Position 2785: 0.9849746161539106
Position 18649: 0.9724544550156222
Position 18977: 0.9552154427506759
Position 7777: 0.9507668186360639
Position 8728: 0.9496823378798844
Position 7559: 0.941282756698655
Position 9040: 0.9312961810568463
Position 9239: 0.9131745281152609
Position 1709: 0.9114558323665416
Position 19227: 0.9076489754960455
Position 3408: 0.8481857128479987
Position 10129: 0.841895102709896
Position 9702: 0.8362805874666092
Position 263: 0.7172203368641903
Position 1559: 0.688573650492181
Position 3854: 0.5717783248023847
Position 1996: 0.5436479021486033
Position 64: 0.48010621176018103
Position 17308: 0.4721624525938631
Position 3846: 0.4282216751976262
Position 14437: 0.4051731728641868
Position 333: 0.2335553524983311
Position 14247: 0.22051805245450143
Position 1940: 0.19711140649112469
Position 5713: 0.18759497607329156
Position 2547: 0.14095351875562528
Position 9589: 0.1314082516844321
Position 5764: 0.10704454311989933
Position 15329: 0.07492844015605203
Position 19231: 0.07290194213155106
Position 3424: 0.06718607706879418
Position 1720: 0.06250873405278835
Position 3422: 0.058326866866491106
Position 4185: 0.05148023221283248
Position 7751: 0.048798043408361524
Position 10133: 0.04754497728355195
Position 7568: 0.043499048832278904
Position 5876: 0.03429484090495851
Position 463: 0.02569091686403769
Position 17488: 0.021181177299401204
Position 8194: 0.02095741952084781
Position 1724: 0.020012416635558538
Position 18990: 0.01928370376344204
Position 18670: 0.01719846212434475
Position 1922: 0.015077666960963888
Position 2806: 0.013694861657716141
Position 8010: 0.012127211212605323
Position 3337: 0.011532606115584038
Position 9715: 0.008134306043577344
Position 7532: 0.008036166735796199
Position 18993: 0.007881987878404459
Position 7539: 0.007160475992020127
Position 3505: 0.006302836053829509
Position 3433: 0.005391956966034084
Position 9014: 0.005158521423571694
Position 1872: 0.003645121813787493
Position 2353: 0.003205989672475996
Position 2349: 0.002743803717579456
Position 1731: 0.0020578895367939845
Position 1573: 0.001990195702752262
Position 383: 0.0014636523166030478
Position 4293: 0.0011723343221102626
Position 19006: 0.0010643693251850602
Position 3195: 0.0009397591914186567
Position 310: 0.0008134503038416355
Position 3649: 0.0007549672126008136
Position 359: 0.0007420827361493351
Position 70: 0.0006307955973134397
Position 282: 0.00047436624594960177
Position 91: 0.0004614299329715254
Position 84: 0.0004613842627263766
Position 3389: 0.0004354569906967168
Position 68: 0.00042453610904920054
Position 19: 0.0003150256531641737
Position 677: 0.0002754402408308803
Position 612: 0.00027330958040978453
Position 482: 0.0002189611330847577
Position 112: 0.00013677169643230933
Position 28: 0.00011234547799219198
Position 22: 2.7642467947699565e-05
Position 136: 8.615100385497493e-06
Position 130: 4.1885651116946545e-06
Position 147: 3.944326586403089e-06
Position 3227: 1.9803692457267202e-06
Position 156: 2.514826627027662e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7398: 1.0000000000000102
Position 18488: 1.0000000000000075
Position 3720: 0.9999273597694804
Position 2658: 0.9963240945483713
Position 1642: 0.9898970430928784
Position 18888: 0.9762809431007187
Position 18739: 0.9713087902426405
Position 9510: 0.9611355563316617
