Gene = Cwh43
index = 308
Annotated 5SS: [  330  2254  5898  7090  9059 10722 12127 15505 17920 22598 24473 25899
 28294 32422 35386]
Annotated 3SS: [ 2061  5776  6934  8856 10632 11868 15378 17839 22491 24336 25748 28148
 32359 35229 46942]
SMsplice 5SS: [  330  5898  7090 10722 15505 17920 24473 25899 28294 32422 35386 42682]
SMsplice 3SS: [ 5776  6934 10632 15378 17839 24336 25748 28148 32359 35229 42553 46942]
top_k =  100
Partition function (log Z): 2.381302777096005

Sorted 5' Splice Sites (High to Low Probability):
Position 15505: 1.0000000000000009
Position 25899: 0.9987338743869483
Position 10722: 0.9938938407981763
Position 35386: 0.9936822085687314
Position 28294: 0.9849346093058825
Position 7090: 0.9594983617993698
Position 24473: 0.949304832292316
Position 330: 0.9164289516331977
Position 5898: 0.8848281775436462
Position 32422: 0.861859937042068
Position 17920: 0.5794754246387457
Position 36358: 0.549046342762118
Position 4016: 0.533978748166102
Position 2254: 0.40251111944705154
Position 14063: 0.39689644037397265
Position 12127: 0.3743576210227124
Position 9059: 0.3712699629162248
Position 7761: 0.30847183688677404
Position 29315: 0.19968154600570553
Position 33349: 0.16247027174295825
Position 8465: 0.1236045155152329
Position 1478: 0.09567536230569763
Position 13891: 0.08967041598423839
Position 26735: 0.0891708141541366
Position 27349: 0.08743414537542324
Position 14067: 0.07538482147777215
Position 30023: 0.059157589820073644
Position 641: 0.04407325454823927
Position 16210: 0.04359827849202845
Position 120: 0.03443431776498157
Position 11705: 0.034422909130125134
Position 24708: 0.028135098872795996
Position 1656: 0.022230685389392064
Position 35781: 0.014021049956069972
Position 36: 0.013048400217045543
Position 13150: 0.012888394187749657
Position 1192: 0.009745768566113403
Position 36636: 0.006295621024293154
Position 35402: 0.00564601366936947
Position 37755: 0.0049815938596705096
Position 2250: 0.0038424772390911947
Position 3006: 0.002152863513779951
Position 35531: 0.0018749530532481758
Position 845: 0.0005339170927713463
Position 492: 0.0005265421562735538
Position 25849: 0.0003461956159695007
Position 25843: 0.0003356905618453557
Position 25876: 0.0003121306433286367
Position 25864: 8.991731125477026e-05
Position 136: 8.356325710577547e-05
Position 637: 4.2664109700607e-05
Position 478: 2.0763493871519687e-05
Position 94: 4.204191545692586e-06
Position 62: 2.298659630015646e-06
Position 29: 1.4162360490108013e-06
Position 99: 1.2542667435596943e-06
Position 69: 1.0214583021968261e-06
Position 18815: 8.332397922822213e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 15378: 1.0000000000000007
Position 35229: 1.0000000000000002
Position 10632: 0.9938938407981763
Position 25748: 0.991294656428991
Position 28148: 0.9849346093058826
Position 6934: 0.9594983617993698
Position 24336: 0.9493048322923157
Position 5776: 0.8702849069429093
Position 46942: 0.7453986372315746
Position 32359: 0.6869810801149245
Position 17839: 0.5794754246387456
Position 36286: 0.5472091892363806
Position 13982: 0.4722812618517448
Position 8856: 0.3712699629162248
Position 2061: 0.36824231571926186
Position 3741: 0.3673494306924606
Position 11868: 0.31699588356965086
Position 7697: 0.24763499198066033
Position 32334: 0.17487885692714394
Position 33254: 0.16247027174295828
Position 3862: 0.13595815304267833
Position 29276: 0.11271251798732099
Position 8308: 0.10833005832036166
Position 13642: 0.08967041598423839
Position 1272: 0.06819112789070766
Position 26597: 0.06478571513195233
Position 7663: 0.059507120397497296
Position 29944: 0.059157589820073644
Position 39968: 0.056106336038615964
Position 36521: 0.055203141183424
Position 41661: 0.05466005411188821
Position 11991: 0.04591434498402956
Position 27179: 0.04453863552695221
Position 27266: 0.042895509848471014
Position 2160: 0.03811128096688101
Position 16072: 0.03445338842330584
Position 11578: 0.034422909130125134
Position 29038: 0.03344985910595139
Position 36725: 0.03211719743537274
Position 3929: 0.03067116443096325
Position 29126: 0.030320356627602525
Position 36241: 0.029266640102150725
Position 24650: 0.028135098872795996
Position 26707: 0.024385099022184244
Position 1402: 0.02331637111481531
Position 29179: 0.023198812284830634
Position 38545: 0.023002220145140966
Position 35594: 0.018011135867932345
Position 8183: 0.015274457194871227
Position 5696: 0.014543270600736865
Position 13039: 0.012888394187749655
Position 1560: 0.012427897548821041
Position 11940: 0.01144739246903203
Position 1047: 0.010586825051998284
Position 16093: 0.00914489006872261
Position 25781: 0.008361398091359348
Position 1316: 0.005575472763397931
Position 500: 0.004020644466717568
Position 37686: 0.003938958952722851
Position 37730: 0.003736626765019197
Position 38016: 0.002733285173219037
Position 562: 0.0026783664073374504
Position 1538: 0.0026578555078518567
Position 2841: 0.002152863513779951
Position 1582: 0.0018440619946163837
Position 1642: 0.001551552598499069
Position 35719: 0.001388943984248319
Position 36246: 0.0013587346083171674
Position 7702: 0.0013297245086163754
Position 1622: 0.0013224040606955422
Position 35455: 0.0012031752913489926
Position 224: 0.0007169374782428637
Position 172: 0.0005734948859006056
Position 152: 0.0005197783000324654
Position 119: 0.00041702940797904103
Position 202: 0.00027631813924675844
Position 36205: 0.00021350676614471597
Position 1224: 0.00017824772980000401
Position 25708: 0.00016175399899711856
Position 18619: 8.332397922822212e-07
