Gene = Hyls1
index = 552
Annotated 5SS: [ 522 1944 6336]
Annotated 3SS: [1892 6220 8293]
SMsplice 5SS: [ 522 5798 6118 6336]
SMsplice 3SS: [5577 5996 6220 8293]
top_k =  100
Partition function (log Z): -7.921264438455758

Sorted 5' Splice Sites (High to Low Probability):
Position 6336: 0.9395076710973995
Position 5798: 0.6736232556868335
Position 522: 0.4785195466458732
Position 6118: 0.3805651903431298
Position 353: 0.36944183104616635
Position 397: 0.2760630842864969
Position 95: 0.19151984218535462
Position 731: 0.1845081775264857
Position 636: 0.16990034471279694
Position 5645: 0.14657084579284366
Position 6616: 0.06479271120151842
Position 594: 0.05638335608151512
Position 150: 0.045913296067021096
Position 8613: 0.03806207996306421
Position 8425: 0.021975849183461488
Position 233: 0.01800706418242686
Position 5640: 0.01545265372500016
Position 9152: 0.013132062092604
Position 314: 0.006257385143748031
Position 8749: 0.0051870958671792955
Position 441: 0.0009168987700950409
Position 289: 0.0007935130233108726
Position 420: 0.0006804223615223137
Position 319: 0.0006756139484662091
Position 308: 0.00045468615865642886
Position 104: 0.00029589260023194793
Position 333: 0.00028514774126067873
Position 251: 9.917321319775427e-05
Position 173: 8.12712911415048e-05
Position 316: 3.809673176522253e-05
Position 184: 2.991045901169948e-05
Position 195: 1.2128470761854103e-07
Position 189: 4.8806288057027135e-08
Position 204: 4.3474191816773047e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6220: 0.9782400582160519
Position 506: 0.7547817758659274
Position 5577: 0.6809214996891274
Position 8293: 0.44773488732271516
Position 5996: 0.3805651903431298
Position 9542: 0.37659345291414204
Position 5524: 0.14803879938725334
Position 6445: 0.11118968937773469
Position 9072: 0.0532147530930532
Position 8541: 0.04942287903658115
Position 439: 0.03527647417528898
Position 8920: 0.034593635996740806
Position 6674: 0.01690136982499636
Position 282: 0.00963418171960982
Position 5542: 0.008165797824937994
Position 6670: 0.006964342853794165
Position 343: 0.0037548181449000087
Position 6419: 0.001903871590372392
Position 1642: 0.0013121053497082626
Position 1892: 0.0003281919893559549
Position 192: 0.00013765935423721168
Position 248: 2.9919184054548657e-05
Position 229: 7.394869664787252e-06
Position 225: 6.030749370081827e-06
Position 670: 5.226330699228674e-06
Position 313: 3.265976052671077e-06
Position 593: 3.0879555722862363e-06
Position 446: 1.888665012636007e-06
Position 227: 6.225717744386582e-07
Position 357: 6.219994509502616e-07
Position 333: 2.2768246112733734e-07
Position 381: 1.5952932469800402e-07
Position 370: 1.1024330019965302e-07
Position 165: 1.061884578918554e-07
Position 200: 8.667991333920041e-08
