Gene = Nppc
index = 762
Annotated 5SS: [223 928]
Annotated 3SS: [ 616 3772]
SMsplice 5SS: [ 223  928 2983]
SMsplice 3SS: [ 616 2910 3772]
top_k =  100
Partition function (log Z): -2.9478925245127305

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9802699033421713
Position 928: 0.9646149873836102
Position 2983: 0.6095954721043565
Position 479: 0.21730240563926892
Position 1396: 0.20879264442240653
Position 3206: 0.12643888400255596
Position 1164: 0.08125552741855427
Position 1662: 0.06796732940565983
Position 3885: 0.025390598830460166
Position 509: 0.013747590628395224
Position 274: 0.0075009664470322476
Position 1953: 0.005035240180210199
Position 227: 0.0016015393436320912
Position 498: 0.0013633271643226975
Position 252: 0.0012025526551789072
Position 903: 0.00042401227524550285
Position 119: 0.00032888855628276285
Position 232: 0.0002616683963399038
Position 349: 0.0001287252057139517
Position 472: 9.504254808150416e-05
Position 271: 5.348216519374104e-05
Position 684: 4.271480641748443e-05
Position 766: 4.0881490245423254e-05
Position 89: 4.071983306529898e-05
Position 405: 3.7467062896775935e-05
Position 27: 2.621431243157652e-06
Position 105: 1.8713933063919976e-06
Position 374: 6.965544153556168e-08
Position 261: 2.3219182740502548e-11
Position 36: 1.1257017671385167e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 616: 0.9629612182623368
Position 3772: 0.9164591070825836
Position 2910: 0.4966468374080592
Position 361: 0.18097052092578872
Position 2838: 0.12242773610902515
Position 1122: 0.11269683547091318
Position 1064: 0.08034236175001158
Position 3117: 0.08023026502730601
Position 1493: 0.05213686251260144
Position 1211: 0.05195706959229238
Position 3332: 0.045265537461058526
Position 1007: 0.037431411787500896
Position 2785: 0.03298405363790584
Position 412: 0.025589825897936822
Position 4235: 0.023408290561307957
Position 3139: 0.015588446230804066
Position 1271: 0.01510623439275125
Position 334: 0.01489315368003023
Position 1534: 0.010990523111786122
Position 1883: 0.0067323319880025975
Position 2804: 0.005851415230072693
Position 1395: 0.0037959994738851833
Position 868: 0.0031204187324239993
Position 3443: 0.002793990359286072
Position 1577: 0.002511733805056743
Position 4261: 0.001982308269152197
Position 851: 0.0018342563463967397
Position 458: 0.0013625029531302722
Position 766: 0.0007762627593529968
Position 455: 0.0007483425737614603
Position 433: 0.0006529252926368844
Position 1922: 0.0005774148228564685
Position 1294: 0.0005358123234438677
Position 824: 0.00035436085073755854
Position 658: 0.0003396778582616668
Position 288: 0.00026948242045560185
Position 721: 0.00018044785611770546
Position 662: 0.00016809243298544592
Position 676: 0.00015096524508757564
Position 682: 0.00012983881469525
Position 702: 0.0001112787431821125
Position 1347: 7.416192736364777e-05
Position 698: 7.14707868510415e-05
Position 562: 7.063877718668598e-05
Position 635: 6.971064789204242e-05
Position 291: 4.440592459691821e-05
Position 435: 3.9752320768851905e-05
Position 308: 3.652861296502113e-05
Position 452: 2.6361303545566152e-05
Position 907: 1.926909754963577e-05
Position 1597: 7.5327621399956424e-06
Position 1432: 6.314334629031605e-06
Position 624: 4.835502436662453e-06
Position 370: 1.085018526397887e-09
Position 304: 6.8583786939655e-10
