Gene = Mff
index = 675
Annotated 5SS: [  195  2447  4547  6393 10618 17087 22253 25715]
Annotated 3SS: [ 2337  4325  6222 10528 16927 22192 25629 26694]
SMsplice 5SS: [  195  2447  4547  6393  8694 10618 11002 25715 26829]
SMsplice 3SS: [ 2337  4325  6222  8537 10525 10856 25629 26694 27203]
top_k =  100
Partition function (log Z): -10.051204092406085

Sorted 5' Splice Sites (High to Low Probability):
Position 10618: 0.9903159403620727
Position 2447: 0.89347899282048
Position 6393: 0.8884203958283005
Position 195: 0.8495681642861487
Position 4547: 0.8166771118373952
Position 11002: 0.6570024323127261
Position 8694: 0.6373053957751333
Position 3349: 0.3657731381392662
Position 3039: 0.3096120395841107
Position 4250: 0.15197495029854569
Position 4412: 0.09776203400694783
Position 911: 0.09443400184207294
Position 438: 0.06530116908358993
Position 99: 0.04480979198037494
Position 1817: 0.03955302148572412
Position 4327: 0.03157204624201858
Position 2617: 0.027069291023171748
Position 1496: 0.017380770361622656
Position 299: 0.016978371243397353
Position 1620: 0.0126238842955612
Position 12198: 0.012001317138439554
Position 5060: 0.010813334775128983
Position 5034: 0.009699202231544595
Position 1404: 0.0037275624006096
Position 524: 0.0028778195023331293
Position 25: 0.0023944837242653016
Position 985: 0.0018446117132002611
Position 1640: 0.0014085492902504355
Position 2451: 0.00133982223266585
Position 310: 0.0013203580651158322
Position 1042: 0.0008114417367578225
Position 12009: 0.0005128263033953258
Position 11010: 0.0001825732870026425
Position 137: 2.4079863811245323e-05
Position 108: 2.375339314816431e-05
Position 207: 8.895341852087652e-06
Position 199: 7.4981212741683784e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4325: 0.9310740156894731
Position 2337: 0.9130967033623594
Position 6222: 0.8979176722564691
Position 10525: 0.8203206132340087
Position 8537: 0.6373053957751331
Position 10856: 0.6056808719971803
Position 3176: 0.3633088976371088
Position 11936: 0.3272190088841248
Position 18035: 0.20994087598983538
Position 17950: 0.19930651766539687
Position 2814: 0.19198751019930893
Position 10474: 0.16999532712806353
Position 4093: 0.134756453277188
Position 2991: 0.09920964295531953
Position 10715: 0.08063488006647808
Position 12122: 0.05582941860475075
Position 11369: 0.0541743606344885
Position 12651: 0.051606529070166975
Position 13223: 0.0435138321957509
Position 298: 0.036865055717871596
Position 4130: 0.03201302150584877
Position 832: 0.03171249200851468
Position 4974: 0.020691989597186867
Position 1661: 0.018746373569991346
Position 1684: 0.015827676300333243
Position 11863: 0.015479435825881545
Position 1326: 0.013892045379292037
Position 1396: 0.01211771782883759
Position 1443: 0.011532093408256451
Position 2844: 0.009655371005842635
Position 13938: 0.008587989761317307
Position 2921: 0.008492160841428039
Position 11421: 0.00804869932750981
Position 2482: 0.005589260449249495
Position 835: 0.0038711383406160537
Position 3122: 0.0020960216210034353
Position 762: 0.0018561959980049943
Position 2272: 0.001650414403027236
Position 261: 0.0016110515319989497
Position 936: 0.0015118239782191953
Position 1766: 0.001481617810729387
Position 910: 0.001144096390009047
Position 2309: 0.0010978543907262282
Position 1463: 0.001096263536327966
Position 712: 0.0006709207742420988
Position 2769: 0.000635573463365093
Position 608: 0.0005901219049478245
Position 753: 0.0005674530938206347
Position 2361: 0.0004538734709561411
Position 4249: 0.0001426519123970565
Position 726: 8.178060702482871e-07
Position 866: 7.412710993855138e-07
Position 767: 7.25831135292506e-07
Position 643: 6.739010562895715e-07
Position 773: 3.0261526623225927e-07
Position 791: 2.501767650926888e-07
Position 745: 1.3860820323576721e-07
Position 561: 1.1898869054371231e-07
Position 590: 5.907757133299319e-08
Position 272: 5.7769596504899304e-08
Position 420: 5.4118140943232504e-08
Position 654: 4.330081960246605e-08
Position 885: 4.304604089024173e-08
Position 220: 3.382682400164792e-08
Position 409: 2.982182131152819e-08
