Gene = Utf1
index = 1173
Annotated 5SS: [641]
Annotated 3SS: [737]
SMsplice 5SS: [641 819]
SMsplice 3SS: [737 982]
top_k =  100
Partition function (log Z): -3.983673336733464

Sorted 5' Splice Sites (High to Low Probability):
Position 641: 0.9731319829673745
Position 819: 0.8028503378350196
Position 40: 0.06348779943976192
Position 1139: 0.06054803563003906
Position 175: 0.024498172252952324
Position 1110: 0.01109662039215223
Position 156: 0.002598178492833075
Position 983: 0.0022944503614230087
Position 811: 0.0008830701828584339
Position 1127: 0.0007936318658892728
Position 631: 0.0007195678283169899
Position 655: 0.0003818880709260414
Position 1144: 0.0003449188967978951
Position 609: 0.0003034501865221866
Position 547: 0.00022639833367575944
Position 105: 0.00019070770218212752
Position 403: 9.794510538831656e-05
Position 668: 8.862598260640816e-05
Position 480: 8.001468904753974e-05
Position 241: 7.552901510075394e-05
Position 275: 7.30592745773719e-05
Position 5: 6.76251331632659e-05
Position 126: 6.368105529331054e-05
Position 324: 5.479224964595414e-05
Position 243: 5.025358806882921e-05
Position 378: 4.432505215491091e-05
Position 169: 3.4396283395032356e-05
Position 183: 2.7566786886312796e-05
Position 926: 2.2874232651381966e-05
Position 395: 1.6143080741752285e-05
Position 376: 1.2776089897927243e-05
Position 441: 1.1419701989777758e-05
Position 95: 7.697422167173662e-06
Position 795: 4.787913821585146e-06
Position 712: 1.5276030554194621e-06
Position 966: 2.6946703494437226e-07
Position 7: 1.072644700909211e-07
Position 9: 8.217351231678543e-08
Position 58: 5.386876483366238e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 737: 0.9763058871837899
Position 982: 0.6873596930703765
Position 1049: 0.06536294718183891
Position 1287: 0.05595406268218424
Position 1018: 0.037860779905228986
Position 1228: 0.022454197947910218
Position 501: 0.02021647771710756
Position 582: 0.011792451149177673
Position 739: 0.010373515073037127
Position 961: 0.009702329475817196
Position 261: 0.008690956058338764
Position 133: 0.006592688677191232
Position 1072: 0.005250842796032003
Position 423: 0.0043265742556715826
Position 471: 0.00362918418967822
Position 350: 0.003441734087710538
Position 399: 0.0031891858177453673
Position 994: 0.002883573344063138
Position 1215: 0.0022756683382640637
Position 441: 0.0019426318264510385
Position 613: 0.001228954518633956
Position 315: 0.0007161295859764015
Position 789: 0.0006242447116313018
Position 1305: 0.0005348106741856351
Position 234: 0.0005310661694508416
Position 1090: 0.0004962892058236881
Position 745: 0.00042866268845544994
Position 354: 0.0003169926336339239
Position 1241: 0.00022238489718874653
Position 1203: 0.00020950196122171495
Position 137: 0.00015673732049783593
Position 104: 8.034628907227724e-05
Position 285: 2.872291192012899e-05
Position 818: 4.080082783931615e-06
Position 82: 2.607015888402441e-07
Position 150: 1.9834248054048377e-07
