Gene = Zw10
index = 1209
Annotated 5SS: [  175  2165  5059  5333  5602  6733  8589 11230 13230 14200 16041 17760
 18537 19424 22042]
Annotated 3SS: [ 2029  4956  5254  5441  6579  8396 11065 13046 13960 15968 17589 18405
 19291 21838 22585]
SMsplice 5SS: [  175  2165  5379  6733 11230 13230 14370 16041 18537 19424]
SMsplice 3SS: [ 2029  5254  6579 11065 13046 14237 15968 18405 19291 22585]
top_k =  100
Partition function (log Z): 16.434200607282456

Sorted 5' Splice Sites (High to Low Probability):
Position 19424: 0.9999825181272567
Position 18537: 0.9903302684250264
Position 2165: 0.9875144871676564
Position 175: 0.9771549930767774
Position 6733: 0.973399888168357
Position 16041: 0.9217755661670688
Position 13230: 0.7766651385245168
Position 5379: 0.740726313960416
Position 11230: 0.6519948221146804
Position 14200: 0.5734717978488598
Position 5059: 0.4747004621017928
Position 8589: 0.4293808031054646
Position 22042: 0.4246728453999107
Position 5602: 0.34483792795530077
Position 3443: 0.31378825833607216
Position 5333: 0.25768785783108633
Position 20114: 0.19887007283974398
Position 14370: 0.19546298386435323
Position 3598: 0.19538343404137967
Position 17760: 0.18283218841585255
Position 5095: 0.12606311429151493
Position 3243: 0.08270353501479666
Position 923: 0.07195334751124645
Position 3456: 0.06227147945397015
Position 4771: 0.058156423842134944
Position 5618: 0.04297371188973136
Position 8003: 0.03923377583356305
Position 1934: 0.03842247738294725
Position 9161: 0.03168954808420848
Position 5092: 0.024741519983561496
Position 18710: 0.022900634237311365
Position 18739: 0.021727165116485918
Position 22046: 0.02116466849523212
Position 2188: 0.012225221177793857
Position 216: 0.011881285019318358
Position 22904: 0.011247205755869107
Position 19960: 0.010886693105202527
Position 18528: 0.008421291652018839
Position 22799: 0.006821521885733708
Position 409: 0.006388749584502132
Position 21245: 0.006364130250958235
Position 960: 0.005650217886786894
Position 55: 0.0055686969179157084
Position 20202: 0.004416747148229516
Position 19812: 0.003008374918879454
Position 21241: 0.002787506458752607
Position 734: 0.002640195312715973
Position 1689: 0.002346274258251329
Position 1711: 0.0022904046258996865
Position 22940: 0.0020730618837339412
Position 20056: 0.002011536892778793
Position 20315: 0.0019815394683456713
Position 19863: 0.0016668267798849795
Position 1754: 0.0014547190329090244
Position 160: 0.0007184884734291295
Position 1165: 0.0006260657743111225
Position 614: 0.0006136174433678682
Position 908: 0.0005459244128006629
Position 980: 0.0005149486196352041
Position 364: 0.0004821631910400787
Position 306: 0.00041589793412919243
Position 2064: 0.00020268888917280412
Position 2111: 3.768515391673689e-05
Position 283: 2.1366235352841902e-05
Position 2181: 1.9917611462429896e-05
Position 495: 1.6813962085585884e-05
Position 681: 1.5123998658548144e-05
Position 7019: 1.1804956091075945e-05
Position 7282: 2.871519241035081e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2029: 0.9977370437104275
Position 19291: 0.9959190594889303
Position 6579: 0.9733998881683571
Position 22585: 0.9714924239127759
Position 18405: 0.9379375756635748
Position 5254: 0.9282201286695475
Position 15968: 0.9217755661670691
Position 13046: 0.7766651385245162
Position 11065: 0.6519948221146801
Position 4956: 0.627893157861207
Position 13960: 0.6067360205528144
Position 8396: 0.4293808031054644
Position 21838: 0.3617145938313661
Position 3327: 0.3312290071119467
Position 5441: 0.26714813884581506
Position 20055: 0.20350740305734139
Position 14237: 0.16219876116039925
Position 17589: 0.14301730219560696
Position 3386: 0.14007522979272505
Position 5501: 0.08236392810929585
Position 21887: 0.08147064589275943
Position 5273: 0.06780598163761742
Position 18434: 0.06081398441347076
Position 3356: 0.0587810112424144
Position 806: 0.05840137912863772
Position 4657: 0.05815642384213501
Position 3159: 0.046144191703530395
Position 17680: 0.03981488622024558
Position 7897: 0.033914208617139396
Position 9027: 0.031689548084208465
Position 19811: 0.02542335574506852
Position 18650: 0.025383892769862536
Position 2895: 0.02487042572618957
Position 5528: 0.024495613301357473
Position 1753: 0.024071743668976978
Position 3214: 0.023590780393979844
Position 23140: 0.020141789525336753
Position 3047: 0.019024220743104052
Position 810: 0.01852252377988962
Position 5509: 0.013803959588564185
Position 21171: 0.01241833070645328
Position 18629: 0.01136252578426636
Position 3543: 0.010218386629402264
Position 1895: 0.009294492860897735
Position 1575: 0.009026055399346596
Position 21803: 0.008072942400994185
Position 18605: 0.006075792956050227
Position 19767: 0.005654242177979622
Position 7952: 0.004601350412658625
Position 19330: 0.003376544611910061
Position 1832: 0.002865729382031608
Position 20282: 0.0027270707372496475
Position 278: 0.002294653970002842
Position 20314: 0.001943439352501498
Position 18600: 0.0018055878436181467
Position 21075: 0.0015718624398624644
Position 2086: 0.0015188102783246853
Position 507: 0.001418157220449209
Position 333: 0.0012604012985092557
Position 850: 0.0011267669629155127
Position 19829: 0.0007650296290349743
Position 7489: 0.000718216803765033
Position 1041: 0.000626065774311121
Position 828: 0.0006137685590263827
Position 19692: 0.000586077396748768
Position 19137: 0.0005508190295266362
Position 640: 0.0005111852526489246
Position 662: 0.00043299340768366244
Position 19667: 0.00031173597658258785
Position 3253: 0.00021345350292671555
Position 19860: 0.0001321224284828155
Position 19163: 8.282828352110639e-05
Position 19009: 5.0216116752989826e-05
Position 19974: 3.9666072718993454e-05
Position 6962: 8.262977673475658e-06
Position 6934: 3.541978417600286e-06
Position 7162: 2.871519241035081e-06
Position 19022: 1.6267600058910097e-06
Position 19102: 1.4238366094547461e-06
