Gene = Spp1
index = 1016
Annotated 5SS: [  79 1325 1459 2618 3150 4429]
Annotated 3SS: [1256 1422 2536 3107 4146 5110]
SMsplice 5SS: [  79 1103 1325 1514 2618]
SMsplice 3SS: [ 923 1256 1422 2536 4146]
top_k =  100
Partition function (log Z): 1.1876891401817393

Sorted 5' Splice Sites (High to Low Probability):
Position 1325: 0.9845712101883743
Position 2618: 0.6958534633643126
Position 1103: 0.6120391522016214
Position 79: 0.5497231155444541
Position 1514: 0.509173817300454
Position 131: 0.4258704931005453
Position 1459: 0.39611041160994837
Position 3150: 0.2672864520889032
Position 4367: 0.2581084255844891
Position 4429: 0.16128568119519282
Position 1998: 0.16100218982274828
Position 2937: 0.10137461191775353
Position 1095: 0.09341738388914164
Position 842: 0.0732351724661511
Position 1038: 0.04761387543111303
Position 3246: 0.04759669500001021
Position 3238: 0.030936551768615272
Position 214: 0.02076293821249889
Position 5157: 0.01944288747410822
Position 1043: 0.006560032226631636
Position 1582: 0.005019205563521452
Position 938: 0.004885399877125401
Position 1174: 0.0036376276210490287
Position 1058: 0.003336127039128223
Position 2913: 0.0026759113727378124
Position 983: 0.0024423822916897825
Position 233: 0.0017196391715837834
Position 668: 0.0009161880818092182
Position 1185: 0.0007944406308379891
Position 941: 0.0007147068957872142
Position 209: 0.0004172032180424016
Position 167: 0.0002979287458603861
Position 135: 0.00017106831055997335
Position 1329: 0.0001333549295370497
Position 225: 0.00012969298543200408
Position 161: 3.2805648789400535e-05
Position 729: 3.24438673929609e-05
Position 33: 2.2447942631689544e-06
Position 543: 1.4995895347464708e-08
Position 90: 1.3543906686167112e-08
Position 108: 7.351278360791844e-10
Position 40: 4.944973741893472e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4146: 0.960793240310464
Position 1422: 0.9176085969880154
Position 923: 0.8388576335641211
Position 1256: 0.7838138942619454
Position 2536: 0.6398466708938029
Position 3107: 0.3630338930901588
Position 5110: 0.2760522782209112
Position 1771: 0.12103516308620613
Position 1193: 0.12067512185991934
Position 4479: 0.10891198042233165
Position 2747: 0.09969564920134344
Position 2502: 0.049858286796953234
Position 656: 0.04783980273550721
Position 5197: 0.031073909481742094
Position 830: 0.0273026936298663
Position 1891: 0.02272147798833846
Position 5221: 0.019442887474108234
Position 5126: 0.011135048920751685
Position 1750: 0.01110213521917951
Position 2544: 0.008099422056839889
Position 2787: 0.007549569164840534
Position 1224: 0.0037088415764397436
Position 1962: 0.0027139900062390153
Position 1153: 0.002529384556275472
Position 1147: 0.002075854909396292
Position 519: 0.0013623094170162036
Position 1086: 0.001244470527170531
Position 1445: 0.0012426357179800265
Position 687: 0.0011223620732038159
Position 1711: 0.0009204485038343003
Position 1746: 0.0009100653723901802
Position 158: 0.0008393010690383845
Position 667: 0.000829596589473705
Position 780: 0.0008124310427914809
Position 4998: 0.000767752523431497
Position 927: 0.0004682064943541666
Position 576: 0.00033037095517975064
Position 727: 0.00026084770840563263
Position 171: 0.00019668035112693148
Position 811: 0.0001581621722990397
Position 613: 0.00015293555299635957
Position 205: 0.00013713031402451913
Position 1642: 6.594148595299601e-05
Position 175: 2.3886915274512856e-05
