Gene = Lyar
index = 653
Annotated 5SS: [  166  4328  5534  7493  7664 10521 10890 12858]
Annotated 3SS: [ 4156  5418  7384  7579 10090 10802 12771 13520]
SMsplice 5SS: [  166  4328  5534  7493  7664 10890 12858]
SMsplice 3SS: [ 4156  5418  7384  7579 10802 12771 13520]
top_k =  100
Partition function (log Z): 8.263685270288342

Sorted 5' Splice Sites (High to Low Probability):
Position 5534: 0.9984165631361189
Position 12858: 0.9727514779679266
Position 7493: 0.9674714652097572
Position 166: 0.9594789072019718
Position 7664: 0.9249709172947164
Position 10890: 0.9159763880903234
Position 4328: 0.873665906837363
Position 1713: 0.11468319474768957
Position 13623: 0.10999965418025238
Position 2348: 0.10949048060037825
Position 2057: 0.10478616228761195
Position 10945: 0.0774114254005472
Position 7631: 0.07502908270528295
Position 9874: 0.0730938899635534
Position 1648: 0.07241253900406994
Position 12521: 0.06559445926135382
Position 12499: 0.052187223370089575
Position 11647: 0.044467994193766014
Position 6434: 0.04253860570888875
Position 8963: 0.0421185994508717
Position 10521: 0.021283250161930174
Position 320: 0.019014178684565283
Position 13085: 0.015754062801069824
Position 325: 0.015061478988650035
Position 11426: 0.014566608227906713
Position 13652: 0.013219896486618634
Position 656: 0.0064454351248145955
Position 1624: 0.004450373620366418
Position 13209: 0.0032796346654227716
Position 5982: 0.001955542501216597
Position 13638: 0.001954758683058006
Position 1865: 0.0016560615698948582
Position 12914: 0.0015623271886279454
Position 9559: 0.0014280661735694485
Position 5505: 0.00116108012128875
Position 8173: 0.0006856924754916168
Position 8169: 0.0005760965601785767
Position 6707: 0.0005432607967792091
Position 9959: 0.0004771057891229051
Position 7427: 0.00031972238082573394
Position 8967: 0.0003155036322046801
Position 6216: 0.00029743131920392557
Position 13170: 0.0002602244238572456
Position 7045: 0.00016386589908842322
Position 13066: 0.00013671612913031478
Position 6504: 0.00013450608488098755
Position 13172: 5.461698677517551e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 7579: 0.9999993444666712
Position 5418: 0.9995776432574078
Position 10802: 0.9850139537461347
Position 12771: 0.9542147751517301
Position 7384: 0.935147701295711
Position 13520: 0.8879547269530979
Position 4156: 0.8736659068373634
Position 1564: 0.1461672750309263
Position 12409: 0.10396334549543361
Position 13766: 0.09298742426385453
Position 1919: 0.09072774172380359
Position 12972: 0.07804125004770089
Position 9716: 0.07357099575267631
Position 2281: 0.06867869912715593
Position 11512: 0.043063480386502304
Position 8874: 0.04243410308307641
Position 6298: 0.036399118877459634
Position 2172: 0.02963531100228959
Position 13527: 0.028868744402573157
Position 1550: 0.02619198675996416
Position 13721: 0.02291502272248733
Position 12815: 0.02235638252585101
Position 10090: 0.021283250161930185
Position 7473: 0.017479183829273985
Position 7183: 0.014263250257017497
Position 12359: 0.013818337136009815
Position 1893: 0.013096334609604288
Position 13247: 0.012803427807085842
Position 11229: 0.01254731705731695
Position 1667: 0.011900209566030703
Position 2152: 0.011176470470932719
Position 13771: 0.009271862363586986
Position 10677: 0.008373859744735562
Position 1473: 0.006949411167006489
Position 6342: 0.006272393802600658
Position 12682: 0.005496376618932926
Position 13594: 0.004063376655836922
Position 11234: 0.0017925731879040003
Position 5842: 0.0016232334634624786
Position 9397: 0.0014280661735694487
Position 11529: 0.0014045138072637474
Position 8046: 0.0011849426059392573
Position 1759: 0.0010483366949780581
Position 1993: 0.0009620859542040731
Position 7107: 0.0009010522085805044
Position 6579: 0.000543260796779209
Position 1349: 0.0004262010842344635
Position 6017: 0.0002990304329133711
Position 1503: 0.0002983776138338441
Position 5891: 0.00024325201098983882
Position 11211: 0.00022671798268575412
Position 1810: 0.00022037102504687164
Position 6933: 0.00016386589908842322
Position 5853: 8.832546956765535e-05
Position 8096: 7.684642973093648e-05
Position 5874: 7.315571966237693e-07
Position 7547: 6.555333276638613e-07
