Gene = Urad
index = 1168
Annotated 5SS: [284]
Annotated 3SS: [6974]
SMsplice 5SS: [284]
SMsplice 3SS: [6974]
top_k =  100
Partition function (log Z): -8.105100904324292

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9854053974117185
Position 2259: 0.4791526257435176
Position 3279: 0.18474190014975167
Position 6473: 0.036583346650626486
Position 2023: 0.031911050999338046
Position 124: 0.024538485760076726
Position 7056: 0.017854934447538058
Position 2380: 0.01441099882355647
Position 2228: 0.006963480691589226
Position 1630: 0.0038244926288988155
Position 118: 0.0034471485967247266
Position 883: 0.003225942420987272
Position 464: 0.0010512941385379085
Position 1622: 0.0009791224512997654
Position 172: 2.3282739187887862e-05
Position 157: 1.8733830049262612e-05
Position 302: 1.3229516183838074e-05
Position 7: 1.1680934232738555e-05
Position 151: 5.296161292331005e-06
Position 95: 4.364602112675563e-06
Position 159: 2.2568767975141633e-06
Position 11: 2.1219269671210765e-07
Position 311: 1.4431379374191353e-07
Position 326: 7.168721387217524e-08
Position 300: 6.478476442192945e-08
Position 207: 5.423448213788785e-08
Position 9: 5.390809922926646e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6974: 0.6795821351087642
Position 2171: 0.5013867578716469
Position 3129: 0.12332836776381068
Position 6169: 0.093087390635876
Position 6604: 0.08992020950567638
Position 3152: 0.05634129341776936
Position 7166: 0.037480603984309524
Position 1517: 0.030101608518076868
Position 6811: 0.02613895979220506
Position 2964: 0.017506474077547695
Position 6936: 0.01735357654788567
Position 6600: 0.01316415733349377
Position 213: 0.012491060829120609
Position 2156: 0.012158748786940184
Position 6500: 0.011457117053569407
Position 2482: 0.008634240731361846
Position 1732: 0.008343939125045795
Position 5234: 0.007520717240976058
Position 4571: 0.006862545772399968
Position 1850: 0.006467549762980982
Position 2128: 0.006399240109198949
Position 1860: 0.004653376313024242
Position 419: 0.004009086641566561
Position 3591: 0.0029380544279502914
Position 1937: 0.0024191060221465496
Position 235: 0.0022870850752051567
Position 1832: 0.001877116880741172
Position 1769: 0.0015707032172343417
Position 1240: 0.0011235673525677042
Position 1522: 0.0008752085905373298
Position 1076: 0.0008677128386753451
Position 715: 0.0008616019886164696
Position 2419: 0.0007588102807466534
Position 367: 0.0007216625141890228
Position 751: 0.0006548226213460556
Position 2532: 0.0005802254157516057
Position 1997: 0.0005348437086713564
Position 1195: 0.0004670772533488914
Position 1486: 0.00045462314577522574
Position 429: 0.00039414841023269404
Position 770: 0.0003175760149686496
Position 375: 7.419769630235587e-05
Position 241: 2.366316813798343e-06
