Gene = Rnasel
index = 904
Annotated 5SS: [  182  2634  3522  5788  6611  9163 10251 11486]
Annotated 3SS: [ 2432  3418  4180  6524  8956 10117 11348 12692]
SMsplice 5SS: [  178  2634  6611 10251]
SMsplice 3SS: [ 2456  6524 10117 11348]
top_k =  100
Partition function (log Z): -6.388413767270972

Sorted 5' Splice Sites (High to Low Probability):
Position 6611: 0.9988587697041822
Position 178: 0.7646673062332562
Position 2634: 0.7485840484957442
Position 10251: 0.6245564250266289
Position 4720: 0.4768995096904521
Position 11486: 0.2617253909653698
Position 11507: 0.23399685163404393
Position 509: 0.1600399848630215
Position 2242: 0.13990618697057838
Position 182: 0.11778459110974081
Position 9163: 0.06397970301581883
Position 3197: 0.054769490942000676
Position 8994: 0.05203207349759858
Position 384: 0.047061064875804776
Position 11421: 0.04608694943721894
Position 7135: 0.04351811912512324
Position 9534: 0.04240590216238669
Position 7813: 0.03325232588769407
Position 11666: 0.02774905033535898
Position 11425: 0.019752854336342787
Position 1929: 0.008852447357917482
Position 2050: 0.007559832791180435
Position 3522: 0.005033369716523113
Position 5515: 0.002867321789603928
Position 2863: 0.001079966412983574
Position 199: 0.0005255542324757442
Position 266: 0.00012853601257389755
Position 127: 8.57167798847573e-05
Position 355: 5.945021448980332e-05
Position 167: 5.7910076594567805e-05
Position 110: 4.891247826717367e-05
Position 377: 3.7422240442765506e-05
Position 121: 1.957036625805228e-05
Position 69: 1.0284050719680644e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 6524: 0.9988587697041825
Position 11348: 0.7982933782731825
Position 2456: 0.7246520490155328
Position 10117: 0.6245564250266289
Position 12692: 0.5548294765273359
Position 4662: 0.4455875564418844
Position 12732: 0.20093457174691837
Position 445: 0.08362114872398792
Position 8956: 0.07632754429592314
Position 2139: 0.06650546859964458
Position 2032: 0.06591183473705561
Position 9339: 0.04240590216238666
Position 8903: 0.039684232217494314
Position 7628: 0.03800679378713203
Position 4619: 0.03207321388761036
Position 3046: 0.018499211122724832
Position 2982: 0.018027241622215317
Position 10427: 0.015899587715131027
Position 2834: 0.01410791889216634
Position 2369: 0.0136346822895933
Position 6929: 0.011485056720135448
Position 6981: 0.011372074224004254
Position 7035: 0.010103088247094763
Position 7022: 0.009886646415956452
Position 7603: 0.00878362079490776
Position 2427: 0.00810716286684281
Position 2136: 0.00746236806052036
Position 1737: 0.00599885725913268
Position 3236: 0.005033369716523113
Position 1963: 0.004838014433791004
Position 2887: 0.004657659078772448
Position 5283: 0.0028673217896039295
Position 376: 0.0027472326769227887
Position 318: 0.0024896247559922768
Position 6797: 0.00228128796645279
Position 2459: 0.0021901543237755733
Position 1993: 0.001945246940458918
Position 7354: 0.001877879028638678
Position 1757: 0.001613020425261401
Position 9642: 0.0015668196352192642
Position 1826: 0.001388334134333049
Position 371: 0.0011839378297701063
Position 1544: 0.0006478776749170333
Position 2771: 0.0005574266391053239
Position 408: 0.00048435954685814716
Position 1649: 7.444854561601355e-06
