Gene = Mmab
index = 683
Annotated 5SS: [ 185 1300 5540 6243 7011 7351 7582 8783]
Annotated 3SS: [ 1237  5445  6184  6937  7252  7516  8722 10701]
SMsplice 5SS: [ 185 1300 5540 6243 7355 7582]
SMsplice 3SS: [ 1237  5445  6184  7252  7516 10701]
top_k =  100
Partition function (log Z): 0.9218668959159806

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.981313711040065
Position 1300: 0.96668090620619
Position 5540: 0.9296193650770441
Position 6243: 0.8688007056597665
Position 7582: 0.7440546805282815
Position 7355: 0.5099886264464524
Position 10978: 0.2969324357298052
Position 7351: 0.29599871551593654
Position 8783: 0.2628255997063709
Position 7642: 0.21692805304371898
Position 8805: 0.14995198213579652
Position 5682: 0.12193166375211396
Position 10817: 0.0880930676337647
Position 1062: 0.07715968140678968
Position 6114: 0.062466805703225506
Position 5562: 0.060444411252893585
Position 5712: 0.03779346874335639
Position 9669: 0.028416665990431536
Position 42: 0.01694320991830654
Position 6046: 0.016097563233887564
Position 4163: 0.014734318938950641
Position 3161: 0.014105365292815948
Position 4589: 0.01279657764489375
Position 4088: 0.012776458686455085
Position 3143: 0.011629368130267508
Position 5646: 0.010764448335060444
Position 7051: 0.01066748555044374
Position 5268: 0.00927393647082968
Position 3205: 0.008539385377170085
Position 7011: 0.008533407991270883
Position 6812: 0.008484736381886899
Position 4685: 0.008328476919594353
Position 6596: 0.007684519871784159
Position 1365: 0.006801135617036977
Position 347: 0.005616988668447642
Position 5666: 0.005035181114623893
Position 4577: 0.00459317754173057
Position 5716: 0.0040410058430940905
Position 993: 0.0030118944006023167
Position 789: 0.001406689206238198
Position 438: 0.0013568485835781707
Position 5728: 0.0010140464943604072
Position 777: 0.0008626502437932036
Position 7617: 0.0008550446521155507
Position 238: 0.0007433850043320291
Position 1037: 0.0005318624583939664
Position 63: 0.00022043500542591747
Position 30: 5.450450079118231e-05
Position 46: 3.7412032225700556e-06
Position 77: 1.624791910454807e-06
Position 75: 1.4321037176951863e-06
Position 57: 9.535205084871983e-07
Position 9: 9.094707804844202e-07
Position 325: 7.597672513878734e-07
Position 242: 4.455837567174396e-07
Position 229: 2.965285182420361e-07
Position 299: 2.694897956933902e-07
Position 91: 1.5212781301320173e-07
Position 205: 1.1281329995459057e-07
Position 291: 9.632197203298488e-08
Position 142: 9.241051805296602e-08
Position 134: 9.04246243784572e-08
Position 112: 6.751929551653788e-08
Position 189: 4.7933383360047954e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5445: 0.9549096441895414
Position 7516: 0.9081966014517294
Position 1237: 0.8845035779964974
Position 7252: 0.8360216635122121
Position 6184: 0.8169362240887522
Position 10701: 0.7434992501591033
Position 8722: 0.5200955691948462
Position 12875: 0.30873858942711035
Position 5612: 0.1862004022451144
Position 10903: 0.10541805048686356
Position 9434: 0.08196606521275616
Position 5973: 0.06815147290022303
Position 877: 0.03481629401532041
Position 3000: 0.03313666044734717
Position 1132: 0.032767285808172765
Position 6095: 0.027973972335130607
Position 6007: 0.026991514370058922
Position 1196: 0.025100228762385365
Position 12428: 0.023516324730311233
Position 7466: 0.022726976132189942
Position 1163: 0.02206154455398173
Position 852: 0.01996701911861091
Position 4426: 0.019786958195195263
Position 6937: 0.019200893541714645
Position 4019: 0.018458091269404297
Position 5466: 0.016099643782173316
Position 5455: 0.015397069386893942
Position 9122: 0.012465191416189347
Position 149: 0.009159585875705452
Position 9706: 0.009145005018898662
Position 3935: 0.009052686356001424
Position 8741: 0.008415565589349812
Position 6526: 0.007432938201973618
Position 894: 0.006562035944815912
Position 4477: 0.005931273911023421
Position 828: 0.005873435040352547
Position 5182: 0.004760879867699692
Position 8621: 0.0046915034277092114
Position 1190: 0.004620693409257194
Position 5117: 0.004566353039569527
Position 6484: 0.004218736728673667
Position 1244: 0.003544724112091982
Position 5333: 0.0035301712146119865
Position 10727: 0.0034073966996252323
Position 974: 0.0029346911213924787
Position 5951: 0.002762985846923847
Position 6701: 0.0024005777543935776
Position 7955: 0.0023480415035426415
Position 727: 0.0023323396169609278
Position 7269: 0.002291825408649271
Position 6728: 0.0020732922100164175
Position 1010: 0.0016901920771249198
Position 846: 0.0016178871928152082
Position 656: 0.0014734538147898198
Position 3005: 0.001137458352906371
Position 414: 0.0007499546987423977
Position 730: 0.0007327031123221216
Position 1037: 0.0006954191941566767
Position 1061: 0.000673311784811414
Position 118: 0.0002819467997309047
Position 833: 0.00021066660718210874
Position 151: 0.00012248452544152565
Position 5265: 0.00010352042515161136
Position 127: 9.838061933789499e-05
Position 164: 8.063113701982579e-05
Position 1260: 4.450733133807319e-05
Position 6802: 4.371135861377874e-05
