Gene = Tssc4
index = 1150
Annotated 5SS: [265 602]
Annotated 3SS: [505 686]
SMsplice 5SS: [265]
SMsplice 3SS: [686]
top_k =  100
Partition function (log Z): -8.118087799486386

Sorted 5' Splice Sites (High to Low Probability):
Position 265: 0.93207741022259
Position 572: 0.21758249851626468
Position 687: 0.0229524538797005
Position 236: 0.019856101825090018
Position 17: 0.01860372307614194
Position 602: 0.016757071497976533
Position 248: 0.01610050794234358
Position 445: 0.015902408026630413
Position 40: 0.004501724718834298
Position 1044: 0.0037533396367516987
Position 58: 0.0028123907481191006
Position 29: 0.0018316592114252857
Position 1618: 0.0014851168551447056
Position 65: 0.00011676654491304513
Position 27: 6.113373311584162e-05
Position 52: 5.025119254885401e-05
Position 21: 3.311339142145654e-05
Position 6: 1.3538511366050619e-05
Position 106: 4.1702671773785424e-07
Position 112: 1.4938035679408026e-10
Position 109: 1.0165951590470885e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 686: 0.6840967329785579
Position 505: 0.2072739759009685
Position 1579: 0.04985968904607095
Position 527: 0.04336091279587551
Position 547: 0.039623598121523454
Position 787: 0.038040650013128306
Position 357: 0.03530703460333131
Position 1042: 0.029000781380727217
Position 846: 0.028963651922477684
Position 112: 0.01287806062231161
Position 166: 0.012565831506564705
Position 722: 0.011718102231217114
Position 927: 0.011068933376666474
Position 702: 0.010623679168744588
Position 322: 0.007149874308029724
Position 720: 0.005643785920462428
Position 1804: 0.005622466848891089
Position 1463: 0.005162470247043689
Position 971: 0.004599617324648432
Position 1307: 0.004514554053021267
Position 976: 0.0039109985086168645
Position 1551: 0.003750346364056775
Position 1443: 0.003455146583541291
Position 1413: 0.0032623944897230356
Position 869: 0.003186441488712023
Position 808: 0.0028782408890148147
Position 422: 0.0018979239350309653
Position 432: 0.0010122139212714043
Position 129: 0.0007695821719335863
Position 359: 0.0006625052125334707
Position 81: 0.000610566543310308
Position 361: 0.0005879408650795787
Position 152: 0.00040841523133103123
Position 398: 0.0003657864932456192
Position 106: 0.00024864437694340305
Position 377: 0.00016597764840149923
Position 1542: 0.00010496242849689345
Position 395: 7.648607372797084e-05
Position 188: 4.863121432385748e-05
Position 175: 7.975926684789726e-06
Position 179: 4.550404834548785e-06
Position 379: 1.4778591597365132e-06
Position 227: 8.831143574088308e-09
Position 234: 6.976758320594144e-09
