Gene = AI597479
index = 89
Annotated 5SS: [  153  2172 12664]
Annotated 3SS: [ 2004 12287 14475]
SMsplice 5SS: [ 153 2172]
SMsplice 3SS: [ 2004 14475]
top_k =  100
Partition function (log Z): -11.314387664522322

Sorted 5' Splice Sites (High to Low Probability):
Position 2172: 0.9977607262117276
Position 153: 0.9840393820397493
Position 2462: 0.24888077374245723
Position 9971: 0.2111337054720842
Position 8175: 0.10283288846530637
Position 465: 0.005593170782926535
Position 82: 0.004831100527480863
Position 970: 0.004241364940396353
Position 584: 0.004204906549650089
Position 1885: 0.0017311188869151004
Position 3910: 0.0006019517107996393
Position 2366: 0.0005862715219026048
Position 1070: 0.00034354164912756
Position 1793: 0.0003315676499236612
Position 758: 9.985017698149504e-06
Position 128: 5.850391171405577e-07
Position 66: 3.8000208029341797e-07
Position 218: 2.653656197201606e-07
Position 330: 1.47057617395024e-07
Position 289: 1.2324339714460575e-07
Position 355: 1.1611675464330922e-07
Position 414: 1.0431550428657392e-07
Position 73: 2.149890186967519e-08
Position 37: 1.9024538923558015e-08
Position 18: 4.922675517035903e-09
Position 11: 1.9866239919691176e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2004: 0.6567530795525948
Position 14475: 0.6542746010833338
Position 2070: 0.2332775040913698
Position 9904: 0.2202332084614541
Position 2353: 0.18819963807228507
Position 8034: 0.10899909567110559
Position 12287: 0.08969855680868792
Position 2249: 0.06301643571508714
Position 7675: 0.058521619473085894
Position 2091: 0.05630473158360857
Position 2007: 0.049151605732690735
Position 8097: 0.04057020123300955
Position 4123: 0.026781888583029795
Position 5206: 0.013753141423840431
Position 7870: 0.009824497811313448
Position 4635: 0.007322264223974538
Position 4082: 0.007179270560395678
Position 3242: 0.006713145792121492
Position 7181: 0.0063807178613365274
Position 3061: 0.006070718370521824
Position 2707: 0.00560800297701817
Position 4254: 0.005255130688066124
Position 2300: 0.004739066808307373
Position 3754: 0.003834532938011988
Position 4924: 0.0035202216983462797
Position 2650: 0.0035159165990830666
Position 7542: 0.0032321959389662465
Position 3801: 0.002898491146698337
Position 7428: 0.002832187038913461
Position 2909: 0.002600792433155681
Position 1948: 0.002324738933336332
Position 4281: 0.0022392712142450025
Position 6203: 0.002163773603991554
Position 3505: 0.0021117817765257526
Position 2990: 0.002055504051203743
Position 2856: 0.0018224615354247111
Position 2742: 0.0017790956360493881
Position 1717: 0.0016804802341659707
Position 274: 0.001491806151978296
Position 3413: 0.0013036951931068275
Position 2294: 0.0011892411633579539
Position 844: 0.0010096065637387442
Position 1695: 0.0007568460399383978
Position 3789: 0.000657864941829056
Position 902: 0.0006524388720959664
Position 3109: 0.0005499773510216217
Position 3825: 0.0005393587704364041
Position 2956: 0.00037359645008090735
Position 2306: 0.00028374548813054604
Position 485: 0.0002453143776759155
Position 753: 0.00020512350672324505
Position 1966: 0.00018725116994920633
Position 959: 9.94034671152305e-05
Position 317: 9.287795630175488e-05
Position 781: 7.863289455722936e-05
Position 1873: 6.564058392005082e-05
Position 2438: 4.147222144602794e-05
Position 940: 3.239552363347722e-05
Position 2259: 2.7097922155079177e-05
Position 2402: 1.269775429050026e-06
