Gene = Spg21
index = 1014
Annotated 5SS: [  208  4404  7990 12772 15039 19541 21022 23636]
Annotated 3SS: [ 4316  7827 12690 14892 19431 20913 23494 25885]
SMsplice 5SS: [  208  1924  4404  7990 12772 19541 21022]
SMsplice 3SS: [ 1728  4316  7827 12690 19431 20913 23494]
top_k =  100
Partition function (log Z): -5.181588128492974

Sorted 5' Splice Sites (High to Low Probability):
Position 7990: 0.9999675323966423
Position 19541: 0.9966570418838583
Position 208: 0.9960913578033828
Position 4404: 0.9278651209956897
Position 21022: 0.9220534885465212
Position 12772: 0.8723299052183172
Position 23636: 0.6497901703271541
Position 1924: 0.4885871642719835
Position 1958: 0.18047886158918128
Position 22386: 0.11869498378902095
Position 6931: 0.10613070489852085
Position 15561: 0.06515603231072839
Position 5287: 0.04864143379566631
Position 4871: 0.03637123949964095
Position 5127: 0.03545140733124434
Position 1962: 0.03500572422430545
Position 1903: 0.021072711875743156
Position 21361: 0.014537321926401532
Position 1064: 0.009015341250014583
Position 248: 0.003881374922485602
Position 4450: 0.0012609492296476012
Position 874: 0.0010008593272989054
Position 1436: 0.0009993575086609998
Position 987: 0.0008517938334344133
Position 859: 0.0006729451002189545
Position 1337: 0.0004246950883971146
Position 4454: 0.00041461447797984526
Position 920: 0.00039415761087582964
Position 4408: 0.00029981075428262097
Position 365: 8.515258215052454e-06
Position 241: 7.952951773230336e-06
Position 356: 4.094508690234247e-06
Position 266: 3.423408672960516e-06
Position 237: 2.7692157256827525e-06
Position 405: 2.040970341970631e-07
Position 254: 1.3958910504466818e-07
Position 262: 1.3228148835324346e-07
Position 631: 3.596342202268207e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7827: 0.9999895676071044
Position 19431: 0.9982684197006984
Position 20913: 0.9220534885465214
Position 4316: 0.9168323652617941
Position 12690: 0.8723299052183172
Position 23494: 0.8312858277796541
Position 1728: 0.6791598752231099
Position 26330: 0.18499087463692704
Position 25885: 0.17459509005721385
Position 22260: 0.11869498378902095
Position 24212: 0.11389067442583645
Position 6782: 0.10613070489852085
Position 4970: 0.080089187215082
Position 25158: 0.07050314196609582
Position 23784: 0.06867316993346227
Position 15351: 0.06636912246742148
Position 21113: 0.044927250058310005
Position 23342: 0.04203881439967874
Position 21147: 0.039675636728903584
Position 26269: 0.03713721930761923
Position 21875: 0.022354908839258718
Position 4678: 0.01724012204164032
Position 1682: 0.015664678357069323
Position 4798: 0.015210274552857991
Position 1843: 0.013333619100024792
Position 4179: 0.013008130195805951
Position 21353: 0.012323941653066342
Position 21286: 0.009584674006435548
Position 1595: 0.008144357463801526
Position 1799: 0.006667086598708729
Position 21583: 0.006052860402787935
Position 754: 0.005861377317149167
Position 5196: 0.00401347093471623
Position 4759: 0.003920842905142651
Position 21685: 0.0029504499421656068
Position 709: 0.0025648279026371924
Position 1869: 0.0021754605885029752
Position 905: 0.002075726784768437
Position 778: 0.0008591589834034932
Position 1236: 0.0006211789231375168
Position 986: 0.000473896812312499
Position 1311: 0.00040204674936771776
Position 12929: 0.0002523612327776882
Position 1264: 0.00022234696940722463
Position 1284: 0.00017847995514565468
Position 9969: 0.00012405130345510918
Position 842: 0.00010010932157188487
Position 9118: 6.439822706281744e-05
Position 8214: 2.6096869308192622e-05
Position 10429: 1.9114906647505966e-05
