Gene = Sprr2d
index = 1019
Annotated 5SS: [42]
Annotated 3SS: [1094]
SMsplice 5SS: [42]
SMsplice 3SS: [1094]
top_k =  100
Partition function (log Z): -5.319323916600901

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.9927010461377221
Position 371: 0.0919634578725393
Position 367: 0.017813758649567222
Position 442: 0.009832261733094911
Position 506: 0.009404587860466948
Position 600: 0.007720299783423997
Position 1368: 0.007510407245885047
Position 244: 0.00573387477597638
Position 1206: 0.002666958961491628
Position 297: 0.0021331401203318846
Position 1179: 0.0003770874115228526
Position 1609: 0.0002758085416943127
Position 150: 7.062219117224663e-05
Position 9: 8.048734625422097e-06
Position 1233: 6.282536416321124e-06
Position 60: 3.4110826765365823e-06
Position 900: 3.3131565719238584e-06
Position 444: 2.514662534097366e-06
Position 68: 2.2520090522892965e-06
Position 398: 2.1206163585235755e-06
Position 710: 1.6377669047516048e-06
Position 259: 4.18212285504873e-07
Position 161: 3.349447728379685e-07
Position 88: 2.6817457663324435e-07
Position 46: 2.6206234103920786e-07
Position 179: 2.3958654156787295e-07
Position 74: 1.8695497776924882e-07
Position 93: 4.072023513283305e-08
Position 124: 2.3034970781695107e-08
Position 198: 5.131924336945251e-09
Position 48: 4.4603354575034514e-09
Position 164: 3.9098156462078714e-09
Position 205: 2.0847075769096473e-09
Position 129: 2.060389730631993e-09
Position 191: 1.8394901584788714e-09
Position 96: 9.803648185746546e-10
Position 115: 8.958287967836965e-10
Position 117: 8.816000244347429e-10
Position 77: 4.958461410922347e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1094: 0.8534746665346794
Position 284: 0.10030356619846655
Position 342: 0.05614517780754621
Position 409: 0.033367939048935334
Position 228: 0.023881122769843628
Position 1524: 0.022450611371925083
Position 1652: 0.012061929117653598
Position 1308: 0.010303327780814771
Position 1305: 0.005561003572985772
Position 1699: 0.0038471660314667866
Position 1347: 0.003380662438278357
Position 461: 0.003070468275348561
Position 129: 0.0023755569778727303
Position 1128: 0.0018419766724064957
Position 370: 0.0017566047601967844
Position 1344: 0.0015952314514068606
Position 1125: 0.0014423447304059255
Position 1233: 0.0014148233981291353
Position 441: 0.0014057974851639928
Position 1433: 0.0013681023114478226
Position 1206: 0.0012340003376161413
Position 1267: 0.0012002768644136129
Position 1592: 0.0009681609575196225
Position 1472: 0.0009296297410401912
Position 1565: 0.0007083086275656213
Position 348: 0.0005748382023584036
Position 542: 0.0005692684514087039
Position 1010: 0.0005304498647779358
Position 1723: 0.0003789847591317971
Position 489: 9.137154510394919e-05
Position 235: 3.6739013560057677e-07
Position 297: 3.2205389471941806e-07
Position 153: 1.4703502010153457e-07
Position 243: 1.2761884593000363e-07
Position 191: 9.358883918104689e-08
Position 238: 9.021876386279763e-08
Position 161: 8.97506289988967e-08
Position 307: 8.253899367649608e-08
