Gene = Atp5k
index = 151
Annotated 5SS: [123 423 718]
Annotated 3SS: [ 367  618 1110]
SMsplice 5SS: [123 423 718]
SMsplice 3SS: [ 367  618 1110]
top_k =  100
Partition function (log Z): -2.813706984765521

Sorted 5' Splice Sites (High to Low Probability):
Position 718: 0.9131840640808642
Position 123: 0.8778085865652652
Position 423: 0.7120785018344153
Position 532: 0.14684596569751623
Position 456: 0.12618955755680525
Position 105: 0.04880938253421896
Position 75: 0.010857751667146502
Position 99: 0.010643442101899
Position 150: 0.00989937521590357
Position 1006: 0.00802974882291689
Position 998: 0.00727782759949979
Position 902: 0.002482029557797897
Position 142: 0.0020543622262448238
Position 90: 0.0017025218478771784
Position 277: 0.0010907616908886403
Position 292: 0.0009738196570464482
Position 1012: 0.0008877019289989638
Position 139: 0.000772186361215647
Position 376: 0.0006216407958515526
Position 304: 0.0005470748562029885
Position 846: 0.0005430050158109311
Position 956: 0.0005332882440504251
Position 191: 0.0005136299872294522
Position 55: 0.0005040384826278862
Position 489: 0.00032696584870111023
Position 761: 0.0002373916901437857
Position 466: 0.00022220143587696632
Position 874: 0.000200542930739233
Position 1057: 0.00016691866428945981
Position 468: 0.0001371269111505176
Position 230: 8.413458912578538e-05
Position 335: 5.10558024235982e-05
Position 427: 4.730682448713057e-05
Position 42: 1.0690837884557107e-05
Position 227: 4.860736903584657e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 367: 0.9454491302151132
Position 618: 0.9367624355407109
Position 1110: 0.7983376715433291
Position 877: 0.07449149330563977
Position 817: 0.06204170008253884
Position 1163: 0.016122375991140345
Position 580: 0.011048199783264148
Position 292: 0.010919212236628785
Position 639: 0.007186499834325071
Position 956: 0.005613992554922328
Position 1045: 0.0028990821192780036
Position 589: 0.0026712013348622827
Position 199: 0.0023949320312027173
Position 1027: 0.0017910323059233551
Position 839: 0.0014320589676447206
Position 1116: 0.0012211509579438554
Position 644: 0.000922602102768015
Position 577: 0.0007346004455566131
Position 641: 0.0005958293294347281
Position 1061: 0.0005943797660693604
Position 901: 0.0004541801801840312
Position 647: 0.0003592645569338578
Position 916: 0.0003549105575357184
Position 489: 0.0003261273036518771
Position 834: 0.00031997169584102255
Position 531: 0.0003088861470776632
Position 1071: 0.0002737224066419625
Position 1051: 0.0002647825156182326
Position 1137: 0.00017189714929625888
Position 594: 0.0001330766480493554
Position 237: 5.6636723558685906e-05
Position 504: 3.873771396697592e-05
Position 514: 2.8607076502581822e-05
Position 521: 1.8846439475734767e-05
Position 159: 2.2183501038496717e-07
Position 122: 6.117145647571437e-09
Position 415: 4.902568392039804e-09
Position 423: 1.8266605727781817e-10
