Gene = Sdhd
index = 959
Annotated 5SS: [  75 3265 5052]
Annotated 3SS: [3147 4906 6561]
SMsplice 5SS: [  75 3265]
SMsplice 3SS: [3147 6561]
top_k =  100
Partition function (log Z): -6.879379826855136

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.9748458801682363
Position 3265: 0.8159901007315854
Position 3034: 0.5423660333810295
Position 3680: 0.17173911114375523
Position 3224: 0.054669535475909956
Position 4845: 0.05122667412724381
Position 1980: 0.03180347299922633
Position 3013: 0.0292364339297295
Position 1984: 0.028658288577619317
Position 98: 0.019764094514223573
Position 1253: 0.017954461527348482
Position 3229: 0.01720489276611927
Position 5056: 0.014403819761197575
Position 5086: 0.009288992850909835
Position 765: 0.008373442465414292
Position 790: 0.008196435346113539
Position 938: 0.007275623338814159
Position 2238: 0.0070877599476486305
Position 4823: 0.002825515881987173
Position 925: 0.0027837963311793694
Position 1145: 0.002570647191332132
Position 80: 0.0022829667116421115
Position 2699: 0.0021870531278615217
Position 918: 0.001890157762069564
Position 2703: 0.0016802251830141358
Position 814: 0.0015320700637132117
Position 2178: 0.001333106465611906
Position 2757: 0.0012971187477125873
Position 628: 0.0006785520753585396
Position 837: 0.0005525513631622787
Position 359: 0.0004759142740228046
Position 280: 2.7736009185291694e-05
Position 156: 2.6549816677166844e-05
Position 222: 7.970347897506932e-06
Position 257: 7.503840572917337e-06
Position 249: 5.607656249321013e-06
Position 134: 2.421782228227659e-06
Position 303: 2.3379861963956616e-06
Position 267: 2.1103519334551533e-06
Position 269: 1.939001379008594e-06
Position 306: 2.479269662860708e-07
Position 82: 1.7141262244940794e-08
Position 29: 1.2505659030190855e-08
Position 47: 7.95278086491265e-09
Position 57: 5.060291994172571e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3147: 0.979241809508193
Position 6561: 0.5280396075458995
Position 2918: 0.31850182549253303
Position 2740: 0.22118945270638724
Position 3497: 0.1476265394709349
Position 4906: 0.103500113089567
Position 4714: 0.08106350154501882
Position 3556: 0.042620890362605864
Position 3787: 0.03912060022678134
Position 1841: 0.03512256957385841
Position 5847: 0.03446766250596198
Position 5893: 0.03419158603510852
Position 3595: 0.030813813769743216
Position 723: 0.02869761442143193
Position 1890: 0.024959070500742097
Position 5972: 0.019703518642932953
Position 2845: 0.018724828799987117
Position 2660: 0.018350757370439973
Position 5763: 0.017711657657304456
Position 3370: 0.015353609789671003
Position 3519: 0.013933739443360743
Position 4265: 0.012656286271331788
Position 4022: 0.009316194661306267
Position 5953: 0.00921228291422098
Position 2134: 0.008420866413260548
Position 990: 0.00818013611355344
Position 4063: 0.0055587441338866075
Position 3113: 0.004580857784223517
Position 1111: 0.003917234722129204
Position 655: 0.002371352804734092
Position 4802: 0.0022987607991010006
Position 1017: 0.002175406102716495
Position 4173: 0.0019648732257536825
Position 4291: 0.001816781319911534
Position 1075: 0.0018000404931467308
Position 917: 0.0011324630030763263
Position 417: 0.0009351856921476118
Position 1186: 0.0008995718047279998
Position 199: 0.0007885026417312436
Position 3163: 0.0005373634419508124
Position 1915: 0.00038012150224517224
Position 3500: 0.000161764806921651
Position 1188: 0.00012690286513284134
Position 699: 9.096549740338109e-05
Position 622: 1.7681369983058016e-06
