Gene = Gtf3c3
index = 528
Annotated 5SS: [  159  1140  4918  8473 10210 11572 14963 15471 18576 19589 21313 22250
 23088 33135 33992 35461 39843]
Annotated 3SS: [ 1027  4732  8348 10017 11405 14814 15397 18471 19416 21109 22147 22951
 32896 33800 35335 39689 40968]
SMsplice 5SS: [  159  1140  4918  8473 10210 11572 14351 14963 18576 21313 22250 23088
 33135 33992 35461 39843]
SMsplice 3SS: [ 1027  4732  8348 10017 11405 14259 14814 18471 21219 22147 22951 32896
 33800 35335 39689 40968]
top_k =  100
Partition function (log Z): -7.217040929508196

Sorted 5' Splice Sites (High to Low Probability):
Position 11572: 0.9999374639287183
Position 1140: 0.9983459959237627
Position 14963: 0.9967001176069854
Position 4918: 0.9890570058716566
Position 22250: 0.985818150983838
Position 23088: 0.977182559515747
Position 159: 0.8644774175748011
Position 10210: 0.8232060629052372
Position 8473: 0.5630631759653457
Position 14351: 0.39810689078588596
Position 14505: 0.24269500365412472
Position 554: 0.09972315089080831
Position 6691: 0.0914530533201067
Position 23984: 0.06945442127384234
Position 11843: 0.06635917317457099
Position 7005: 0.06289969125993629
Position 26046: 0.05488158226222629
Position 1381: 0.04918332449995413
Position 4655: 0.04863386246399794
Position 581: 0.02894369497358051
Position 227: 0.025265059187773612
Position 336: 0.023174218943348934
Position 573: 0.01951665786496426
Position 178: 0.0176366341363302
Position 606: 0.01475172339380833
Position 10143: 0.013597730276018466
Position 6783: 0.008587478581471469
Position 213: 0.008494706583626638
Position 4142: 0.006912134467740972
Position 2702: 0.006093822447390263
Position 5654: 0.005054092978807592
Position 2371: 0.004822667931347185
Position 188: 0.003122420551177123
Position 15695: 0.0010222431922526662
Position 393: 0.0007418934434862423
Position 289: 0.0002109494544476622
Position 210: 0.00012089128786256891
Position 370: 0.00011129634646683337
Position 116: 8.176305216185654e-05
Position 375: 5.792548963934316e-05
Position 59: 4.412780838265585e-05
Position 1173: 2.962227656850215e-05
Position 15180: 1.9577141871905905e-05
Position 14763: 1.2250990643116195e-05
Position 217: 6.375641673042116e-06
Position 65: 6.139732962675927e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11405: 0.9999999999999921
Position 14814: 0.9969439314447704
Position 22147: 0.9858181509838371
Position 22951: 0.9538692881255194
Position 4732: 0.9525782850199239
Position 1027: 0.9518096788784235
Position 10017: 0.8368037931812567
Position 14259: 0.6327483651212852
Position 8348: 0.5630631759653457
Position 25957: 0.43067235333946385
Position 24317: 0.2578068227209668
Position 23821: 0.17360353743834098
Position 477: 0.0910535450422002
Position 25756: 0.07192227800351328
Position 4598: 0.07175397739300621
Position 23840: 0.07015035777925024
Position 6879: 0.06289969125993629
Position 26133: 0.05488158226222629
Position 6454: 0.05479278106073937
Position 1277: 0.04779047700377649
Position 11749: 0.04778739107766937
Position 6583: 0.03741556461754794
Position 22696: 0.031948862858318924
Position 24658: 0.018893728677430492
Position 23188: 0.01538267381855431
Position 4792: 0.013358605922724077
Position 11774: 0.013291348602222613
Position 15397: 0.01229879336799917
Position 911: 0.012170903985143434
Position 428: 0.011459748891553835
Position 23239: 0.008205229012070756
Position 14058: 0.008053529318725544
Position 1070: 0.007815904047109374
Position 500: 0.00755266877769003
Position 3810: 0.006912134467740972
Position 997: 0.006373997237735628
Position 2472: 0.006093822447390263
Position 11712: 0.005280433494679026
Position 5542: 0.005054092978807592
Position 6529: 0.005052374305868135
Position 1036: 0.0041933528328432935
Position 1043: 0.003901060703245242
Position 1061: 0.0029134783949503794
Position 6724: 0.0027798119174227485
Position 2317: 0.0024661171244854587
Position 2290: 0.0023565508068617226
Position 1097: 0.0021656247853796685
Position 972: 0.0019029887542145383
Position 15786: 0.0016486420456427097
Position 1292: 0.0013928474961776313
Position 451: 0.0006030136864276667
Position 16603: 0.00044763383769751066
Position 509: 0.0003781545461157523
Position 12141: 0.00022884406835897692
Position 326: 0.00022086190251163605
Position 768: 0.00014439813532928154
Position 14618: 0.00011649155648006459
Position 12395: 0.00010805690818836435
Position 11932: 6.153150562805905e-05
Position 927: 5.885531220306901e-05
Position 1120: 5.222350937707152e-05
Position 698: 4.5429037299687896e-05
Position 798: 2.4204669123846175e-05
Position 15016: 1.957714187190588e-05
Position 738: 1.1359523864676987e-05
Position 663: 7.89983738876177e-06
Position 680: 1.8750427522972818e-06
Position 704: 1.4299313763683128e-06
Position 375: 6.628435832301539e-09
Position 289: 2.334843908229095e-10
Position 330: 2.314596796856594e-10
