Gene = Msantd1
index = 717
Annotated 5SS: [  16 2828 6592]
Annotated 3SS: [2562 6315 8235]
SMsplice 5SS: [  16 2828 6592]
SMsplice 3SS: [2562 6315 8235]
top_k =  100
Partition function (log Z): -2.183253180552666

Sorted 5' Splice Sites (High to Low Probability):
Position 2828: 0.9960047438763274
Position 6592: 0.8266993519604083
Position 16: 0.7195190336479811
Position 6782: 0.2232380662060092
Position 2511: 0.21639666624744772
Position 202: 0.12927189562066863
Position 5873: 0.11571190199485953
Position 6797: 0.1144855579404562
Position 1208: 0.10150320904996872
Position 5533: 0.0887073932349152
Position 8079: 0.08093133617946477
Position 252: 0.0786029009960549
Position 6823: 0.07434885961822436
Position 852: 0.07192690424426637
Position 3691: 0.07141587640465738
Position 3598: 0.06623371961071667
Position 3410: 0.05375290750095362
Position 62: 0.03813998491849192
Position 4655: 0.019682548137933888
Position 3378: 0.017906989574972918
Position 139: 0.01642267382131361
Position 1191: 0.0028827439375401567
Position 8369: 0.0011554874174336404
Position 4495: 0.0005411041004635539
Position 229: 8.073188723904361e-05
Position 161: 8.013800273601145e-07
Position 50: 7.592016525713695e-08
Position 93: 2.6485592853987073e-08
Position 103: 1.8994933703451904e-08
Position 10: 5.620892285430676e-09
Position 8: 4.1723811100863335e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8235: 0.981812254149554
Position 6315: 0.8284250866403426
Position 2615: 0.5771825693437208
Position 6667: 0.42738414487334536
Position 2562: 0.41358787723512197
Position 3499: 0.12087296132441638
Position 5680: 0.11571190199485953
Position 2438: 0.08563240853292675
Position 7916: 0.0809313361794648
Position 2412: 0.07873199927539125
Position 5349: 0.07148207032896485
Position 744: 0.06463768038323751
Position 3338: 0.05729178741961342
Position 2327: 0.04313346207687172
Position 1014: 0.0313081426928677
Position 1049: 0.024836417601230062
Position 1083: 0.020604148758880614
Position 4595: 0.019843624569621004
Position 5402: 0.017300716970077373
Position 3513: 0.01627944773740834
Position 2350: 0.014087328321493913
Position 975: 0.012082151492113773
Position 3160: 0.006625280967646798
Position 3214: 0.006613715135889204
Position 1190: 0.0017094721820767509
Position 8452: 0.001155487417433639
Position 228: 0.0011445509133523922
Position 135: 0.0010164502900137033
Position 113: 0.0008330557986726759
Position 3163: 0.0007593130794506342
Position 4371: 0.0006719936014600627
Position 5023: 0.0005243076324110127
Position 3618: 0.0004818958652614427
Position 8287: 0.00023026667421848195
Position 2976: 0.00021746227691130777
Position 3084: 0.00015233819641518264
Position 549: 5.023476316572039e-05
Position 801: 4.688939586995408e-05
Position 2444: 4.576533824870536e-05
Position 3582: 4.3706846703626846e-05
Position 769: 2.256010538681064e-05
Position 750: 2.229216516494658e-05
Position 655: 1.9108739491395325e-05
Position 495: 1.7855415993579072e-05
