Gene = Tpp1
index = 1135
Annotated 5SS: [  65  254  646 2056 2376 2699 3011 3353 3654 4577 4849 5293]
Annotated 3SS: [ 181  505 1904 2247 2522 2811 3163 3583 4455 4689 5166 5462]
SMsplice 5SS: [  65  254 2056 2699 3654 5463]
SMsplice 3SS: [ 181 1904 2559 3583 5258 5881]
top_k =  100
Partition function (log Z): 4.584531354944669

Sorted 5' Splice Sites (High to Low Probability):
Position 3654: 0.9817995073058008
Position 2056: 0.9696918495322238
Position 65: 0.9081072728876828
Position 2699: 0.8882740939345484
Position 254: 0.8638155716471829
Position 4849: 0.7200797045110517
Position 3353: 0.5026470123527826
Position 4614: 0.4707955596317839
Position 5463: 0.43563416784392145
Position 5293: 0.43322201227724055
Position 4577: 0.3716564213516044
Position 2376: 0.22213889368382525
Position 276: 0.11893261548742506
Position 6014: 0.10188605850774066
Position 2582: 0.08747679023258173
Position 78: 0.08390448008752849
Position 646: 0.033216790324985965
Position 728: 0.03304067448563337
Position 609: 0.031657421253868494
Position 4192: 0.031235205446068563
Position 2323: 0.02506994247363387
Position 3011: 0.020002152624550778
Position 1447: 0.01910973764773551
Position 7148: 0.018249159223144636
Position 3244: 0.01603425994151238
Position 2473: 0.012514366526505165
Position 2414: 0.007428286048613019
Position 2157: 0.003865191440028756
Position 711: 0.003340086788753204
Position 87: 0.0031806826098121762
Position 2063: 0.002496952379879061
Position 3758: 0.000420906880017204
Position 2015: 0.0002637599064214813
Position 248: 0.00014589337826907507
Position 267: 6.526838801714452e-05
Position 258: 4.7802327764198494e-05
Position 378: 2.2190576867391426e-05
Position 331: 2.0190439751268055e-05
Position 8: 1.6298720013010116e-05
Position 426: 1.351120687998291e-05
Position 342: 6.6693583992054525e-06
Position 282: 5.01890800890857e-06
Position 299: 1.4191567227294576e-06
Position 121: 1.0355018812774507e-07
Position 124: 2.1801793213962417e-09
Position 144: 7.637359339966462e-13
Position 133: 1.7096099169388918e-14
Position 172: 6.941546146345562e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 181: 0.9669346200358816
Position 3583: 0.9527107917463499
Position 1904: 0.9233031585772262
Position 5258: 0.47089506283550053
Position 4455: 0.47064199479911456
Position 2559: 0.45527889817187095
Position 5166: 0.4288813222042931
Position 2522: 0.421495294874346
Position 4689: 0.3566000955534926
Position 3212: 0.3485924981631672
Position 5881: 0.3213971341811419
Position 2247: 0.3065484430346831
Position 4511: 0.23408484639795024
Position 4721: 0.1866480083998726
Position 6381: 0.17401084862047275
Position 5737: 0.1602843293451808
Position 7055: 0.15959978315461382
Position 4472: 0.1324929160764659
Position 6615: 0.1292943669146216
Position 3163: 0.12514325210643187
Position 4742: 0.12415635439976089
Position 505: 0.09053510717065626
Position 4576: 0.057907469867783085
Position 5550: 0.046003010087466614
Position 7378: 0.04317711598264691
Position 3087: 0.04234196137742874
Position 4103: 0.033723853797165956
Position 5715: 0.02710725059007205
Position 2581: 0.02690760361825951
Position 1978: 0.026506401350979147
Position 2811: 0.022507272324968908
Position 5462: 0.020234850027548074
Position 2570: 0.017827181221843905
Position 2251: 0.014802251201093587
Position 1841: 0.013348015727918475
Position 3352: 0.012070085577688652
Position 1365: 0.010123447349701227
Position 189: 0.008433105148486579
Position 3526: 0.007556553001187668
Position 5683: 0.005617675557391142
Position 581: 0.0055572496814333084
Position 1988: 0.005420609894244588
Position 3446: 0.005167398607259032
Position 3620: 0.004684647227961181
Position 516: 0.003677063868501039
Position 1387: 0.003352170370654832
Position 1796: 0.0029983897276074293
Position 1847: 0.0027071701228648087
Position 1288: 0.0022498526436914136
Position 127: 0.001999678117000515
Position 412: 0.001485552132650476
Position 1226: 0.0013514403265893749
Position 1820: 0.0012908744542772437
Position 1319: 0.0011491681630712064
Position 1198: 0.0008836587940274595
Position 133: 0.0008639714478651571
Position 1763: 0.000532448803600903
Position 2080: 0.0002106845998338981
Position 2886: 5.260464972573958e-05
Position 130: 5.205250405850645e-05
Position 2873: 4.583629712330423e-05
Position 2350: 3.517216017497864e-05
Position 3653: 3.0938025372323364e-05
Position 2341: 3.897519105831891e-06
Position 2294: 3.6310983295544106e-06
Position 291: 1.2263849612711289e-06
Position 142: 3.3118393723939954e-07
Position 245: 4.085179622086303e-09
Position 236: 2.0041090202311906e-09
