Gene = Deaf1
index = 328
Annotated 5SS: [  394  3591  4783  5211  5747  6563 12811 13339 14453 16911 26073]
Annotated 3SS: [ 3492  4652  5063  5606  6496 12683 13209 14323 16662 25982 30055]
SMsplice 5SS: [  394  3591  5211  5747  6709 12811 13339 14453 23061 26073]
SMsplice 3SS: [ 3492  5063  5606  6613 12683 13209 14323 22972 25982 30055]
top_k =  100
Partition function (log Z): 7.960785581046144

Sorted 5' Splice Sites (High to Low Probability):
Position 12811: 0.999751803340033
Position 14453: 0.9976834083146394
Position 3591: 0.9951832395430651
Position 5211: 0.9869313009796151
Position 5747: 0.9746728430684694
Position 13339: 0.9634167770828999
Position 6709: 0.9089788865099834
Position 1122: 0.4984373549554001
Position 16911: 0.46691079672766833
Position 6386: 0.30380783606982315
Position 18063: 0.2953272528650158
Position 14619: 0.23036655760780197
Position 6563: 0.13273671126534647
Position 1015: 0.13097671130171476
Position 13090: 0.12787608072390105
Position 988: 0.11703702152667353
Position 4783: 0.10356947211122472
Position 398: 0.08723256819653974
Position 303: 0.0821014997755214
Position 17783: 0.06496260314385068
Position 14100: 0.05433129280011549
Position 7205: 0.04607855595503882
Position 7112: 0.030642047486702975
Position 13315: 0.02815442072159533
Position 100: 0.02782010749478534
Position 7094: 0.02378978651412933
Position 96: 0.023672980134063323
Position 14104: 0.02218584387772512
Position 13102: 0.020973136166314788
Position 1327: 0.018937761738376493
Position 6883: 0.018764056292545305
Position 337: 0.017660330057872715
Position 3709: 0.015256263182293455
Position 288: 0.012457160942803925
Position 7083: 0.011705321770993812
Position 1666: 0.011638953613831547
Position 6371: 0.011597104962943293
Position 6350: 0.010756173689256377
Position 871: 0.010144397573286858
Position 4657: 0.00990774458923806
Position 4827: 0.009652258705437674
Position 91: 0.009611204718509169
Position 1561: 0.007147560264084754
Position 8078: 0.006554745976709591
Position 3184: 0.00596978146565777
Position 4021: 0.005276983088462243
Position 5196: 0.005224431522173337
Position 7897: 0.004641566289934051
Position 5247: 0.003907828106372438
Position 62: 0.0037056861078811165
Position 1006: 0.003673418622127759
Position 4831: 0.002282369673975753
Position 5954: 0.0021613547730064183
Position 5490: 0.0017519398683136758
Position 5794: 0.0015478412702142714
Position 16436: 0.001273659788833242
Position 6390: 0.0009030697286742331
Position 6383: 0.0007780403446980894
Position 5404: 0.0005760892307302823
Position 5442: 0.000564052872189495
Position 6012: 0.00048746917958977326
Position 6746: 0.000381035307008156
Position 5483: 0.00026016019507808287
Position 5159: 0.00021630978021084426
Position 6741: 0.00018604517320551276
Position 13056: 6.82771242220288e-05
Position 6247: 6.344403313843064e-05
Position 5644: 4.62657365727261e-05
Position 5906: 4.1857511153134904e-05
Position 4835: 9.734916761534557e-06
Position 3955: 8.588476825961372e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3492: 0.9876720954302436
Position 12683: 0.9872144762161196
Position 5606: 0.9750047434340207
Position 13209: 0.8655585337879257
Position 14323: 0.8159466173517096
Position 5063: 0.7747463056821539
Position 6613: 0.6055442861394111
Position 17921: 0.4173192485465055
Position 6496: 0.3931975686200696
Position 24547: 0.3114344828951298
Position 14530: 0.28711991533214376
Position 16806: 0.2700514021538849
Position 6246: 0.26553488785441454
Position 16662: 0.19607521251226503
Position 23353: 0.19477126861603156
Position 13047: 0.18114212615602965
Position 14354: 0.15984103099005328
Position 5048: 0.14947480053399742
Position 7006: 0.11221004379459634
Position 4652: 0.09051821306615346
Position 17696: 0.07274900302620652
Position 13955: 0.06945277093098164
Position 15936: 0.06397719513396251
Position 16713: 0.0626713264411844
Position 18437: 0.06091478092769562
Position 13227: 0.060474981832806196
Position 15756: 0.04251668099818248
Position 6291: 0.040096341760260085
Position 6653: 0.034646028688327474
Position 5101: 0.0327338214379314
Position 15141: 0.031068033165720464
Position 14778: 0.02542612517988237
Position 5071: 0.02068419846182617
Position 4491: 0.018212744428266155
Position 6272: 0.017722164704019647
Position 1494: 0.01750643884339612
Position 14391: 0.016323591919966664
Position 1059: 0.014017235796057143
Position 12718: 0.012537327123912912
Position 3534: 0.012327904569759558
Position 6796: 0.012283521925210249
Position 3664: 0.010439502725355066
Position 1003: 0.010030126548188713
Position 13003: 0.008848656974034008
Position 5108: 0.008472966177362096
Position 12952: 0.008055752242889708
Position 6632: 0.007957802904728507
Position 13126: 0.007309764626719095
Position 14823: 0.007275770983948121
Position 13980: 0.007064365746858984
Position 7900: 0.006554745976709596
Position 4660: 0.006121437180888676
Position 6827: 0.0059793950812367875
Position 3055: 0.005969781465657779
Position 1226: 0.00585321808633321
Position 5148: 0.005844199738336456
Position 16261: 0.005334773561999442
Position 7788: 0.004641566289934055
Position 1064: 0.004627615709353588
Position 4725: 0.004424747785610283
Position 5104: 0.004323165169582553
Position 13232: 0.004322588146540532
Position 4602: 0.004196518902828572
Position 6221: 0.004107133548013017
Position 16171: 0.00405233858217603
Position 922: 0.003986113992493974
Position 15682: 0.003547836494151315
Position 3843: 0.0034756794300067418
Position 14220: 0.0032898285204821407
Position 5848: 0.0024615500305937214
Position 14664: 0.0023911007239317945
Position 14191: 0.0022823395324275374
Position 12981: 0.002272419011339487
Position 1187: 0.002267732324465466
Position 13264: 0.0021548546142336053
Position 5372: 0.0020871857448295133
Position 1262: 0.0016086828211003652
Position 1531: 0.0012800750345201707
Position 1200: 0.0010774778675600501
Position 4673: 0.0010242597308513942
Position 4782: 0.0009240720892210446
Position 3886: 0.0008063796457699133
Position 5632: 0.0007425686691258935
Position 6251: 0.0006910861632807773
Position 3934: 0.0006036093968831057
Position 5320: 0.0005816610211929935
Position 5279: 0.0005561498044549908
Position 5666: 0.0005200881366428483
Position 6440: 0.0005055356615233784
Position 3858: 0.0003999030926284418
Position 6590: 0.00029837922084118387
Position 13329: 0.00018730321430104302
Position 14539: 0.00014437485816927705
Position 6615: 0.00013721865673119442
Position 13143: 0.00012964393864602856
Position 6656: 8.537026669797335e-05
Position 6107: 6.344403313843064e-05
Position 5870: 5.3837836922474086e-05
Position 5629: 5.372476119300418e-05
Position 6800: 5.215846553022078e-05
Position 5675: 3.213608099781131e-05
Position 13148: 3.2067273468291824e-05
Position 6737: 2.188585822217541e-05
Position 6881: 2.0571358133749202e-05
Position 5833: 1.5468759373963953e-05
Position 6370: 7.6224668328746516e-06
Position 7060: 5.667932268576197e-06
Position 5578: 2.44731859336773e-07
Position 5558: 2.169803384004123e-07
Position 5477: 1.8319128067230342e-07
Position 5481: 1.1452249325663912e-07
