Gene = Otos
index = 786
Annotated 5SS: [  91 3158 3508 3660]
Annotated 3SS: [2964 3414 3632 4323]
SMsplice 5SS: [  91  357 3158 3508 3713]
SMsplice 3SS: [ 190 3078 3414 3632 4323]
top_k =  100
Partition function (log Z): 0.9922207375174281

Sorted 5' Splice Sites (High to Low Probability):
Position 91: 0.9819069501463675
Position 3508: 0.8682491705876089
Position 3158: 0.7369255144581869
Position 357: 0.5706963836380363
Position 3713: 0.493076789589196
Position 3697: 0.33067029872045295
Position 1738: 0.30854029146680767
Position 737: 0.1774262927029997
Position 3660: 0.15741285250433065
Position 4158: 0.15391065325063785
Position 3444: 0.06321676380378148
Position 3055: 0.06158295928459422
Position 4146: 0.04735164729151562
Position 384: 0.0156263798582589
Position 3771: 0.0030911608110136893
Position 3860: 0.001618723858131929
Position 352: 0.0010435215674452064
Position 348: 0.0010024571691066415
Position 47: 0.0006229609253352132
Position 3717: 0.0005825871166306472
Position 1532: 0.0003160889294046844
Position 84: 0.00025943597293974773
Position 103: 0.00018797073399825037
Position 119: 5.00899277280927e-05
Position 98: 3.137744247763225e-05
Position 132: 6.379567283030182e-06
Position 8: 1.1253895489789275e-06
Position 220: 3.0986912142741404e-07
Position 187: 1.9128184121641097e-07
Position 156: 1.3676278837608339e-07
Position 222: 1.1971418216191576e-07
Position 236: 1.0645020770146338e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4323: 0.9902399610756533
Position 3414: 0.927455562442034
Position 3632: 0.9044154048817825
Position 190: 0.5805576694525226
Position 3078: 0.3820020527898338
Position 2964: 0.28212319972933714
Position 1415: 0.2676741458954196
Position 2976: 0.13438322122361018
Position 4007: 0.10342156248207453
Position 4082: 0.09190924994895668
Position 3583: 0.08488361427250773
Position 633: 0.051819108730848586
Position 602: 0.035007648748318396
Position 505: 0.03273585114793803
Position 528: 0.02925724869527158
Position 1351: 0.027992044330355986
Position 1361: 0.013190190170436822
Position 3253: 0.0066200088427618466
Position 3942: 0.004664680702385188
Position 4145: 0.004283003193112439
Position 230: 0.004228227426272745
Position 614: 0.003112649980743551
Position 638: 0.001857487960064972
Position 329: 0.001778062288891112
Position 548: 0.0016245893031867392
Position 394: 0.001554894406239453
Position 193: 0.0013573160705074685
Position 3606: 0.001132235518068294
Position 722: 0.0009286924857382276
Position 268: 0.0008388337428984592
Position 284: 0.0007001860152066445
Position 214: 0.0006244646303411548
Position 196: 0.0005331550026576752
Position 4499: 0.00015536417396402427
Position 432: 0.00010354364359499516
Position 535: 0.00010203785281829596
Position 439: 9.213996915039221e-05
Position 241: 2.3858533394826718e-05
Position 165: 1.7778348078985535e-05
Position 680: 4.8410404214215114e-06
Position 168: 1.774571249161893e-06
Position 333: 1.0075608531368234e-08
Position 250: 9.365542381801466e-09
Position 336: 1.8102840617906553e-09
Position 352: 1.4781179877064521e-09
