Gene = Zg16
index = 1203
Annotated 5SS: [  43  757 1049]
Annotated 3SS: [ 694  915 2075]
SMsplice 5SS: [  43 1049]
SMsplice 3SS: [ 915 1552]
top_k =  100
Partition function (log Z): -4.859807562513785

Sorted 5' Splice Sites (High to Low Probability):
Position 1049: 0.9365561029454009
Position 43: 0.8378986745617008
Position 757: 0.2612420237777032
Position 1824: 0.18918492880119633
Position 464: 0.12462586580535802
Position 1018: 0.04794376108952726
Position 127: 0.045016096365605066
Position 2083: 0.029305841698378677
Position 1441: 0.009503992829122988
Position 1069: 0.00499349017719492
Position 359: 0.002504357653251426
Position 840: 0.002487080152202207
Position 111: 0.0015457916335535086
Position 855: 0.001306472653532087
Position 1432: 0.0005622058318251714
Position 301: 0.00019699049111895832
Position 607: 0.0001901290873304239
Position 205: 4.677951154766682e-05
Position 216: 4.392254823506283e-05
Position 234: 2.877507142880836e-05
Position 799: 1.5633931156924022e-05
Position 157: 1.3638889597784945e-05
Position 1044: 1.1903238228529036e-05
Position 196: 1.1888850433514697e-05
Position 93: 5.312951468699825e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 915: 0.9378636930220884
Position 1697: 0.35607653640029296
Position 1552: 0.26994855416237257
Position 694: 0.16047148577615322
Position 2075: 0.14177068997414938
Position 2175: 0.10567776655091915
Position 1273: 0.07924468575080829
Position 1946: 0.07537834646603306
Position 1648: 0.0737922561255924
Position 358: 0.05181922096559396
Position 1291: 0.04771879529317812
Position 940: 0.03514095043820257
Position 540: 0.021718754262309504
Position 2082: 0.01933540005829658
Position 2315: 0.01859657731074777
Position 920: 0.016699922952286856
Position 329: 0.01308271230172447
Position 896: 0.008321667756843145
Position 1432: 0.0070067953303224444
Position 2417: 0.006916889001260826
Position 1773: 0.006433115168884286
Position 632: 0.006184517376009642
Position 300: 0.005219648636478713
Position 1823: 0.004787443751675412
Position 508: 0.004534230045851165
Position 2338: 0.003844548423889463
Position 281: 0.0037229309638848436
Position 700: 0.0036891093619915633
Position 723: 0.0017539111679695256
Position 992: 0.0012231277425840507
Position 2009: 0.0010632574880680902
Position 634: 0.0010360809139871037
Position 310: 0.0010305500365758462
Position 291: 0.0009729288686068679
Position 402: 0.0009622134363706464
Position 544: 0.0005616908673610398
Position 1719: 0.00047056935438404864
Position 576: 0.00033003646342393125
Position 572: 0.00029925304329641157
Position 214: 0.00026973421323494044
Position 757: 0.0002455853434910813
Position 229: 5.450100915743058e-06
Position 117: 5.381009557597988e-06
Position 168: 5.361071803539324e-06
Position 437: 4.0337009344105546e-06
Position 611: 2.498451566599058e-06
Position 448: 7.639310504332852e-07
Position 407: 5.116147813317683e-07
Position 258: 4.843181688268504e-07
Position 131: 4.3498352767298613e-07
Position 196: 2.8707824965460845e-07
Position 404: 2.7171834749153993e-07
