Gene = Ccer2
index = 227
Annotated 5SS: [  84  331  569 1394]
Annotated 3SS: [ 289  480  866 2480]
SMsplice 5SS: [ 84 331 569]
SMsplice 3SS: [ 289  480 2480]
top_k =  100
Partition function (log Z): -6.369668307501547

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.8796514986937701
Position 331: 0.7229625950952913
Position 569: 0.6723413564434123
Position 2321: 0.042244967632018404
Position 1394: 0.030444150410738006
Position 187: 0.021735448596232314
Position 218: 0.008193572560592211
Position 134: 0.0019572251227990612
Position 161: 0.0006161105820583143
Position 227: 0.0003753166349517177
Position 416: 0.000346123020810096
Position 224: 0.00019528701557664196
Position 193: 0.0001486391776144627
Position 369: 0.00014295882960738525
Position 88: 0.00013588408346634377
Position 123: 0.0001317281603914862
Position 146: 0.00010923968829386265
Position 112: 2.6133322216526842e-05
Position 17: 2.5219136069767006e-05
Position 237: 2.9077045524450677e-06
Position 208: 1.9896837161683203e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 289: 0.6771018727283382
Position 480: 0.488750055825966
Position 2480: 0.3930256922715725
Position 419: 0.26017034306694453
Position 866: 0.2215369284110473
Position 687: 0.0638347413145639
Position 2212: 0.04121821605358433
Position 2258: 0.0367117289511246
Position 1971: 0.03235666710053845
Position 1267: 0.029499857100736458
Position 2006: 0.021083086744664248
Position 186: 0.013892028995761653
Position 1750: 0.01083693839251693
Position 499: 0.010391290288050992
Position 780: 0.009349174621417647
Position 913: 0.007179378702985423
Position 832: 0.006936954477455673
Position 943: 0.0066539482277191975
Position 808: 0.006269769762006447
Position 2320: 0.005896726543833892
Position 705: 0.005723622990602045
Position 501: 0.004182276601734712
Position 314: 0.003817022757729696
Position 733: 0.0037440272793513177
Position 723: 0.0035895728407499628
Position 2440: 0.0034102823568075255
Position 2623: 0.002533347096375472
Position 1030: 0.0023613319172646236
Position 496: 0.0021558132012348846
Position 868: 0.001812962981521404
Position 666: 0.0016953359123711305
Position 298: 0.0014117222128784777
Position 568: 0.001206745712420285
Position 267: 0.00034576728124236574
Position 217: 0.00030799198537963295
Position 324: 0.0001810827368057737
Position 174: 0.0001351669039193032
Position 167: 0.00010565214086990302
Position 255: 9.625209338182156e-05
Position 553: 8.92507499865381e-05
Position 531: 7.235067131731943e-05
Position 235: 3.260159966741133e-05
Position 153: 2.5777071713494735e-05
Position 327: 2.3885494050085438e-05
Position 243: 1.584492710397864e-05
Position 330: 7.466713921927918e-06
Position 245: 6.417159473183796e-06
Position 158: 3.2272448301379567e-06
Position 537: 1.5337864415997791e-07
