Gene = Angptl8
index = 118
Annotated 5SS: [ 305  568 1443]
Annotated 3SS: [ 405 1332 1549]
SMsplice 5SS: [ 305  568 1443]
SMsplice 3SS: [ 405 1332 1549]
top_k =  100
Partition function (log Z): -2.324136765911908

Sorted 5' Splice Sites (High to Low Probability):
Position 1443: 0.9569475834412838
Position 568: 0.9122882689352206
Position 305: 0.5935336627914184
Position 335: 0.35641198219795683
Position 1452: 0.010114205996038702
Position 877: 0.007409877021273455
Position 703: 0.0045612487295884595
Position 583: 0.004485635256118319
Position 496: 0.003251208970597408
Position 1058: 0.0016277280173411718
Position 354: 0.0012765446580763665
Position 1468: 0.0008917828619755382
Position 1254: 0.0006256087477045099
Position 536: 0.0005550765988698461
Position 53: 0.0003168066449216132
Position 1290: 0.0001486828886451848
Position 163: 0.00014570072789694006
Position 68: 3.699135981216883e-05
Position 84: 3.2628214167106216e-05
Position 81: 2.878194249199713e-05
Position 14: 3.9585810261992265e-06
Position 34: 1.9487609279465798e-06
Position 248: 1.7689654504884208e-07
Position 324: 1.415770821285821e-07
Position 322: 5.2861712507698904e-08
Position 292: 5.21382325264127e-08
Position 161: 2.811665277624848e-08
Position 406: 2.589218822238343e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1332: 0.9638502234118342
Position 1549: 0.8531345608491444
Position 405: 0.6771671320916293
Position 433: 0.10971009887405345
Position 1710: 0.05101819044611224
Position 480: 0.03951298980240056
Position 445: 0.025822370820489195
Position 1560: 0.02083393552124226
Position 1386: 0.01773234840967467
Position 1563: 0.01003095306701082
Position 1604: 0.009989884716530341
Position 1650: 0.009057601063927102
Position 1676: 0.0070499414653124315
Position 670: 0.006982714639244607
Position 439: 0.00671048026463576
Position 477: 0.004124890399016476
Position 1638: 0.00405056942455042
Position 1712: 0.0030824607793239834
Position 1572: 0.002706536867082034
Position 1312: 0.0026449020722375373
Position 402: 0.002482491835124295
Position 1339: 0.0023575423658088513
Position 370: 0.002045124693467956
Position 463: 0.0019811990228593935
Position 959: 0.001799263925567506
Position 1598: 0.001633374491428108
Position 412: 0.0016154870211723706
Position 414: 0.0013469309946838523
Position 737: 0.0013338540042413805
Position 368: 0.0013274424001865999
Position 1616: 0.001091719819825867
Position 1659: 0.0010739423502078625
Position 1578: 0.0010515948055275373
Position 1260: 0.0009638850240279988
Position 1205: 0.0009412126315400662
Position 1097: 0.0008057618814600103
Position 1514: 0.0007398063784424828
Position 640: 0.0006917447334993459
Position 1350: 0.0006811699235769122
Position 652: 0.0006165663754020661
Position 1272: 0.00037271698208413015
Position 1188: 0.0003174779666987329
Position 139: 0.00029501234054155214
Position 642: 0.0002634769271716686
Position 707: 0.0001895433888489972
Position 745: 0.00018832954587898009
Position 1392: 0.0001797530620669975
Position 676: 0.00017237836898195612
Position 1690: 0.00015795642093912197
Position 1627: 0.00014081553571077527
Position 1717: 0.0001244794571950946
Position 1395: 0.00010931255391753626
Position 503: 0.000108636004157814
Position 690: 0.00010727518037106515
Position 168: 8.43855635036423e-05
Position 245: 4.43961489144797e-05
Position 222: 2.5460724446495302e-05
Position 191: 5.97630623102697e-06
Position 274: 3.3069642784728173e-06
Position 143: 2.971790284715257e-06
Position 304: 2.608266364754827e-06
Position 248: 1.7906482184888302e-06
Position 511: 1.086797618850546e-06
Position 176: 9.355229918751822e-07
Position 288: 7.987357219139066e-07
Position 224: 5.170031485635086e-07
Position 204: 4.376547673253458e-07
Position 252: 3.303666108161368e-07
Position 541: 2.890101626990113e-07
Position 262: 2.5423899060548824e-07
Position 148: 2.2888453806374147e-07
Position 170: 2.0723096242483878e-07
Position 194: 1.9855342064275767e-07
Position 89: 9.740146157318065e-08
Position 277: 2.3725461855847126e-08
