Gene = Pts
index = 876
Annotated 5SS: [  95 1782 3390 3929 6123]
Annotated 3SS: [1701 3366 3871 6051 6314]
SMsplice 5SS: [  95 1782 3499 3929 6123]
SMsplice 3SS: [1701 3366 3871 6051 6314]
top_k =  100
Partition function (log Z): -0.7238709954668332

Sorted 5' Splice Sites (High to Low Probability):
Position 6123: 0.9648609448248378
Position 1782: 0.9550933324201424
Position 3929: 0.7181823146674062
Position 95: 0.6362024313929127
Position 3499: 0.5602728579478998
Position 3618: 0.3241543236152141
Position 885: 0.13865314899488496
Position 216: 0.1140191118608421
Position 3390: 0.10190182769336018
Position 3021: 0.08386220993688491
Position 322: 0.07614409458841688
Position 362: 0.07251626079315227
Position 843: 0.07136818297639615
Position 961: 0.0711933686999979
Position 506: 0.06838801569606426
Position 110: 0.030882561585604245
Position 2780: 0.029215884085310756
Position 256: 0.027895783796935393
Position 2106: 0.024215576787955304
Position 4029: 0.018895479715966182
Position 2960: 0.017248593873155943
Position 1043: 0.012511012934710785
Position 5467: 0.012440098134094843
Position 4033: 0.011156228252656858
Position 847: 0.00988521933007323
Position 3631: 0.009835168748081274
Position 3450: 0.00927506235358639
Position 3267: 0.00854422269020667
Position 3025: 0.008133355089946809
Position 1404: 0.00585848737067442
Position 657: 0.004510321338490802
Position 6118: 0.0044763656804456846
Position 3776: 0.004027006761833685
Position 100: 0.0016968567852412761
Position 676: 0.0015815484574321264
Position 6575: 0.0012560915236678161
Position 633: 0.0007724890670153214
Position 305: 0.0005750361952880156
Position 350: 0.0004998106595807017
Position 683: 0.00030755894481543144
Position 170: 0.00030235611068033294
Position 628: 0.00024137588511212227
Position 210: 9.610101440634361e-05
Position 6185: 1.992586333548635e-06
Position 53: 9.808111673922004e-08
Position 28: 9.691293052024867e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6051: 0.9956682492885729
Position 3366: 0.9412759513245967
Position 1701: 0.8949484556388904
Position 6314: 0.7384877427951134
Position 3871: 0.5579994309086275
Position 769: 0.29926095118438845
Position 2859: 0.08877152327043697
Position 3690: 0.08532880751951649
Position 6291: 0.06753163393129259
Position 3480: 0.059706497673884175
Position 6552: 0.05264916215261741
Position 6505: 0.035934594858854904
Position 3752: 0.03197633474997924
Position 6821: 0.03179920606158707
Position 1634: 0.02920012476937059
Position 3776: 0.028169105375192433
Position 6220: 0.02692867932926988
Position 1650: 0.026845233989148565
Position 2667: 0.02555646517730486
Position 418: 0.021770612394419842
Position 3705: 0.019935973377862407
Position 1959: 0.014535094502067622
Position 3686: 0.014296087010134954
Position 3015: 0.012509712699189147
Position 5381: 0.012440098134094843
Position 3738: 0.011414610802159117
Position 3073: 0.00978998345473457
Position 6616: 0.008107192203460305
Position 2932: 0.007962922930361547
Position 6322: 0.007608130212890778
Position 560: 0.007046499912467715
Position 391: 0.006633268723170183
Position 1250: 0.0058584873706744225
Position 2086: 0.005449270305370926
Position 1859: 0.00423121198051676
Position 3887: 0.0038850269522008123
Position 1585: 0.003872182043991413
Position 2695: 0.0029103149942080304
Position 3443: 0.0020362346325224698
Position 421: 0.0018660451661915416
Position 6331: 0.0016812808856179274
Position 6490: 0.001607848176126521
Position 6459: 0.0015555291192665876
Position 3170: 0.0010561432988031075
Position 929: 0.0009990401159161739
Position 944: 0.000805379933769115
Position 400: 0.0008014621161811312
Position 2610: 0.00042462323110805517
Position 3598: 0.00041045096661174857
Position 178: 0.0004070932027332748
Position 2412: 0.00032448068268981184
Position 1551: 0.00022733597874170346
Position 302: 0.00012637579325491187
Position 185: 0.00010140088190173407
Position 571: 8.468342358982496e-05
Position 505: 7.960907519670019e-05
Position 447: 7.319381053545116e-05
Position 429: 5.929834742552676e-05
Position 361: 5.181721225875681e-05
Position 180: 2.99117542778367e-05
Position 215: 2.3505027916354896e-05
Position 249: 2.269402650659124e-05
