Gene = Ssr3
index = 1033
Annotated 5SS: [ 219 1299 4892 9632]
Annotated 3SS: [ 1171  4792  9499 10588]
SMsplice 5SS: [ 219 1299 4892]
SMsplice 3SS: [1171 4792 9499]
top_k =  100
Partition function (log Z): -10.1560417551542

Sorted 5' Splice Sites (High to Low Probability):
Position 1299: 0.9753564330383502
Position 4892: 0.9046627426274154
Position 219: 0.6180783477974349
Position 361: 0.12090274057011854
Position 532: 0.0784512548261857
Position 7193: 0.05131883252553755
Position 811: 0.032058615023567896
Position 643: 0.02907174705359279
Position 3088: 0.023221066635236667
Position 200: 0.021323436129410747
Position 1644: 0.019737996317682444
Position 515: 0.017488157621687567
Position 9091: 0.017487968237191006
Position 193: 0.015711338278416052
Position 823: 0.010878794147337523
Position 9171: 0.008995816312481784
Position 1074: 0.007300469113238601
Position 202: 0.0069636913732386094
Position 831: 0.006764995987375076
Position 240: 0.006513470277834753
Position 169: 0.0057495281698727975
Position 5143: 0.005635870957126032
Position 855: 0.004500850243954462
Position 157: 0.003736826593506032
Position 337: 0.0031724924563796986
Position 652: 0.0028089561813252006
Position 1240: 0.0019262334326405847
Position 5291: 0.0017691787137185757
Position 4058: 0.0015864227361705883
Position 3238: 0.0010210062294532707
Position 1479: 0.0008053572558625166
Position 1303: 8.344002746368467e-06
Position 178: 3.6675798717209176e-06
Position 659: 3.222595655896563e-06
Position 254: 2.0550811904114854e-06
Position 281: 1.2075458916135235e-06
Position 316: 9.445448743853126e-07
Position 13: 8.31978251665281e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4792: 0.9602205442991293
Position 1171: 0.929627729130151
Position 9499: 0.2316332107847383
Position 8965: 0.21133191236747542
Position 5395: 0.11314388215211382
Position 10828: 0.0671083951233895
Position 7039: 0.06234313770650119
Position 10588: 0.05939106354630441
Position 7541: 0.0533825348372657
Position 6488: 0.03510915081836922
Position 1226: 0.0267176930347455
Position 3033: 0.025182148927718213
Position 1426: 0.020317573271004325
Position 8442: 0.019856119328900104
Position 10455: 0.0168361506289294
Position 7675: 0.015523854854173982
Position 6994: 0.011985649012913716
Position 10077: 0.0115537314630144
Position 5096: 0.010199599208686714
Position 5349: 0.009995936633837974
Position 6135: 0.009199071836324495
Position 4753: 0.008211387391372187
Position 8515: 0.008088610831361073
Position 7951: 0.007947957484388746
Position 8153: 0.007066618558953267
Position 7327: 0.006310380300536129
Position 5027: 0.00605217127990263
Position 8232: 0.0050581797005811
Position 8337: 0.004822974708697273
Position 8229: 0.004444156248395344
Position 1460: 0.004438922289090626
Position 7155: 0.0043530617472002184
Position 5879: 0.00395603519303591
Position 7864: 0.003775155898725995
Position 1053: 0.003730520418755026
Position 934: 0.0032965992992666044
Position 3883: 0.0028455954960091606
Position 5205: 0.0022705420525546338
Position 5255: 0.002139363966822045
Position 5400: 0.002000679359418538
Position 1540: 0.0017885283922234106
Position 5323: 0.0015358387530382538
Position 5438: 0.0015204894477840755
Position 451: 0.0011589209078958064
Position 397: 0.0011240947478494794
Position 1107: 0.0010824041670311631
Position 3062: 0.0009691840942158798
Position 454: 0.0008234835297471282
Position 682: 0.0007462673951871689
Position 3409: 0.0007380462240643234
Position 4010: 0.000709758285968247
Position 506: 0.0004703112776581994
Position 4794: 0.0003028530824948145
Position 642: 0.00027860870625139505
Position 5049: 0.000270923139840186
Position 985: 2.3131051514283134e-05
Position 811: 7.70017936766735e-06
Position 889: 2.3656189361274966e-06
