Gene = Spata19
index = 1006
Annotated 5SS: [ 126  356  975 1199 3664 4059]
Annotated 3SS: [ 298  881 1106 3585 3990 4707]
SMsplice 5SS: [ 126  356 1001 1199 3664 4059]
SMsplice 3SS: [ 298  881 1106 3585 3990 4707]
top_k =  100
Partition function (log Z): 3.8273814534037984

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.9754944639228958
Position 356: 0.9297964358985226
Position 3664: 0.6015246838695338
Position 1199: 0.5615276991847001
Position 1001: 0.5328122755732324
Position 4059: 0.45786058102636895
Position 1236: 0.4384576331483002
Position 4075: 0.3584671887165257
Position 2490: 0.3369735003809648
Position 975: 0.3113324401023095
Position 3703: 0.23957133265125552
Position 3709: 0.13304020240505315
Position 4626: 0.0932924265438081
Position 718: 0.06348118609045174
Position 533: 0.03422266352189883
Position 36: 0.016351723670634657
Position 960: 0.014279145134932053
Position 995: 0.009349669261272342
Position 3653: 0.008992298676742692
Position 326: 0.004439253041540788
Position 983: 0.004253710318088103
Position 1021: 0.0039508951914553996
Position 4372: 0.0037080943615922695
Position 4440: 0.0036753820149779573
Position 4071: 0.0028941345419033634
Position 1073: 0.002570399581748965
Position 117: 0.0013598072619646813
Position 93: 0.0012733720643146027
Position 845: 0.0010409167129169768
Position 130: 0.0004433426178399542
Position 390: 0.00041990184155612316
Position 713: 0.0004050976128991517
Position 173: 0.000404347669560624
Position 238: 0.0003929122567191223
Position 1014: 0.00032664066831116276
Position 989: 0.00023941250562981416
Position 705: 0.0001640335724688712
Position 1602: 0.00014168082873782575
Position 604: 0.0001007527074273295
Position 220: 8.80251141891499e-05
Position 215: 7.284980606692541e-05
Position 360: 7.203387711032954e-05
Position 71: 6.1230311000882e-05
Position 205: 4.683175733014944e-05
Position 195: 4.3431181593093994e-05
Position 235: 2.144876539970191e-05
Position 229: 1.7505049794947218e-05
Position 159: 1.1142760452029671e-05
Position 134: 5.862120275161294e-06
Position 170: 5.654865573225788e-06
Position 40: 4.8414737791518725e-08
Position 28: 4.3361900361580984e-08
Position 143: 1.6911372012188782e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1106: 0.9843376426229151
Position 3990: 0.900682939522971
Position 881: 0.881453666513406
Position 298: 0.8447754138951149
Position 4707: 0.7854107090701916
Position 3585: 0.687206735732596
Position 3507: 0.18546080958688035
Position 2336: 0.13276457663861913
Position 3605: 0.11046097228310907
Position 272: 0.09517462393718189
Position 2387: 0.08742862869562902
Position 2416: 0.07115360120019087
Position 4284: 0.06223315167949881
Position 4354: 0.059787924947815985
Position 2270: 0.03827493441544049
Position 4325: 0.031185388427889853
Position 603: 0.02367461175301823
Position 235: 0.022675736648845618
Position 583: 0.021842530294424126
Position 4776: 0.0192414550018001
Position 4600: 0.015323318982648396
Position 4223: 0.013007829496054172
Position 3840: 0.01088702526316279
Position 487: 0.010797791564288452
Position 4583: 0.010540844507572361
Position 1143: 0.010293910018786444
Position 4567: 0.007831082053492549
Position 2090: 0.007351759431085272
Position 203: 0.005959062923384114
Position 1446: 0.002040006416050114
Position 3911: 0.0018678126647664031
Position 1127: 0.0017586844813451434
Position 629: 0.0012110263234091077
Position 910: 0.0010322350991502603
Position 637: 0.0008562004966217624
Position 340: 0.0007657726018446961
Position 614: 0.0006206724305339436
Position 588: 0.0004720779291178689
Position 308: 0.0003753696122470315
Position 796: 0.00037351319097907106
Position 205: 0.0002420532091479682
Position 585: 0.0002158884194819842
Position 115: 0.00018247531821649922
Position 242: 8.117947451193927e-05
Position 314: 7.81720111391613e-05
Position 513: 4.177377953956729e-05
Position 537: 4.0159568620064255e-05
Position 250: 1.1919019759064388e-06
Position 166: 9.97007338253966e-07
Position 390: 7.516451965439796e-07
Position 1060: 6.240711571757094e-07
Position 396: 3.8397166151954153e-07
Position 140: 3.345582183223116e-08
Position 318: 2.3836629937107004e-08
Position 96: 5.4233378020578625e-09
