Gene = Nmu
index = 755
Annotated 5SS: [  234  5438 13677 18350 19725 19867 23027 26351 27966]
Annotated 3SS: [ 5378 13628 18289 19694 19815 22957 26296 27925 30110]
SMsplice 5SS: [  234  5494  8692 13677 18350]
SMsplice 3SS: [ 5378  8577 13599 18289 30110]
top_k =  100
Partition function (log Z): -12.045614020048923

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9979937014154704
Position 8692: 0.6439199854399011
Position 5494: 0.5036360841577583
Position 418: 0.48637886863778634
Position 5438: 0.48351101382059614
Position 854: 0.34729380017580724
Position 718: 0.1002359625642375
Position 518: 0.06617867461970016
Position 622: 0.05784123664479312
Position 5789: 0.020018992511117894
Position 1226: 0.013261968899931182
Position 5458: 0.008104906835381263
Position 4155: 0.0057270412609630676
Position 817: 0.005615085050263978
Position 5739: 0.0032999634893070093
Position 6017: 0.0026200862511184296
Position 76: 0.0018289069522166533
Position 401: 0.0009122500775663228
Position 83: 0.0004075046290244247
Position 148: 7.0675828049198504e-06
Position 216: 6.033148150440588e-06
Position 132: 5.070194505559288e-06
Position 138: 4.73188419376369e-06
Position 118: 4.0809451809438295e-06
Position 90: 2.8616194572963726e-06
Position 190: 1.1822662201431235e-06
Position 5: 8.410256279284184e-07
Position 7: 1.113453407021264e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5378: 0.9888133432303111
Position 8577: 0.8929168308787373
Position 355: 0.5214361037278952
Position 487: 0.34850468578095245
Position 10015: 0.1646936911849406
Position 13343: 0.14636508007939308
Position 13599: 0.1378353516266174
Position 761: 0.12413290601070534
Position 12883: 0.08803497539134178
Position 13628: 0.07042949398472334
Position 737: 0.03878679080322878
Position 5900: 0.028171879860629072
Position 5609: 0.023305223388463758
Position 11375: 0.0228509721654589
Position 12159: 0.018127550765619026
Position 297: 0.016696664904000156
Position 7650: 0.015857742103488243
Position 11698: 0.014601485992697404
Position 12135: 0.014195531227428943
Position 963: 0.014113350634885469
Position 6902: 0.008999405928211891
Position 5083: 0.00898096830016015
Position 10491: 0.00863878939284048
Position 689: 0.007989859421874409
Position 9967: 0.005991572071106621
Position 3944: 0.0057270412609630676
Position 8894: 0.004095456463483489
Position 517: 0.0031675919197103257
Position 374: 0.0022400269945003926
Position 155: 0.001774493183707995
Position 378: 0.0008296124363946666
Position 143: 0.0003045073301754046
Position 629: 6.128255949077463e-05
Position 621: 5.676875592089848e-05
Position 649: 4.115259536788919e-05
Position 539: 2.0969375500790227e-05
Position 398: 1.0806506028566703e-05
Position 390: 9.136040791799951e-06
Position 221: 7.338651504400657e-06
Position 413: 1.3043643522280668e-06
Position 233: 1.2978328467169603e-07
Position 74: 8.29483193918634e-08
Position 112: 3.130691225864738e-08
Position 128: 3.099602524740799e-08
Position 417: 8.74518469280795e-10
Position 82: 6.747895744008085e-11
Position 90: 6.505612198928512e-11
Position 97: 5.6619920181443786e-11
Position 115: 2.8510661163530154e-11
Position 95: 1.9381140669043145e-11
Position 107: 4.622734948278701e-12
Position 125: 9.46570291648471e-14
