Gene = Lias
index = 633
Annotated 5SS: [  177   893  2538  3949  6263  6392  8479 11260 12742 13945]
Annotated 3SS: [  722  2443  3867  6105  6333  8349 11113 12670 13832 17237]
SMsplice 5SS: [  177  2538  3949  5345  6263  6392 11260 12742]
SMsplice 3SS: [ 2443  3867  5231  6105  6333 11113 12670 17237]
top_k =  100
Partition function (log Z): 3.2609559474271004

Sorted 5' Splice Sites (High to Low Probability):
Position 2538: 0.9656635104675574
Position 177: 0.92413351366478
Position 6392: 0.9225225127262238
Position 3949: 0.8725867398529962
Position 6263: 0.8201313697156434
Position 11260: 0.7475834401163213
Position 5345: 0.5966123633063957
Position 8479: 0.5962977695053719
Position 12742: 0.5479529460658801
Position 893: 0.5418369494353859
Position 4418: 0.5222340530598034
Position 12785: 0.4419048771414206
Position 14672: 0.16759304510406944
Position 16529: 0.11828926688544666
Position 8287: 0.11156010699028096
Position 12932: 0.10134789944840092
Position 7101: 0.07392745737839822
Position 11224: 0.07310436442239547
Position 8281: 0.07306781969246948
Position 5411: 0.06866093252345018
Position 4433: 0.06123178947495992
Position 6674: 0.05886302515646734
Position 3987: 0.04884052211709356
Position 4038: 0.04315623812388448
Position 6246: 0.02670679366040811
Position 16485: 0.0208364370605051
Position 8417: 0.017411607280400362
Position 11740: 0.0171135887062653
Position 2224: 0.016405075668812902
Position 2111: 0.016350113980962998
Position 75: 0.015854392041231964
Position 4364: 0.014132854892752539
Position 13945: 0.013668389056858734
Position 17377: 0.01316603383919756
Position 11442: 0.011845293314735836
Position 1888: 0.010225794463530082
Position 6250: 0.010056500997823754
Position 84: 0.008037173019525343
Position 1637: 0.005649562635648458
Position 1714: 0.004807407862020624
Position 582: 0.0038087440634389353
Position 6224: 0.003680899884132917
Position 3914: 0.003437738611903434
Position 5058: 0.003185634599322876
Position 70: 0.0030362345126102998
Position 2867: 0.00152827363201712
Position 2485: 0.0014633301399452196
Position 3580: 0.0011638407502518535
Position 6415: 0.0010151073909233975
Position 3617: 0.0008869949519616334
Position 4193: 0.00071550412346209
Position 747: 0.0005110395624285756
Position 365: 0.0004957030794555358
Position 2392: 0.00021119632438490452
Position 556: 0.0001998734562665498
Position 6695: 6.905780485492286e-05
Position 4022: 1.5021611759809501e-05
Position 32: 1.4829536679197973e-06
Position 170: 8.348216605816267e-07
Position 209: 5.143200175465057e-07
Position 20: 3.72593290277036e-08
Position 89: 3.4612853110166895e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12670: 0.9998064353613971
Position 3867: 0.9676130796466021
Position 2443: 0.9668764245872251
Position 6105: 0.8963400707572976
Position 6333: 0.8791666018392192
Position 11113: 0.8206878045387171
Position 5231: 0.665273295829846
Position 8349: 0.6137093767857721
Position 16436: 0.49168436650389846
Position 17237: 0.4513452438014729
Position 4325: 0.3854464459347419
Position 722: 0.29710272132668625
Position 8148: 0.18462792668275052
Position 12856: 0.1839371193854038
Position 14511: 0.13646800535973586
Position 14463: 0.12103896036152272
Position 4304: 0.11195478314224205
Position 4341: 0.09743093824732507
Position 837: 0.08750496885355233
Position 6981: 0.07392745737839822
Position 6542: 0.05446932193305368
Position 683: 0.037637362703419615
Position 2032: 0.03321680199443818
Position 751: 0.02475284576325182
Position 11621: 0.0171135887062653
Position 13832: 0.013668389056858734
Position 17578: 0.01316603383919756
Position 771: 0.013110235378681091
Position 11359: 0.011845293314735836
Position 804: 0.01154847554508537
Position 6153: 0.00873381881184166
Position 12881: 0.00696044326799997
Position 733: 0.006925999236401666
Position 1718: 0.006713121605819292
Position 1621: 0.006694795422767131
Position 12805: 0.00649033302568917
Position 782: 0.005886482412578985
Position 6538: 0.004335453995065589
Position 1569: 0.0042179542201601205
Position 813: 0.003567866112634006
Position 4910: 0.003185634599322879
Position 1521: 0.0030568937124526175
Position 462: 0.002943414059165167
Position 4277: 0.0027665301032067623
Position 3443: 0.002050835702213486
Position 486: 0.0019973232158947427
Position 645: 0.0015873832980078232
Position 753: 0.0015776101141889837
Position 776: 0.0014952895037422698
Position 2744: 0.0014243216651412466
Position 3825: 0.001103169552363149
Position 12469: 0.00019356463860248184
Position 384: 0.0001460887576737282
Position 2626: 0.00010395196687587351
Position 320: 4.845393595989794e-05
Position 3976: 3.551524213486027e-05
Position 308: 2.685160864265072e-05
Position 581: 2.1841514355917365e-05
Position 685: 1.8260960352110872e-05
Position 446: 1.0254604924258702e-05
Position 252: 5.8460133013099915e-06
Position 520: 9.518841495524135e-07
