Gene = Ly96
index = 652
Annotated 5SS: [  187  3341 12491 17793]
Annotated 3SS: [ 3250 12361 17739 21005]
SMsplice 5SS: [  187  3341 11049 12278 12491 20070]
SMsplice 3SS: [ 3250 10892 12122 12361 19957 20241]
top_k =  100
Partition function (log Z): -16.60375292714963

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.8149928178847936
Position 3341: 0.6057867383154241
Position 3907: 0.2709115306762267
Position 3685: 0.16789993015523505
Position 339: 0.09862351117877906
Position 1780: 0.06886380978497686
Position 287: 0.06702367175981384
Position 56: 0.016181258196268245
Position 2337: 0.015055573714844638
Position 301: 0.009136504256553303
Position 3715: 0.007458076216853777
Position 2391: 0.004980690302844344
Position 3088: 0.003926112484067521
Position 308: 0.0001516136780603714
Position 237: 5.8858649585864514e-05
Position 77: 4.802907764777802e-05
Position 28: 4.25437651851262e-05
Position 467: 3.795223884103341e-05
Position 49: 2.3552751506565745e-05
Position 36: 1.865235876618141e-05
Position 23: 1.6432764122218836e-05
Position 11: 3.48718830811963e-06
Position 178: 5.3232058681547295e-09
Position 140: 3.827870592980616e-09
Position 191: 3.3959686807291003e-09
Position 143: 1.2631435400798884e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3250: 0.6737167613718902
Position 8359: 0.46880791920517395
Position 3817: 0.32019927547580695
Position 3526: 0.21305361086587438
Position 1327: 0.09868472742787213
Position 5355: 0.06971649467834742
Position 3569: 0.06438084427246023
Position 4553: 0.06285135143690151
Position 394: 0.0428236672374995
Position 1709: 0.03872326051265218
Position 2205: 0.021611424453154737
Position 802: 0.011543822949242609
Position 4156: 0.00967421200280899
Position 4369: 0.009656711984392264
Position 178: 0.006600388776304659
Position 5182: 0.005671278579824792
Position 1129: 0.004998006092526174
Position 3366: 0.004571928300055978
Position 3018: 0.003926112484067521
Position 1533: 0.0037992856290418055
Position 3278: 0.0026791856789722605
Position 3656: 0.0019691531163262706
Position 466: 0.0018493783819045779
Position 2251: 0.0018326615047492409
Position 1303: 0.0016600385861042582
Position 845: 0.0015487757501004612
Position 817: 0.0013502206799481274
Position 3586: 0.0012941139275044987
Position 439: 0.0011579778723884257
Position 255: 0.0007746889611418475
Position 270: 4.873162603655488e-05
Position 287: 3.742725428434664e-05
Position 261: 1.876252347657428e-05
Position 140: 5.672213637302339e-06
Position 134: 1.8115879234113684e-06
Position 284: 8.166314136983242e-07
Position 207: 5.490424014633178e-07
Position 191: 3.1213468530809937e-07
