Gene = Prpf38b
index = 860
Annotated 5SS: [ 564 3392 3796 3941 6617]
Annotated 3SS: [3322 3643 3879 6392 6964]
SMsplice 5SS: [ 564 1072 3392 3796 3941 6617]
SMsplice 3SS: [ 759 3322 3643 3879 6392 6964]
top_k =  100
Partition function (log Z): 4.905581459989302

Sorted 5' Splice Sites (High to Low Probability):
Position 6617: 0.9958146887797983
Position 3796: 0.9791126698322586
Position 1072: 0.8919112602293728
Position 564: 0.819329646103016
Position 3941: 0.8066221923957244
Position 3392: 0.6260171816676792
Position 3402: 0.2893771913000581
Position 1385: 0.23723927509168966
Position 2487: 0.17861564884361641
Position 593: 0.17625159473346352
Position 5810: 0.15233224872232445
Position 6880: 0.13933696718704786
Position 1379: 0.1365451273363369
Position 4355: 0.06562618948588952
Position 3955: 0.055961158222719784
Position 1249: 0.020864017556840718
Position 1085: 0.010353185487390138
Position 5656: 0.009271340689106641
Position 1195: 0.007198236202510096
Position 885: 0.0049537023059148975
Position 1753: 0.003953748872796533
Position 198: 0.002062162087030019
Position 540: 0.001990374110355361
Position 3731: 0.001307137416126522
Position 93: 0.0008186538995404142
Position 1007: 0.0007828017613707471
Position 202: 0.0007269012897296355
Position 116: 0.000607758297355483
Position 907: 0.00033320010374785565
Position 3800: 0.00016058465322308315
Position 901: 0.00015126683732241434
Position 138: 0.0001160775657359921
Position 126: 0.00010915105438248346
Position 97: 9.176787689186648e-05
Position 491: 6.050837892904109e-05
Position 370: 5.472741981703302e-05
Position 1076: 4.540330509222209e-05
Position 423: 4.046719928394956e-05
Position 507: 3.203022380179918e-05
Position 402: 2.7813194439394256e-05
Position 63: 1.5151005830348199e-05
Position 348: 1.0031491667778737e-05
Position 966: 7.3062276527924836e-06
Position 597: 1.4622622425729837e-07
Position 697: 1.3678105558932844e-07
Position 586: 9.171472817804958e-08
Position 543: 8.317893482512677e-08
Position 681: 7.681096303630444e-08
Position 724: 7.292249652874909e-08
Position 624: 6.986077673663263e-08
Position 212: 4.791114167382013e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3643: 0.951307485183085
Position 3322: 0.9153943729677373
Position 6964: 0.8389417149029039
Position 3879: 0.8226553506995536
Position 6392: 0.5206812374643774
Position 759: 0.5126141926783317
Position 6493: 0.42453446570196535
Position 788: 0.25247397849217085
Position 2338: 0.17861564884361644
Position 1164: 0.1697649770269752
Position 1247: 0.10696948300937835
Position 5738: 0.09718425011325925
Position 8153: 0.08169566660227741
Position 993: 0.06745446615639251
Position 1313: 0.06486111819677744
Position 6724: 0.06345694934600024
Position 4213: 0.058761823867166885
Position 846: 0.057291876580476936
Position 6501: 0.040828796502275014
Position 3899: 0.0398225063917677
Position 6940: 0.03964693485370602
Position 6830: 0.038411008391499066
Position 5601: 0.03820536761273618
Position 1331: 0.03180409601554896
Position 5700: 0.02478470148191262
Position 3565: 0.022696068545317354
Position 6854: 0.02231927867546618
Position 1161: 0.019052845370961545
Position 955: 0.016364398686217
Position 8878: 0.012918327625646217
Position 6805: 0.011526573829377098
Position 7939: 0.011466612080612035
Position 6371: 0.010178037015449105
Position 1328: 0.009394136567735953
Position 3680: 0.0069783488426110735
Position 6756: 0.006261270395007804
Position 4282: 0.0049350315393978
Position 8207: 0.004056090890015985
Position 8360: 0.002185715692956826
Position 8249: 0.0019802610130124527
Position 4106: 0.001800430067812559
Position 8519: 0.0017978249435939846
Position 1620: 0.001450654292507997
Position 5512: 0.0014292702035230602
Position 1608: 0.001353483218350268
Position 1044: 0.0012187611762617553
Position 507: 0.0011723804002262428
Position 1529: 0.0011496113619382678
Position 8269: 0.0008836578891292092
Position 8783: 0.0007673061552914806
Position 1061: 0.0007002509367513572
Position 329: 0.0004974148637373968
Position 6920: 0.0004468128655149601
Position 870: 0.00026294066983428176
Position 298: 0.0002234681959416377
Position 449: 0.00019867223451626784
Position 335: 0.00018647090539230843
Position 512: 6.753600853507527e-05
Position 359: 5.271072471805495e-05
Position 416: 4.030127573748097e-05
Position 223: 1.905712762450147e-05
Position 201: 1.741068423842875e-05
Position 654: 1.4928223244988727e-05
Position 356: 9.752936010452684e-06
Position 563: 1.8192883257931102e-06
Position 578: 8.793507692988694e-07
