Gene = Ctr9
index = 305
Annotated 5SS: [  231  1362  4980  5515  6427  9584 11712 13973 14312 14556 14792 15069
 16515 17489 17653 17961 20430 20705 21555 22130 22646 23509 24528 24976]
Annotated 3SS: [ 1262  4739  5396  6336  9434 11603 13864 14074 14465 14662 14884 16425
 17302 17564 17811 20312 20558 21482 21993 22498 23350 24430 24862 26407]
SMsplice 5SS: [  231  1362  1669  4980  6427 11712 13973 14312 14556 14792 15069 16515
 17489 17653 17961 20705 21269 21555 22130 22646 23509 24976]
SMsplice 3SS: [ 1262  1541  4739  6336 11603 13864 14074 14465 14662 14884 16425 17302
 17564 17811 20558 21166 21482 21993 22498 23350 24862 26407]
top_k =  100
Partition function (log Z): 29.00253850226913

Sorted 5' Splice Sites (High to Low Probability):
Position 11712: 1.000000000000003
Position 22646: 0.9999293503900383
Position 21555: 0.9982551742889314
Position 14556: 0.9896494632016464
Position 1362: 0.98373730249589
Position 17653: 0.9787237887801191
Position 14792: 0.9733688467651663
Position 13973: 0.9669400652106638
Position 22130: 0.9663143896761801
Position 6427: 0.9571405284896979
Position 23509: 0.9339323427251678
Position 20705: 0.8925991025397915
Position 24976: 0.8836201387697519
Position 17961: 0.8834220215857594
Position 16515: 0.8763394232256039
Position 15069: 0.8299330982136327
Position 14312: 0.764535632224911
Position 4980: 0.7461085241925322
Position 17489: 0.6609020635539279
Position 21269: 0.6231119832774596
Position 231: 0.5723232712412865
Position 9584: 0.43530399071389303
Position 1669: 0.28745323194833217
Position 1600: 0.27726684871182405
Position 1651: 0.2455738491449331
Position 23952: 0.1888813222724424
Position 102: 0.12749291786106337
Position 20430: 0.12333189320045233
Position 157: 0.09408321925074704
Position 107: 0.07797044204080983
Position 24528: 0.07300391114641024
Position 5515: 0.06882948643152942
Position 25743: 0.06748792065566908
Position 2716: 0.06097274182445171
Position 22902: 0.0520196955565391
Position 116: 0.05073478568524828
Position 14181: 0.04593802916310891
Position 3167: 0.04488469334437204
Position 21313: 0.03841927160237714
Position 1157: 0.03798176696636196
Position 1627: 0.0336026123593425
Position 445: 0.02607029326413258
Position 456: 0.021907731795888476
Position 25172: 0.021810379459755384
Position 17633: 0.021276211219881987
Position 25007: 0.015213609640874128
Position 14330: 0.013694429824575702
Position 694: 0.013510453200220908
Position 1595: 0.013066877714496605
Position 1001: 0.012785482636274334
Position 2820: 0.010947698626569262
Position 17367: 0.009283867840995592
Position 1845: 0.009271803342972241
Position 764: 0.007653423130695505
Position 25020: 0.006996435133280103
Position 97: 0.005704001621698084
Position 95: 0.005491378998492152
Position 15277: 0.0054552603304322675
Position 14364: 0.005439695220744194
Position 1366: 0.004943420372339446
Position 15325: 0.00458159669847617
Position 482: 0.00453558072293539
Position 443: 0.0027624150081827833
Position 23079: 0.0023649134217790546
Position 242: 0.001953067020575401
Position 235: 0.0012717377604211679
Position 983: 0.001265154802109226
Position 16522: 0.001077573993360974
Position 21576: 0.0009758155438894986
Position 23478: 0.0009703676810303616
Position 389: 0.0008885011812120107
Position 75: 0.0006049619501066706
Position 188: 0.0005619615491783841
Position 1423: 0.0005328880772712498
Position 22629: 3.8956272631637146e-05
