Gene = Il18bp
index = 570
Annotated 5SS: [  46  559  869 1406 1878 2113]
Annotated 3SS: [ 490  803 1213 1753 1964 2319]
SMsplice 5SS: [ 559 1878 2113]
SMsplice 3SS: [1787 1964 2319]
top_k =  100
Partition function (log Z): -0.38132966640229626

Sorted 5' Splice Sites (High to Low Probability):
Position 1878: 0.9901342535006831
Position 559: 0.9210713498442467
Position 2113: 0.8831098923673509
Position 869: 0.4012002944165069
Position 1406: 0.2399387192678027
Position 46: 0.2260212820352298
Position 212: 0.16339879368893567
Position 317: 0.1481371515154699
Position 975: 0.14660197120748308
Position 1417: 0.11848082143065855
Position 138: 0.08305743430051762
Position 1088: 0.04625408398868369
Position 1132: 0.02910442383105548
Position 2197: 0.014865382770824562
Position 1116: 0.011030890754243105
Position 374: 0.0094549974568555
Position 396: 0.007880865460567191
Position 703: 0.005093102911955015
Position 379: 0.004593261361509263
Position 190: 0.0027990159786528833
Position 327: 0.0027443976261885047
Position 97: 9.81148252401549e-06
Position 118: 6.679895260708187e-06
Position 85: 4.592839030406582e-06
Position 101: 9.523629857248377e-07
Position 79: 7.283341407659007e-07
Position 111: 2.290490991973502e-07
Position 99: 1.853908128896527e-07
Position 151: 1.7376166357567036e-07
Position 113: 1.4180360636956806e-07
Position 204: 2.512976101044317e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1964: 0.9821983984812388
Position 1787: 0.7596718945089355
Position 803: 0.5771217287943798
Position 2319: 0.4707388978398685
Position 450: 0.32522034429633667
Position 1213: 0.29987167476622406
Position 2850: 0.15086163457689936
Position 3013: 0.1279087518566279
Position 490: 0.11230031816251763
Position 1753: 0.10930287492515738
Position 1805: 0.09505120777826134
Position 2596: 0.04849087130569815
Position 1265: 0.04344006945447967
Position 365: 0.03356602668322737
Position 517: 0.031081805219704484
Position 947: 0.03076030953542917
Position 426: 0.02778458666218121
Position 1725: 0.02628221124250367
Position 2938: 0.026094230419554085
Position 2876: 0.020770542708761466
Position 493: 0.0201667791939834
Position 2535: 0.01995312750708131
Position 1080: 0.017469606240581727
Position 1342: 0.014740159103477372
Position 2353: 0.012688619280083871
Position 2719: 0.011269602693799084
Position 520: 0.009005813694752425
Position 2188: 0.008632057493890247
Position 238: 0.0068968782044030695
Position 2000: 0.00369822384458137
Position 663: 0.0035952406108922187
Position 2366: 0.003390536288571452
Position 2994: 0.003332801881671669
Position 1017: 0.003323678313603658
Position 2372: 0.003147473453087212
Position 2436: 0.002790832823035179
Position 474: 0.0027490368545269525
Position 1976: 0.0018347377295495843
Position 597: 0.0017044593692685252
Position 666: 0.0008229214345531742
Position 523: 0.0007719549643874186
Position 898: 0.0007465234414797279
Position 805: 0.0007283608720051476
Position 280: 0.0007230368468988702
Position 558: 0.0006694559351151769
Position 723: 0.000604425869292502
Position 276: 0.00023431409665477393
Position 1345: 0.0001865115015584263
Position 1284: 0.00018112587272168412
Position 211: 0.00015938123220254275
Position 264: 0.00010101026769433521
Position 702: 7.53733703617721e-05
Position 190: 5.571269849920965e-05
Position 216: 1.6096235524111095e-05
Position 142: 4.333348473056103e-06
Position 285: 4.02250721027579e-06
Position 194: 2.3020953743439927e-06
Position 165: 9.993754717449388e-07
