Gene = Gfy
index = 433
Annotated 5SS: [  81  787 2046 2478]
Annotated 3SS: [ 641  879 2303 2937]
SMsplice 5SS: [  81  787 2046 2478]
SMsplice 3SS: [ 641 1922 2303 2937]
top_k =  100
Partition function (log Z): -0.3080856940312662

Sorted 5' Splice Sites (High to Low Probability):
Position 787: 0.9983417424907357
Position 81: 0.9961887791618942
Position 2478: 0.8766478619720832
Position 2046: 0.8582276820261765
Position 2567: 0.05184011999973524
Position 545: 0.04982343165147355
Position 1603: 0.030567589014504234
Position 498: 0.014123566340716648
Position 326: 0.0018405005317186477
Position 1967: 0.0015298142457044646
Position 2996: 0.0012708818480175646
Position 346: 0.0007473686437821079
Position 223: 0.0007353336136977872
Position 190: 0.00034273155387981764
Position 373: 0.0003252639349889125
Position 178: 0.00028463333847619744
Position 443: 0.00019872592889008466
Position 515: 0.00010057838752363369
Position 617: 9.532276204834476e-05
Position 585: 8.895286576485954e-05
Position 299: 8.798646911844016e-05
Position 314: 7.617161674130583e-05
Position 462: 7.559018546355161e-05
Position 188: 6.382326088908548e-05
Position 296: 6.181167176850544e-05
Position 691: 1.9409412620419433e-05
Position 791: 1.933101618275823e-05
Position 158: 4.0700739712873745e-06
Position 111: 7.379862513707811e-08
Position 145: 3.889587013986411e-08
Position 57: 1.279683517057962e-08
Position 36: 1.0708818468770585e-08
Position 201: 1.3643809981908316e-09
Position 60: 5.955199546333929e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 641: 0.9825854519184898
Position 2937: 0.7563254539441203
Position 2303: 0.5036652037951472
Position 2372: 0.4184892006555398
Position 1922: 0.35215647886799634
Position 1966: 0.29547269460926484
Position 1847: 0.1211625270773267
Position 2960: 0.07723692257654749
Position 1984: 0.060419380642118485
Position 3083: 0.0431021611071709
Position 349: 0.03242193231763725
Position 2790: 0.023607844180487676
Position 2427: 0.02229787883190847
Position 497: 0.022211633322262225
Position 3023: 0.02075316141801424
Position 2604: 0.019263734605725585
Position 1506: 0.01403275479611892
Position 2566: 0.01186200730034975
Position 1934: 0.011216733525330405
Position 1856: 0.00971564962288828
Position 222: 0.008567589572366745
Position 721: 0.007886375131643336
Position 1752: 0.0071504434182001475
Position 1367: 0.006640564702399479
Position 1328: 0.00559475030225888
Position 2420: 0.005033118293740741
Position 1520: 0.004916216580909027
Position 3056: 0.00438717382126358
Position 433: 0.004150737872153641
Position 2433: 0.003973818285418516
Position 2909: 0.003660509820953872
Position 2319: 0.002534877810204188
Position 879: 0.002508269201716345
Position 2795: 0.002097385142978125
Position 584: 0.0016236864275439584
Position 1719: 0.0015805731813814932
Position 616: 0.0015729450833668693
Position 2261: 0.0014689033097660506
Position 1674: 0.0014554348353415882
Position 1437: 0.001291239857251761
Position 1738: 0.0011164474332658017
Position 2257: 0.0007894396173645472
Position 2571: 0.0007856321654428975
Position 675: 0.0007855307517280637
Position 1187: 0.0006604915455390055
Position 260: 0.0006089399383575722
Position 752: 0.0005755531447362651
Position 1003: 0.0005446549096605267
Position 391: 0.0004443457669554671
Position 462: 0.0002592067134174097
Position 397: 0.00024029265366543623
Position 2463: 0.00021128573060993344
Position 373: 0.00016946267615889734
Position 474: 0.0001488238334666221
Position 2546: 9.965753932750259e-05
Position 2163: 8.732602545614462e-05
Position 185: 5.689923451700188e-05
Position 145: 4.99652518287978e-05
Position 686: 1.7961738809850152e-06
Position 765: 4.330793170592373e-08
