Gene = Prkrip1
index = 853
Annotated 5SS: [ 189 1184 4667 7064 9412]
Annotated 3SS: [ 1104  4565  6977  9343 17466]
SMsplice 5SS: [  189  1184  4667  7064  9412 11853 15549]
SMsplice 3SS: [ 1104  4565  6977  9305 11688 15339 17466]
top_k =  100
Partition function (log Z): -1.176706517136779

Sorted 5' Splice Sites (High to Low Probability):
Position 9412: 1.0000000000000007
Position 189: 0.99991281334594
Position 7064: 0.9362845691728923
Position 4667: 0.8857831670196925
Position 1184: 0.8617904123868393
Position 15549: 0.6557087409528591
Position 11853: 0.5136849980679616
Position 7836: 0.14389317535394416
Position 17583: 0.12313189255010216
Position 2077: 0.11643046800650202
Position 442: 0.09821903854363116
Position 5439: 0.026781991439287042
Position 540: 0.02404845368693263
Position 13143: 0.021294857336813473
Position 596: 0.01987512928501171
Position 6887: 0.01952753762682767
Position 393: 0.017631196151960835
Position 683: 0.01574887417499565
Position 2218: 0.014672103036417073
Position 5380: 0.013697023406068536
Position 585: 0.00761361937738933
Position 426: 0.002661845176047903
Position 881: 0.0023495682922839065
Position 706: 0.002320230190696781
Position 199: 5.752751301900141e-05
Position 87: 1.9835783230618294e-05
Position 255: 4.0600716897344915e-06
Position 126: 1.6440755232436815e-06
Position 214: 1.4607969597225802e-06
Position 49: 9.326885202612872e-07
Position 70: 9.061189154475757e-07
Position 41: 4.888786989493114e-07
Position 193: 3.3007967608263647e-07
Position 9: 5.920474957458396e-10
Position 294: 5.578269543522009e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6977: 0.9360727317240095
Position 4565: 0.8857831670196925
Position 1104: 0.8486555127836098
Position 15339: 0.7769393398728786
Position 17466: 0.6536175240194493
Position 9305: 0.5714653802164631
Position 11688: 0.49120714902926776
Position 9343: 0.428534619783538
Position 328: 0.17419704091343413
Position 7760: 0.1407118130978957
Position 18810: 0.12259631004568917
Position 1983: 0.08967484795336869
Position 18034: 0.08850795074630267
Position 12936: 0.045217348628192086
Position 16697: 0.03704870674135472
Position 11658: 0.02676405010798714
Position 5329: 0.023419766162276524
Position 16153: 0.02039481627913274
Position 6743: 0.019739375075710625
Position 5305: 0.01705924868307905
Position 10950: 0.014510787943486664
Position 1942: 0.014076386638386958
Position 379: 0.009305905169963229
Position 15280: 0.009086221750248386
Position 1909: 0.009050280386174146
Position 2116: 0.009023673605385538
Position 1946: 0.008291980330026783
Position 1062: 0.00813248521804418
Position 11128: 0.008039471950042459
Position 11014: 0.005578708946307932
Position 10652: 0.005513865206998636
Position 1079: 0.004344685607763476
Position 7494: 0.0031813622560484542
Position 10929: 0.002810819541458065
Position 12628: 0.002468042721486555
Position 9775: 0.0018426104410953841
Position 623: 0.0014510410733839904
Position 446: 0.001366210884413025
Position 10760: 0.0013179382633698117
Position 644: 0.0010795223308120835
Position 2101: 0.0009854021295769605
Position 450: 0.000650667506683842
Position 752: 0.0005826704919596545
Position 582: 0.0005355940450043835
Position 10104: 0.00035882667298822317
Position 1126: 0.0003381593909163305
Position 553: 0.00032611271062404115
Position 948: 0.0003195693865056227
Position 775: 0.00023692750266711592
Position 693: 0.00022200023878289968
Position 778: 0.0002156327427209249
Position 540: 0.00015363667249358208
Position 510: 0.00014499259600704253
