Gene = Gin1
index = 434
Annotated 5SS: [   84  5421  7348 13061 14773 15051 16087]
Annotated 3SS: [ 5274  7153 12754 14580 14882 15803 22124]
SMsplice 5SS: [   84  5421  7348 10215 13061 14773 15051]
SMsplice 3SS: [ 5323  7153 10076 12965 14580 14882 22124]
top_k =  100
Partition function (log Z): -3.147069795871436

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9999999999999987
Position 5421: 0.9851156642793232
Position 10215: 0.9768043590557381
Position 15051: 0.9612816386039378
Position 14773: 0.8236341681603405
Position 13061: 0.7956599505944375
Position 7348: 0.7186746898501658
Position 10586: 0.33956328556612453
Position 16087: 0.23576389453858712
Position 6246: 0.09365043224293754
Position 7496: 0.06458417631828617
Position 7446: 0.05624471874176889
Position 9312: 0.05444050189867682
Position 7344: 0.046988893962274805
Position 1973: 0.04172499889017265
Position 21666: 0.041280346344416054
Position 9323: 0.030593962671975842
Position 7450: 0.022860948201408826
Position 7423: 0.022144398957522515
Position 14777: 0.016488869464007596
Position 14968: 0.01626979692860401
Position 7320: 0.013677955641451585
Position 9377: 0.00461768695612657
Position 6272: 0.001250104496812768
Position 2231: 0.0008577961067839624
Position 5275: 0.0001436702253022964
Position 2142: 3.411245617206713e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 14882: 0.9955163083734894
Position 10076: 0.978740512702383
Position 7153: 0.8742932854519473
Position 14580: 0.8401230376243478
Position 22124: 0.5347799584669629
Position 5323: 0.5269628512660458
Position 12965: 0.43435060733931447
Position 5274: 0.39635408530655375
Position 12754: 0.34630448636435585
Position 10443: 0.22195220203854765
Position 15803: 0.15108613555324485
Position 16437: 0.13090535426572272
Position 20665: 0.09288779152665684
Position 15984: 0.09181551967297955
Position 21576: 0.09154642142814824
Position 9089: 0.08965215152677924
Position 18008: 0.05098847517692439
Position 7283: 0.04958653957837037
Position 5140: 0.048842641555870696
Position 10407: 0.044873990592700974
Position 10448: 0.03990298356017758
Position 6201: 0.03906122006823425
Position 16830: 0.031867654034284695
Position 1823: 0.030235996357508156
Position 10461: 0.03002757329442516
Position 6099: 0.028249110809957647
Position 15888: 0.02331705499212964
Position 6154: 0.022614194970727555
Position 17511: 0.018341262455808957
Position 7204: 0.017975854747989795
Position 13021: 0.015347168843560417
Position 17187: 0.013549022532525438
Position 5155: 0.013099756376155174
Position 1779: 0.008445744723561972
Position 15911: 0.007702947035807245
Position 15260: 0.005885976695632624
Position 15361: 0.005491206318510198
Position 15656: 0.005059299105050289
Position 6135: 0.00497601089083088
Position 7180: 0.0033464924916039806
Position 1858: 0.0029958304166279744
Position 15255: 0.0021602814675336897
Position 15367: 0.001162213720951115
Position 10327: 0.0010344734769825031
Position 2035: 0.00041809676547549247
Position 2068: 0.00041085639016814917
Position 2130: 6.295540731238835e-05
Position 1758: 4.742739247455167e-05
