Gene = Cog7
index = 282
Annotated 5SS: [  295  4096  4445 10432 17511 18574 25782 30549 31967 37934 40542 44758
 46054 51182 52525 56288]
Annotated 3SS: [ 3946  4327 10262 17427 18450 25582 30420 31811 37816 40475 44570 45912
 51097 52409 56143 58242]
SMsplice 5SS: [  295  2390  4096  4445  9567 10432 17511 18574 25782 26708 30549 31967
 37934 46054 48956 51182 52525 56288]
SMsplice 3SS: [ 2326  3946  4327  9447 10262 17427 18450 25582 26608 30420 31887 37816
 45912 48804 51097 52409 56143 58242]
top_k =  100
Partition function (log Z): 16.975558597411627

Sorted 5' Splice Sites (High to Low Probability):
Position 10432: 1.0000000000000007
Position 25782: 1.0
Position 30549: 1.0
Position 18574: 0.9999999999999999
Position 4445: 0.9999999999999998
Position 51182: 0.9999999999999997
Position 46054: 0.9999999999999974
Position 37934: 0.9999999999999966
Position 56288: 0.9998644417552404
Position 31967: 0.9580644888235822
Position 9567: 0.9004646578302615
Position 26708: 0.8475672946176914
Position 52525: 0.7286791257541092
Position 40542: 0.720381380690914
Position 17511: 0.69655316365639
Position 2390: 0.6603100707996143
Position 21742: 0.6301152259571611
Position 4096: 0.6134646124273658
Position 48956: 0.6045543547908131
Position 295: 0.5096585432370978
Position 34093: 0.37569338471672403
Position 21548: 0.362686956537747
Position 44758: 0.3534181600273633
Position 4239: 0.29984006934522
Position 39442: 0.28989627123969297
Position 246: 0.2885140514810546
Position 49659: 0.28555234343056085
Position 49701: 0.2698867653809481
Position 44146: 0.25106866283439044
Position 17987: 0.24513062340620684
Position 34113: 0.13228930119851362
Position 49663: 0.11320212826989351
Position 596: 0.09281134628169482
Position 5277: 0.06761776980507901
Position 52241: 0.06076682547524496
Position 276: 0.06000006205799305
Position 34142: 0.05670741109950881
Position 33786: 0.052513704008279566
Position 5292: 0.04813045003831663
Position 2421: 0.045510962348703485
Position 56469: 0.03520422797774313
Position 17994: 0.03432894512135365
Position 10919: 0.03216636699394965
Position 33201: 0.030814402565727386
Position 56996: 0.028782319527444315
Position 21746: 0.026058766679652498
Position 3835: 0.025869548310006006
Position 8145: 0.025148127210804526
Position 53113: 0.022046744073091026
Position 55101: 0.02104646046353292
Position 64: 0.016452205291669977
Position 229: 0.015498778559164273
Position 58344: 0.012925373114461566
Position 56444: 0.012792337341571093
Position 34415: 0.011311865163062788
Position 2207: 0.010641361429640254
Position 21066: 0.009114519443303758
Position 33793: 0.008819199928357824
Position 162: 0.005533781356224695
Position 4140: 0.005447071997034471
Position 9472: 0.00531281151356744
Position 56624: 0.005190212648431722
Position 54: 0.005125436013283204
Position 373: 0.004162824431026215
Position 5912: 0.002512116813397934
Position 34: 0.0022429712907980886
Position 57412: 0.001373554238343609
Position 2104: 0.001273960421824117
Position 2436: 0.0008237603586547295
Position 2418: 0.0007069376900078766
Position 2449: 0.0004063859588390457
Position 2433: 0.00032092857143764894
Position 10216: 0.0001487995685298058
Position 56248: 9.764056782084151e-05
Position 56518: 8.264517438910205e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 18450: 1.0
Position 30420: 0.9999999999999997
Position 45912: 0.9999999999999978
Position 51097: 0.9999999999999977
Position 10262: 0.9995210869477965
Position 37816: 0.9976322557331414
Position 4327: 0.9953390645359133
Position 58242: 0.9649593962670926
Position 56143: 0.9535218563562856
Position 25582: 0.926996246481418
Position 9447: 0.9057774693438295
Position 26608: 0.8475672946176914
Position 31887: 0.8327094549023408
Position 52409: 0.7285500436326101
Position 17427: 0.69655316365639
Position 2326: 0.6746115931871174
Position 49509: 0.6686412370814026
Position 21628: 0.6561739926368135
Position 3946: 0.6349974975937712
Position 48804: 0.5463542939180099
Position 40341: 0.38995102961128186
Position 44570: 0.3534181600273635
Position 40475: 0.330430351079632
Position 34000: 0.3168924377572602
Position 17907: 0.27945956852756004
Position 21439: 0.2674157649493848
Position 4139: 0.2640060388240343
Position 43966: 0.25106866283439033
Position 39316: 0.24384931163813603
Position 33973: 0.23793762579020408
Position 31811: 0.12535503392124134
Position 21355: 0.09527119158836238
Position 5124: 0.09399987792177593
Position 56359: 0.07703825505791127
Position 25668: 0.07300375351858177
Position 33659: 0.06133290393663744
Position 48752: 0.05820006087280311
Position 52059: 0.04667527312034004
Position 56238: 0.04641230402647906
Position 33091: 0.030814402565727386
Position 10792: 0.027422836581951
Position 3667: 0.02586954831000604
Position 39190: 0.025798805102540224
Position 53076: 0.022046744073091047
Position 55004: 0.021046460463532896
Position 5171: 0.019121790839923422
Position 39148: 0.01545407414109682
Position 7884: 0.014718281545183946
Position 52142: 0.014091552354904922
Position 58843: 0.01217198083929367
Position 34267: 0.011311865163062804
Position 2284: 0.01101702342801314
Position 8063: 0.01042984566562058
Position 56847: 0.009946869293700948
Position 33888: 0.009860033467282252
Position 56921: 0.009671514102065524
Position 2247: 0.009414037260722556
Position 4189: 0.008826779230952068
Position 2069: 0.007792518295958304
Position 56932: 0.006610146061451074
Position 20883: 0.006562325375180976
Position 2309: 0.006129183523018297
Position 3953: 0.005439983973934128
Position 58374: 0.0053991658484758
Position 39407: 0.004794080357919778
Position 4267: 0.004519814521448987
Position 58082: 0.0039577500742621705
Position 1987: 0.0032354262288883354
Position 10810: 0.0029958545683303702
Position 3895: 0.0027763438392417604
Position 5238: 0.0026265510816964113
Position 2291: 0.0026253262589014175
Position 56881: 0.002553790070226771
Position 20782: 0.002552194068122783
Position 2118: 0.0023840867160575424
Position 37901: 0.002367744266858046
Position 56618: 0.0018404752374427706
Position 2351: 0.0018260633757262944
Position 5809: 0.001811649914443596
Position 10895: 0.001747675843668272
Position 3817: 0.001652454213266271
Position 57357: 0.001373554238343609
Position 4219: 0.0011259812499960077
Position 1950: 0.0009591093043184931
Position 58798: 0.0007533922751679108
Position 5757: 0.0007004668989543413
Position 10115: 0.0002071550709917928
Position 10286: 0.00015736718582919098
Position 10301: 0.0001487995685298058
Position 52278: 0.00012908212149885073
Position 10210: 0.00011439079538208938
Position 4387: 6.779578706059183e-05
Position 55852: 2.792194029503562e-05
